GardID,DataSource,SourceID,SourceLabelID,GeneCount,GeneSymbol,GeneSynonym,GeneTitle,GeneType,Locus,AssociationType,AssociationStatus,Reference,OMIM,Ensembl,IUPHAR,SwissProt,Reactome,GeneIdentifier
GARD:0015238,Orphanet+OMIM,273395,OMIM:273395,1,WNT3,"[MGC131950, MGC138321, MGC138323, WNT-3 proto-oncogene protein]",Wnt family member 3,gene with protein product,17q21.31-q21.32,The molecular basis of the disorder is known,Unknown,,165330,ENSG00000108379,ligandId:3675,P56703,P56703,HGNC:12782
GARD:0015239,Orphanet+OMIM,273750,OMIM:273750,1,CUL7,[dJ20C7.5],cullin 7,gene with protein product,6p21.1,The molecular basis of the disorder is known,Unknown,,609577,ENSG00000044090,,Q14999,Q14999,HGNC:21024
GARD:0015240,Orphanet+OMIM,273800,OMIM:273800,1,ITGA2B,"[CD41, CD41B, GPIIb, Integrin alpha-IIb, PPP1R93, platelet glycoprotein IIb of IIb/IIIa complex, protein phosphatase 1, regulatory subunit 93]",integrin subunit alpha 2b,gene with protein product,17q21.31,The molecular basis of the disorder is known,Unknown,,607759,ENSG00000005961,objectId:2441,P08514,P08514,HGNC:6138
GARD:0015241,Orphanet+OMIM,276901,OMIM:276901,2,PDZD7,"[FLJ23209, bA108L7.8]",PDZ domain containing 7,gene with protein product,10q24.31,The molecular basis of the disorder is known,Unknown,,612971,ENSG00000186862,,Q9H5P4,,HGNC:26257
GARD:0015241,Orphanet+OMIM,276901,OMIM:276901,2,USH2A,[RP39],usherin,gene with protein product,1q41,The molecular basis of the disorder is known,Unknown,,608400,ENSG00000042781,,O75445,,HGNC:12601
GARD:0015242,Orphanet+OMIM,276902,OMIM:276902,1,CLRN1,,clarin 1,gene with protein product,3q25.1,The molecular basis of the disorder is known,Unknown,,606397,ENSG00000163646,,P58418,,HGNC:12605
GARD:0015243,Orphanet+OMIM,277180,OMIM:277180,1,CFTR,"[ABC35, ATP-binding cassette sub-family C, CFTR/MRP, MRP7, TNR-CFTR, dJ760C5.1, member 7]",CF transmembrane conductance regulator,gene with protein product,7q31.2,The molecular basis of the disorder is known,Unknown,,602421,ENSG00000001626,objectId:707,P13569,P13569,HGNC:1884
GARD:0015244,Orphanet+OMIM,277470,OMIM:277470,1,TSEN54,"[SEN54, SEN54L]",tRNA splicing endonuclease subunit 54,gene with protein product,17q25.1,The molecular basis of the disorder is known,Unknown,,608755,ENSG00000182173,,Q7Z6J9,Q7Z6J9,HGNC:27561
GARD:0015245,Orphanet+OMIM,277580,OMIM:277580,1,EDNRB,[ETB],endothelin receptor type B,gene with protein product,13q22.3,The molecular basis of the disorder is known,Unknown,,131244,ENSG00000136160,objectId:220,P24530,P24530,HGNC:3180
GARD:0015246,Orphanet+OMIM,277600,OMIM:277600,1,ADAMTS10,[ADAM-TS10],ADAM metallopeptidase with thrombospondin type 1 motif 10,gene with protein product,19p13.2,The molecular basis of the disorder is known,Unknown,,608990,ENSG00000142303,objectId:1683,Q9H324,Q9H324,HGNC:13201
GARD:0015247,Orphanet+OMIM,278150,OMIM:278150,1,LPAR6,[P2Y5],lysophosphatidic acid receptor 6,gene with protein product,13q14.2,The molecular basis of the disorder is known,Unknown,,609239,ENSG00000139679,objectId:163,P43657,P43657,HGNC:15520
GARD:0015248,Orphanet+OMIM,615511,OMIM:615511,1,AMPD1,"[AMPD isoform M, MAD, MADA, myoadenylate deaminase, skeletal muscle AMPD]",adenosine monophosphate deaminase 1,gene with protein product,1p13.2,The molecular basis of the disorder is known,Unknown,,102770,ENSG00000116748,,P23109,P23109,HGNC:468
GARD:0015249,Orphanet+OMIM,278850,OMIM:278850,1,SRXX2,[DUP17q24.3],46XX sex reversal 2,,17q24.3-q25.1,The disorder is a chromosome deletion or duplication syndrome,Unknown,,278850,,,,,OMIM:278850
GARD:0015251,Orphanet+OMIM,300071,OMIM:300071,1,CACNA1F,"[CORDX3, CSNB2A, CSNBX2, Cav1.4, JM8, JMC8, OA2]",calcium voltage-gated channel subunit alpha1 F,gene with protein product,Xp11.23,The molecular basis of the disorder is known,Unknown,,300110,ENSG00000102001,objectId:531,O60840,,HGNC:1393
GARD:0015253,Orphanet+OMIM,300147,OMIM:300147,1,HPCX,[HPCX1],"Prostate cancer, hereditary, X-linked 1",unknown,Xq27-q28,The disease phenotype itself was mapped,Unknown,,300147,,,,,GeneID:9566
GARD:0015254,Orphanet+OMIM,300260,OMIM:300260,1,MECP2,,methyl-CpG binding protein 2,gene with protein product,Xq28,The molecular basis of the disorder is known,Unknown,,300005,ENSG00000169057,,P51608,P51608,HGNC:6990
GARD:0015256,Orphanet+OMIM,300388,OMIM:300388,1,BPP,"[CBPS, PMGX]","Polymicrogyria, bilateral perisylvian",,Xq27.2-q28,The disease phenotype itself was mapped,Unknown,,300388,,,,,OMIM:300388
GARD:0015257,Orphanet+OMIM,300514,OMIM:300514,1,FANCB,"[FAAP95, FAB, FLJ34064]",FA complementation group B,gene with protein product,Xp22.2,The molecular basis of the disorder is known,Unknown,,300515,ENSG00000181544,,Q8NB91,Q8NB91,HGNC:3583
GARD:0015258,Orphanet+OMIM,300580,OMIM:300580,1,CFTDX,,"Myopathy, congenital, with fiber-type disproportion, X-linked",unknown,Xq13.1-q22.1,The disease phenotype itself was mapped,Unknown,,300580,,,,,GeneID:100188765
GARD:0015259,Orphanet+OMIM,300590,OMIM:300590,1,SMC1A,"[DXS423E, KIAA0178, SB1.8, Smcb]",structural maintenance of chromosomes 1A,gene with protein product,Xp11.22,The molecular basis of the disorder is known,Unknown,,300040,ENSG00000072501,,Q14683,Q14683,HGNC:11111
GARD:0015260,Orphanet+OMIM,300704,OMIM:300704,1,HPCX2,,"Prostate cancer, hereditary, X-linked 2",unknown,Xp11.22,The disease phenotype itself was mapped,Unknown,,300704,,,,,GeneID:100188769
GARD:0015261,Orphanet+OMIM,300717,OMIM:300717,1,FHL1,"[FHL1B, FLH1A, Four-and-a-half LIM domains 1, KYO-T, LIM protein SLIMMER, MGC111107, SLIM1, XMPMA, bA535K18.1]",four and a half LIM domains 1,gene with protein product,Xq26.3,The molecular basis of the disorder is known,Unknown,,300163,ENSG00000022267,,Q13642,,HGNC:3702
GARD:0015262,Orphanet+OMIM,300718,OMIM:300718,1,FHL1,"[FHL1B, FLH1A, Four-and-a-half LIM domains 1, KYO-T, LIM protein SLIMMER, MGC111107, SLIM1, XMPMA, bA535K18.1]",four and a half LIM domains 1,gene with protein product,Xq26.3,The molecular basis of the disorder is known,Unknown,,300163,ENSG00000022267,,Q13642,,HGNC:3702
GARD:0015263,Orphanet+OMIM,300770,OMIM:300770,1,CSF2RA,"[CD116, alpha-GM-CSF receptor, alphaGMR]",colony stimulating factor 2 receptor subunit alpha,gene with protein product,Xp22.33,The molecular basis of the disorder is known,Unknown,,306250,ENSG00000198223,objectId:1707,P15509,P15509,HGNC:2435
GARD:0015264,Orphanet+OMIM,300799,OMIM:300799,1,ZDHHC9,"[CGI-89, DHHC9, ZNF379, ZNF380, Zinc finger protein 379, Zinc finger protein 380]",zinc finger DHHC-type palmitoyltransferase 9,gene with protein product,Xq26.1,The molecular basis of the disorder is known,Unknown,,300646,ENSG00000188706,,Q9Y397,Q9Y397,HGNC:18475
GARD:0015265,Orphanet+OMIM,300804,OMIM:300804,1,OFD1,"[71-7A, JBTS10, Joubert syndrome type 10]",OFD1 centriole and centriolar satellite protein,gene with protein product,Xp22.2,The molecular basis of the disorder is known,Unknown,,300170,ENSG00000046651,,O75665,O75665,HGNC:2567
GARD:0015266,Orphanet+OMIM,300815,OMIM:300815,1,DUPXq28,[CXq28],Chromosome Xq28 duplication syndrome,,Xq28,The disorder is a chromosome deletion or duplication syndrome,Unknown,,300815,,,,,OMIM:300815
GARD:0015267,Orphanet+OMIM,300833,OMIM:300833,1,SRXX3,,46XX sex reversal 3,,Xq26.3,The disorder is a chromosome deletion or duplication syndrome,Unknown,,300833,,,,,OMIM:300833
GARD:0015268,Orphanet+OMIM,300834,OMIM:300834,1,RPGR,[CORDX1],retinitis pigmentosa GTPase regulator,gene with protein product,Xp11.4,The molecular basis of the disorder is known,Unknown,,312610,ENSG00000156313,,Q92834,,HGNC:10295
GARD:0015269,Orphanet+OMIM,300857,OMIM:300857,1,UBQLN2,"[CHAP1/DSK2, Chap1, Dsk2, LIC-2, N4BP4, NEDD4 binding protein 4, PLIC-2, PLIC2, RIHFB2157]",ubiquilin 2,gene with protein product,Xp11.21,The molecular basis of the disorder is known,Unknown,,300264,ENSG00000188021,,Q9UHD9,Q9UHD9,HGNC:12509
GARD:0015270,Orphanet+OMIM,300867,OMIM:300867,1,KDM6A,,lysine demethylase 6A,gene with protein product,Xp11.3,The molecular basis of the disorder is known,Unknown,,300128,ENSG00000147050,objectId:2684,O15550,O15550,HGNC:12637
GARD:0015271,Orphanet+OMIM,300882,OMIM:300882,1,HDAC8,"[KDAC8, RPD3]",histone deacetylase 8,gene with protein product,Xq13.1,The molecular basis of the disorder is known,Unknown,,300269,ENSG00000147099,objectId:2619,Q9BY41,Q9BY41,HGNC:13315
GARD:0015272,Orphanet+OMIM,300887,OMIM:300887,1,COX7B,,cytochrome c oxidase subunit 7B,gene with protein product,Xq21.1,The molecular basis of the disorder is known,Unknown,,300885,ENSG00000131174,,P24311,P24311,HGNC:2291
GARD:0015273,Orphanet+OMIM,300918,OMIM:300918,1,MBTPS2,"[S2P, site-2 protease, sterol regulatory element-binding proteins intramembrane protease]","membrane bound transcription factor peptidase, site 2",gene with protein product,Xp22.12,The molecular basis of the disorder is known,Unknown,,300294,ENSG00000012174,,O43462,O43462,HGNC:15455
GARD:0015274,Orphanet+OMIM,300943,OMIM:300943,1,GPR101,,G protein-coupled receptor 101,gene with protein product,Xq26.3,The molecular basis of the disorder is known,Unknown,,300393,ENSG00000165370,objectId:125,Q96P66,,HGNC:14963
GARD:0015275,Orphanet+OMIM,300946,OMIM:300946,1,TSR2,"[DT1P1A10, RP1-112K5.2, WGG motif containing 1, WGG1, escortin]",TSR2 ribosome maturation factor,gene with protein product,Xp11.22,The molecular basis of the disorder is known,Unknown,,300945,ENSG00000158526,,Q969E8,,HGNC:25455
GARD:0015276,Orphanet+OMIM,300952,OMIM:300952,1,NDUFB11,"[ESSS, NP17.3, Np15, complex I NP17.3 subunit]",NADH:ubiquinone oxidoreductase subunit B11,gene with protein product,Xp11.3,The molecular basis of the disorder is known,Unknown,,300403,ENSG00000147123,,Q9NX14,Q9NX14,HGNC:20372
GARD:0015277,Orphanet+OMIM,300953,OMIM:300953,1,RNF113A,"[Cwc24, RNF113]",ring finger protein 113A,gene with protein product,Xq24,The molecular basis of the disorder is known,Unknown,,300951,ENSG00000125352,,O15541,,HGNC:12974
GARD:0015278,Orphanet+OMIM,300963,OMIM:300963,1,CCDC22,[JM1],coiled-coil domain containing 22,gene with protein product,Xp11.23,The molecular basis of the disorder is known,Unknown,,300859,ENSG00000101997,,O60826,O60826,HGNC:28909
GARD:0015279,Orphanet+OMIM,300985,OMIM:300985,1,ADGRG2,"[EDDM6, HE6, TM7LN2, epididymal protein 6]",adhesion G protein-coupled receptor G2,gene with protein product,Xp22.13,The molecular basis of the disorder is known,Unknown,,300572,ENSG00000173698,objectId:187,Q8IZP9,,HGNC:4516
GARD:0015280,Orphanet+OMIM,300991,OMIM:300991,1,DNAAF6,"[MGC35261, NYSAR97, TWISTER, sarcoma antigen NY-SAR-97]",dynein axonemal assembly factor 6,gene with protein product,Xq22.3,The molecular basis of the disorder is known,Unknown,,300933,ENSG00000080572,,Q9NQM4,,HGNC:28570
GARD:0015281,Orphanet+OMIM,301006,OMIM:301006,1,LAGE3,"[CVG5, DNA segment on chromosome X (unique) 9879 expressed sequence, DXS9879E, DXS9951E, ESO3, ITBA2, Pcc1]",L antigen family member 3,gene with protein product,Xq28,The molecular basis of the disorder is known,Unknown,,300060,ENSG00000196976,,Q14657,Q14657,HGNC:26058
GARD:0015282,Orphanet+OMIM,301008,OMIM:301008,1,CNKSR2,"[CNK2, KIAA0902, KSR2]",connector enhancer of kinase suppressor of Ras 2,gene with protein product,Xp22.12,The molecular basis of the disorder is known,Unknown,,300724,ENSG00000149970,,Q8WXI2,Q8WXI2,HGNC:19701
GARD:0015283,Orphanet+OMIM,301020,OMIM:301020,1,NDUFA1,"[1 (7.5kD, CI-MWFE, MWFE, MWFE), NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, NADH:ubiquinone oxidoreductase (complex 1), complex I MWFE subunit, type I dehydrogenase]",NADH:ubiquinone oxidoreductase subunit A1,gene with protein product,Xq24,The molecular basis of the disorder is known,Unknown,,300078,ENSG00000125356,,O15239,O15239,HGNC:7683
GARD:0015284,Orphanet+OMIM,301021,OMIM:301021,1,NDUFB11,"[ESSS, NP17.3, Np15, complex I NP17.3 subunit]",NADH:ubiquinone oxidoreductase subunit B11,gene with protein product,Xp11.3,The molecular basis of the disorder is known,Unknown,,300403,ENSG00000147123,,Q9NX14,Q9NX14,HGNC:20372
GARD:0015285,Orphanet+OMIM,301028,OMIM:301028,1,TBC1D8B,"[FLJ20298, GRAMD8B, RP11-321G1.1]",TBC1 domain family member 8B,gene with protein product,Xq22.3,The molecular basis of the disorder is known,Unknown,,301027,ENSG00000133138,,Q0IIM8,Q0IIM8,HGNC:24715
GARD:0015286,Orphanet+OMIM,301058,OMIM:301058,1,FGF13,"[FGF2, FHF2, FLJ30672, fibroblast growth factor homologous factor 2]",fibroblast growth factor 13,gene with protein product,Xq26.3-q27.1,The molecular basis of the disorder is known,Unknown,,300070,ENSG00000129682,,Q92913,Q92913,HGNC:3670
GARD:0015287,Orphanet+OMIM,302045,OMIM:302045,1,DMD,"[BMD, DXS142, DXS164, DXS206, DXS230, DXS239, DXS268, DXS269, DXS270, DXS272, Duchenne and Becker types, muscular dystrophy]",dystrophin,gene with protein product,Xp21.2-p21.1,The molecular basis of the disorder is known,Unknown,,300377,ENSG00000198947,,P11532,P11532,HGNC:2928
GARD:0015289,Orphanet+OMIM,304800,OMIM:304800,1,AVPR2,"[V2R, nephrogenic diabetes insipidus]",arginine vasopressin receptor 2,gene with protein product,Xq28,The molecular basis of the disorder is known,Unknown,,300538,ENSG00000126895,objectId:368,P30518,P30518,HGNC:897
GARD:0015292,Orphanet+OMIM,305390,OMIM:305390,1,NDP,[norrin],norrin cystine knot growth factor NDP,gene with protein product,Xp11.3,The molecular basis of the disorder is known,Unknown,,300658,ENSG00000124479,ligandId:1063,Q00604,,HGNC:7678
GARD:0015293,Orphanet+OMIM,305620,OMIM:305620,1,FLNA,"[ABP-280, actin binding protein 280, alpha filamin]",filamin A,gene with protein product,Xq28,The molecular basis of the disorder is known,Unknown,,300017,ENSG00000196924,,P21333,P21333,HGNC:3754
GARD:0015294,Orphanet+OMIM,306400,OMIM:306400,1,CYBB,"[GP91-PHOX, NADPH oxidase 2, NOX2]",cytochrome b-245 beta chain,gene with protein product,Xp21.1-p11.4,The molecular basis of the disorder is known,Unknown,,300481,ENSG00000165168,objectId:3002,P04839,P04839,HGNC:2578
GARD:0015297,Orphanet+OMIM,308205,OMIM:308205,1,MBTPS2,"[S2P, site-2 protease, sterol regulatory element-binding proteins intramembrane protease]","membrane bound transcription factor peptidase, site 2",gene with protein product,Xp22.12,The molecular basis of the disorder is known,Unknown,,300294,ENSG00000012174,,O43462,O43462,HGNC:15455
GARD:0015298,Orphanet+OMIM,308350,OMIM:308350,1,ARX,"[CT121, EIEE1, ISSX, cancer/testis antigen 121]",aristaless related homeobox,gene with protein product,Xp21.3,The molecular basis of the disorder is known,Unknown,,300382,ENSG00000004848,,Q96QS3,,HGNC:18060
GARD:0015299,Orphanet+OMIM,308800,OMIM:308800,1,MBTPS2,"[S2P, site-2 protease, sterol regulatory element-binding proteins intramembrane protease]","membrane bound transcription factor peptidase, site 2",gene with protein product,Xp22.12,The molecular basis of the disorder is known,Unknown,,300294,ENSG00000012174,,O43462,O43462,HGNC:15455
GARD:0015300,Orphanet+OMIM,308905,OMIM:308905,1,PRICKLE3,,prickle planar cell polarity protein 3,gene with protein product,Xp11.23,The molecular basis of the disorder is known,Unknown,,300111,ENSG00000012211,,O43900,,HGNC:6645
GARD:0015301,Orphanet+OMIM,308990,OMIM:308990,1,CLCN5,"[CLC5, ClC-5, DENTS, Dent disease, XLRH, XRN, hCIC-K2, hClC-K2]",chloride voltage-gated channel 5,gene with protein product,Xp11.23,The molecular basis of the disorder is known,Unknown,,300008,ENSG00000171365,objectId:704,P51795,P51795,HGNC:2023
GARD:0015302,Orphanet+OMIM,309120,OMIM:309120,1,TEX11,"[MZIP4, Spo22, TGC1, TSGA3, ZIP4, ZIP4 homolog (S. cerevisiae), ZIP4H]",testis expressed 11,gene with protein product,Xq13.1,The molecular basis of the disorder is known,Unknown,,300311,ENSG00000120498,,Q8IYF3,,HGNC:11733
GARD:0015304,Orphanet+OMIM,309800,OMIM:309800,1,NAA10,"[DXS707, TE2, arrest defective protein 1]","N-alpha-acetyltransferase 10, NatA catalytic subunit",gene with protein product,Xq28,The molecular basis of the disorder is known,Unknown,,300013,ENSG00000102030,,P41227,,HGNC:18704
GARD:0015305,Orphanet+OMIM,310468,OMIM:310468,1,CLCN5,"[CLC5, ClC-5, DENTS, Dent disease, XLRH, XRN, hCIC-K2, hClC-K2]",chloride voltage-gated channel 5,gene with protein product,Xp11.23,The molecular basis of the disorder is known,Unknown,,300008,ENSG00000171365,objectId:704,P51795,P51795,HGNC:2023
GARD:0015306,Orphanet+OMIM,310500,OMIM:310500,1,NYX,"[CLRP, CSNB1A]",nyctalopin,gene with protein product,Xp11.4,The molecular basis of the disorder is known,Unknown,,300278,ENSG00000188937,,Q9GZU5,,HGNC:8082
GARD:0015308,Orphanet+OMIM,313350,OMIM:313350,1,SHFM2,[SHFD2],"Split hand/foot malformation, type (ectrodactyly) 2",unknown,Xq26,The disease phenotype itself was mapped,Unknown,,313350,,,,,GeneID:6463
GARD:0015309,Orphanet+OMIM,314390,OMIM:314390,1,ZIC3,"[HTX, ZNF203]",Zic family member 3,gene with protein product,Xq26.3,The molecular basis of the disorder is known,Unknown,,300265,ENSG00000156925,,O60481,O60481,HGNC:12874
GARD:0015310,Orphanet+OMIM,400004,OMIM:400004,1,RPY,,"Retinitis pigmentosa, Y-linked",unknown,Chr.Y,The disease phenotype itself was mapped,Unknown,,400004,,,,,GeneID:79051
GARD:0015314,Orphanet+OMIM,600110,OMIM:600110,1,ELOVL4,"[CT118, cancer/testis antigen 118]",ELOVL fatty acid elongase 4,gene with protein product,6q14.1,The molecular basis of the disorder is known,Unknown,,605512,ENSG00000118402,,Q9GZR5,Q9GZR5,HGNC:14415
GARD:0015315,Orphanet+OMIM,600155,OMIM:600155,1,EDNRB,[ETB],endothelin receptor type B,gene with protein product,13q22.3,The molecular basis of the disorder is known,Unknown,,131244,ENSG00000136160,objectId:220,P24530,P24530,HGNC:3180
GARD:0015316,Orphanet+OMIM,600156,OMIM:600156,1,HSCR5,,"Hirschsprung disease, susceptibility to, 5",unknown,9q31,The disease phenotype itself was mapped,Unknown,,600156,,,,,GeneID:404720
GARD:0015319,Orphanet+OMIM,600513,OMIM:600513,1,CHRNA4,"[BFNC, acetylcholine receptor, alpha 4 (neuronal), nicotinic]",cholinergic receptor nicotinic alpha 4 subunit,gene with protein product,20q13.33,The molecular basis of the disorder is known,Unknown,,118504,ENSG00000101204,objectId:465,P43681,P43681,HGNC:1958
GARD:0015320,Orphanet+OMIM,600630,OMIM:600630,1,ERCC6,"[ARMD5, CSB, Cockayne syndrome B protein, RAD26]","ERCC excision repair 6, chromatin remodeling factor",gene with protein product,10q11.23,The molecular basis of the disorder is known,Unknown,,609413,ENSG00000225830,,"P0DP91, Q03468",,HGNC:3438
GARD:0015321,Orphanet+OMIM,600638,OMIM:600638,1,TUBB3,"[CFEOM3, CFEOM3A, beta-4, class III beta-tubulin]",tubulin beta 3 class III,gene with protein product,16q24.3,The molecular basis of the disorder is known,Unknown,,602661,ENSG00000258947,objectId:2752,Q13509,Q13509,HGNC:20772
GARD:0015322,Orphanet+OMIM,600795,OMIM:600795,1,CHMP2B,"[CHMP2.5, DKFZP564O123, VPS2 homolog B (S. cerevisiae), VPS2B]",charged multivesicular body protein 2B,gene with protein product,3p11.2,The molecular basis of the disorder is known,Unknown,,609512,ENSG00000083937,,Q9UQN3,Q9UQN3,HGNC:24537
GARD:0015323,Orphanet+OMIM,600884,OMIM:600884,1,CMD1B,"[CMPD1, FDC]","Cardiomyopathy, dilated-1B, autosomal dominant",unknown,9q13,The disease phenotype itself was mapped,Unknown,,600884,,,,,GeneID:1218
GARD:0015324,Orphanet+OMIM,600901,OMIM:600901,1,FANCE,[FAE],FA complementation group E,gene with protein product,6p21.31,The molecular basis of the disorder is known,Unknown,,613976,ENSG00000112039,,Q9HB96,Q9HB96,HGNC:3586
GARD:0015326,Orphanet+OMIM,600995,OMIM:600995,1,NPHS2,"[PDCN, SRN1]","NPHS2 stomatin family member, podocin",gene with protein product,1q25.2,The molecular basis of the disorder is known,Unknown,,604766,ENSG00000116218,,Q9NP85,Q9NP85,HGNC:13394
GARD:0015327,Orphanet+OMIM,601202,OMIM:601202,1,CTAA2,[CTRCT24],"Cataract 24, anterior polar",unknown,17p13,The disease phenotype itself was mapped,Unknown,,601202,,,,,GeneID:1484
GARD:0015328,Orphanet+OMIM,601363,OMIM:601363,1,WT4,,Wilms tumor-4,unknown,17q12-q21,The disease phenotype itself was mapped,Unknown,,601363,,,,,GeneID:8151
GARD:0015329,Orphanet+OMIM,601399,OMIM:601399,1,RUNX1,"[AMLCR1, PEBP2A2, aml1 oncogene]",RUNX family transcription factor 1,gene with protein product,21q22.12,The molecular basis of the disorder is known,Unknown,,151385,ENSG00000159216,,Q01196,Q01196,HGNC:10471
GARD:0015330,Orphanet+OMIM,601462,OMIM:601462,1,CHRNA1,"[acetylcholine receptor, alpha 1 (muscle), nicotinic]",cholinergic receptor nicotinic alpha 1 subunit,gene with protein product,2q31.1,The molecular basis of the disorder is known,Unknown,,100690,ENSG00000138435,objectId:462,P02708,P02708,HGNC:1955
GARD:0015331,Orphanet+OMIM,601493,OMIM:601493,1,LDB3,"[KIAA0613, PDLIM6, Z-band alternatively spliced PDZ motif protein, ZASP, cypher, oracle]",LIM domain binding 3,gene with protein product,10q23.2,The molecular basis of the disorder is known,Unknown,,605906,ENSG00000122367,,O75112,,HGNC:15710
GARD:0015332,Orphanet+OMIM,601494,OMIM:601494,1,TNNT2,[CMPD2],"troponin T2, cardiac type",gene with protein product,1q32.1,The molecular basis of the disorder is known,Unknown,,191045,ENSG00000118194,,P45379,P45379,HGNC:11949
GARD:0015334,Orphanet+OMIM,601518,OMIM:601518,1,RNASEL,,ribonuclease L,gene with protein product,1q25.3,The molecular basis of the disorder is known,Unknown,,180435,ENSG00000135828,,Q05823,Q05823,HGNC:10050
GARD:0015335,Orphanet+OMIM,601547,OMIM:601547,1,CRYBB2,,crystallin beta B2,gene with protein product,22q11.23,The molecular basis of the disorder is known,Unknown,,123620,ENSG00000244752,,P43320,,HGNC:2398
GARD:0015336,Orphanet+OMIM,601583,OMIM:601583,1,POU6F2,"[RPF-1, Retina-derived POU-domain factor-1]",POU class 6 homeobox 2,gene with protein product,7p14.1,The molecular basis of the disorder is known,Unknown,,609062,ENSG00000106536,,P78424,,HGNC:21694
GARD:0015337,Orphanet+OMIM,601813,OMIM:601813,1,LRP5,"[BMND1, EVR4, HBM, LR3, OPS, OPTA1, VBCH2]",LDL receptor related protein 5,gene with protein product,11q13.2,The molecular basis of the disorder is known,Unknown,,603506,ENSG00000162337,,O75197,O75197,HGNC:6697
GARD:0015340,Orphanet+OMIM,601992,OMIM:601992,1,FRDA2,,Friedreich ataxia 2,unknown,9p23-p11,The disease phenotype itself was mapped,Unknown,,601992,,,,,GeneID:2420
GARD:0015341,Orphanet+OMIM,602078,OMIM:602078,1,PHOX2A,"[CFEOM2, PMX2A]",paired like homeobox 2A,gene with protein product,11q13.4,The molecular basis of the disorder is known,Unknown,,602753,ENSG00000165462,,O14813,,HGNC:691
GARD:0015342,Orphanet+OMIM,602093,OMIM:602093,1,GUCA1A,"[COD3, CORD14, GCAP, GCAP1, cone dystrophy 3, dJ139D8.6]",guanylate cyclase activator 1A,gene with protein product,6p21.1,The molecular basis of the disorder is known,Unknown,,600364,ENSG00000048545,ligandId:9164,P43080,P43080,HGNC:4678
GARD:0015343,Orphanet+OMIM,602099,OMIM:602099,1,SPG11,"[FLJ21439, spatacsin]","SPG11 vesicle trafficking associated, spatacsin",gene with protein product,15q21.1,The molecular basis of the disorder is known,Unknown,,610844,ENSG00000104133,,Q96JI7,,HGNC:11226
GARD:0015346,Orphanet+OMIM,602483,OMIM:602483,1,GNAI3,"[87U6, Guanine nucleotide-binding protein G(k) subunit alpha]",G protein subunit alpha i3,gene with protein product,1p13.3,The molecular basis of the disorder is known,Unknown,,139370,ENSG00000065135,,P08754,P08754,HGNC:4387
GARD:0015348,Orphanet+OMIM,602522,OMIM:602522,1,BSND,[BART],barttin CLCNK type accessory subunit beta,gene with protein product,1p32.3,The molecular basis of the disorder is known,Unknown,,606412,ENSG00000162399,,Q8WZ55,Q8WZ55,HGNC:16512
GARD:0015349,Orphanet+OMIM,602540,OMIM:602540,1,GJB2,"[CX26, NSRD1, connexin 26]",gap junction protein beta 2,gene with protein product,13q12.11,The molecular basis of the disorder is known,Unknown,,121011,ENSG00000165474,objectId:716,P29033,P29033,HGNC:4284
GARD:0015350,Orphanet+OMIM,602722,OMIM:602722,1,ATP6V0A4,"[RDRTA2, RTADR, Stv1, V-ATPase subunit a4, VPP2, Vph1, a4, vacuolar proton pump subunit 2]",ATPase H+ transporting V0 subunit a4,gene with protein product,7q34,The molecular basis of the disorder is known,Unknown,,605239,ENSG00000105929,objectId:826,Q9HBG4,Q9HBG4,HGNC:866
GARD:0015351,Orphanet+OMIM,602759,OMIM:602759,1,PCAP,,Predisposing for prostate cancer,unknown,1q42.2-q43,The disease phenotype itself was mapped,Unknown,,602759,,,,,GeneID:7834
GARD:0015352,Orphanet+OMIM,603204,OMIM:603204,1,ENFL2,,"Epilepsy, nocturnal frontal lobe, type 2",unknown,15q24,The disease phenotype itself was mapped,Unknown,,603204,,,,,GeneID:50971
GARD:0015353,Orphanet+OMIM,603278,OMIM:603278,1,ACTN4,,actinin alpha 4,gene with protein product,19q13.2,The molecular basis of the disorder is known,Unknown,,604638,ENSG00000130402,,O43707,O43707,HGNC:166
GARD:0015354,Orphanet+OMIM,603386,OMIM:603386,1,TCO,,"Thyroid carcinoma, nonmedullary, with cell oxyphilia",unknown,19p13.2,The disease phenotype itself was mapped,Unknown,,603386,,,,,GeneID:50975
GARD:0015355,Orphanet+OMIM,603467,OMIM:603467,1,FANCF,[FAF],FA complementation group F,gene with protein product,11p14.3,The molecular basis of the disorder is known,Unknown,,613897,ENSG00000183161,,Q9NPI8,Q9NPI8,HGNC:3587
GARD:0015356,Orphanet+OMIM,603649,OMIM:603649,1,RIMS1,"[KIAA0340, RIM, RIM1, Rab3-interacting molecule]",regulating synaptic membrane exocytosis 1,gene with protein product,6q13,The molecular basis of the disorder is known,Unknown,,606629,ENSG00000079841,,Q86UR5,Q86UR5,HGNC:17282
GARD:0015357,Orphanet+OMIM,603688,OMIM:603688,1,EPHB2,"[Hek5, Tyro5]",EPH receptor B2,gene with protein product,1p36.12,The molecular basis of the disorder is known,Unknown,,600997,ENSG00000133216,objectId:1831,P29323,P29323,HGNC:3393
GARD:0015359,Orphanet+OMIM,603786,OMIM:603786,1,PROM1,"[AC133, CD133, CORD12, RP41]",prominin 1,gene with protein product,4p15.32,The molecular basis of the disorder is known,Unknown,,604365,ENSG00000007062,,O43490,,HGNC:9454
