DiseaseID,DiseaseName,References,SummaryText,Source,SummaryTextNew
GARD:0001883,Dissecting cellulitis of the scalp,[5929],"DiseaseName is a rare and severe form of scalp folliculitis. It is sometimes associated with acne conglobata, hidradenitis suppurativa and spinal arthritis. Signs and symptoms of this condition include lardge nodules and cysts as well as smaller follicular papules. Hair loss occurs over the affected region and permanent scarring and bald patches appear.",GARD,"Dissecting cellulitis of the scalp is a rare and severe form of scalp folliculitis. It is sometimes associated with acne conglobata, hidradenitis suppurativa and spinal arthritis. Signs and symptoms of this condition include lardge nodules and cysts as well as smaller follicular papules. Hair loss occurs over the affected region and permanent scarring and bald patches appear."
GARD:0001894,DK phocomelia syndrome,[4909],"DiseaseName is a very rare disorder characterized by shortened or absent arms (phocomelia), sac-like protrusions of the brain and the membranes that cover it through openings in the skull (encephalocele), variable brain abnormalities, urogenital abnormalities, and abnormally low platelets (thrombocytopenia). Intellectual development is usually normal. As of May 2010, less than 15 cases have been reported. The exact cause of this condition is unknown; but autosomal recessive inheritance has been suggested.",GARD,"DK phocomelia syndrome is a very rare disorder characterized by shortened or absent arms (phocomelia), sac-like protrusions of the brain and the membranes that cover it through openings in the skull (encephalocele), variable brain abnormalities, urogenital abnormalities, and abnormally low platelets (thrombocytopenia). Intellectual development is usually normal. As of May 2010, less than 15 cases have been reported. The exact cause of this condition is unknown; but autosomal recessive inheritance has been suggested."
GARD:0001899,Donnai-Barrow syndrome,[7829],"Donnai Barrow syndrome is an inherited disorder that affects many parts of the body. People with this condition generally have characteristic facial features, severe sensorineural hearing loss, vision problems and an absent or underdeveloped corpus callosum (the tissue connecting the left and right halves of the brain). Other features may include diaphragmatic hernia, omphalocele, and/or other abnormalities of the intestine or heart. Affected people often have mild to moderate intellectual disability and developmental delay. Donnai Barrow syndrome is caused by changes in the LRP2 gene and is inherited in an autosomal recessive manner.",GARD,"Donnai Barrow syndrome is an inherited disorder that affects many parts of the body. People with this condition generally have characteristic facial features, severe sensorineural hearing loss, vision problems and an absent or underdeveloped corpus callosum (the tissue connecting the left and right halves of the brain). Other features may include diaphragmatic hernia, omphalocele, and/or other abnormalities of the intestine or heart. Affected people often have mild to moderate intellectual disability and developmental delay. Donnai Barrow syndrome is caused by changes in the LRP2 gene and is inherited in an autosomal recessive manner."
GARD:0001902,Tyrosine hydroxylase deficiency,"[8289,8290,8291]","Tyrosine hydroxylase (TH) deficiency is a rare inherited condition that affects the nervous system. There are three different forms of the condition that vary in severity. The two severe forms, which are called infantile parkinsonism and progressive infantile encephalopathy, often begin shortly after birth or during early infancy. Although there is some overlap of features among the three forms, each is associated with unique signs and symptoms. TH deficiency is caused by changes in the TH gene and is inherited in an autosomal recessive manner.",GARD,"Tyrosine hydroxylase (TH) deficiency is a rare inherited condition that affects the nervous system. There are three different forms of the condition that vary in severity. The two severe forms, which are called infantile parkinsonism and progressive infantile encephalopathy, often begin shortly after birth or during early infancy. Although there is some overlap of features among the three forms, each is associated with unique signs and symptoms. TH deficiency is caused by changes in the TH gene and is inherited in an autosomal recessive manner."
GARD:0001903,Dopamine beta hydroxylase deficiency,"[11877,11878]","DiseaseName is a disease which affects the body's ability to regulate blood pressure and body temperature. Symptoms typically begin in late childhood and include vomiting, dehydration, low blood pressure, especially upon standing (orthostatic hypotension), and low blood sugar levels (hypoglycemia). Low blood pressure can also cause dizziness, blurred vision, and difficulty exercising. Other symptoms may include drooping eyelids (ptosis), nasal congestion, muscle pain, and weakness. DiseaseName is caused by genetic change in the DBH gene and is inherited in an autosomal recessive manner. Diagnosis is based on blood tests showing high dopamine levels and low norepinephrine levels. ",GARD,"Dopamine beta hydroxylase deficiency is a disease which affects the body's ability to regulate blood pressure and body temperature. Symptoms typically begin in late childhood and include vomiting, dehydration, low blood pressure, especially upon standing (orthostatic hypotension), and low blood sugar levels (hypoglycemia). Low blood pressure can also cause dizziness, blurred vision, and difficulty exercising. Other symptoms may include drooping eyelids (ptosis), nasal congestion, muscle pain, and weakness. Dopamine beta hydroxylase deficiency is caused by genetic change in the DBH gene and is inherited in an autosomal recessive manner. Diagnosis is based on blood tests showing high dopamine levels and low norepinephrine levels. "
GARD:0001904,Subcortical band heterotopia,"[1471,1474,1475]","DiseaseName, also known as double cortex syndrome, is a condition of abnormal brain development that is present from birth. This condition which primarily affects females, occurs when neurons migrate to an area of the brain where they are not supposed to be (heterotopia), and form abnormal areas that appear as band-like clusters of white tissue underneath the gray tissue of the cerebral cortex (subcortical), creating the appearance of a double cortex. Symptoms associated with DiseaseName vary from severe intellectual disability and epilepsy to normal intelligence with mild or no epilepsy. DiseaseName is most often caused by genetic changes in the DCX gene. The condition is inherited in an X-linked dominant pattern. Some cases may be caused by a small deletion on chromosome 17 involving the LIS1 gene.",GARD,"Subcortical band heterotopia, also known as double cortex syndrome, is a condition of abnormal brain development that is present from birth. This condition which primarily affects females, occurs when neurons migrate to an area of the brain where they are not supposed to be (heterotopia), and form abnormal areas that appear as band-like clusters of white tissue underneath the gray tissue of the cerebral cortex (subcortical), creating the appearance of a double cortex. Symptoms associated with Subcortical band heterotopia vary from severe intellectual disability and epilepsy to normal intelligence with mild or no epilepsy. Subcortical band heterotopia is most often caused by genetic changes in the DCX gene. The condition is inherited in an X-linked dominant pattern. Some cases may be caused by a small deletion on chromosome 17 involving the LIS1 gene."
GARD:0001912,Doyne honeycomb retinal dystrophy,"[4956,4957,4958]","DiseaseName (DHRD) is a condition that affects the eyes and causes vision loss. It is characterized by small, round, white spots known as drusen that accumulate beneath the retinal pigment epithelium (the pigmented layer of the retina). Over time, drusen may grow and come together, creating a honeycomb pattern. The degree of vision loss also varies. DHRD is usually caused by genetic changes in the EFEMP1 gene and is inherited in an autosomal dominant manner.",GARD,"Doyne honeycomb retinal dystrophy (DHRD) is a condition that affects the eyes and causes vision loss. It is characterized by small, round, white spots known as drusen that accumulate beneath the retinal pigment epithelium (the pigmented layer of the retina). Over time, drusen may grow and come together, creating a honeycomb pattern. The degree of vision loss also varies. DHRD is usually caused by genetic changes in the EFEMP1 gene and is inherited in an autosomal dominant manner."
GARD:0001917,Dermatitis herpetiformis ,"[3433,7819]","DiseaseNameis a rare, chronic, skin disorder characterized by groups of severely itchy blisters and raised skin lesions. These are more common on the knees, elbows, buttocks and shoulder blades. Other symptoms may include fluid-filled sores; red lesions that resemble hives; and itchiness, redness and burning. The exact cause of this disease is not known, but it is frequently associated with the inability to digest gluten.",GARD,"Dermatitis herpetiformis is a rare, chronic, skin disorder characterized by groups of severely itchy blisters and raised skin lesions. These are more common on the knees, elbows, buttocks and shoulder blades. Other symptoms may include fluid-filled sores; red lesions that resemble hives; and itchiness, redness and burning. The exact cause of this disease is not known, but it is frequently associated with the inability to digest gluten."
GARD:0001926,Chromosome 12q duplication,"[10246,10247]","DiseaseName is a chromosome abnormality that occurs when there is an extra copy of genetic material on the long arm (q) of chromosome 12. The severity of the condition and the signs and symptoms depend on the size and location of the duplication and which genes are involved. Features that often occur in people with DiseaseName include developmental delay, intellectual disability, behavioral problems, growth delay, and distinctive facial features. Most cases are not inherited, but people can pass the duplication on to their children.",GARD,"Chromosome 12q duplication is a chromosome abnormality that occurs when there is an extra copy of genetic material on the long arm (q) of chromosome 12. The severity of the condition and the signs and symptoms depend on the size and location of the duplication and which genes are involved. Features that often occur in people with Chromosome 12q duplication include developmental delay, intellectual disability, behavioral problems, growth delay, and distinctive facial features. Most cases are not inherited, but people can pass the duplication on to their children."
GARD:0001929,Chromosome 13q duplication,"[10967,10968]","DiseaseName is a chromosome abnormality that occurs when there is an extra (duplicated) copy of genetic material on the long arm (q) of chromosome 13. The severity of the condition and the signs and symptoms depend on the size and location of the duplication and which genes are involved. Features that often occur in people with DiseaseName include developmental delay, intellectual disability, behavioral problems and distinctive facial features. Chromosome testing of both parents can provide more information on whether or not the duplication was inherited. In most cases, parents do not have any chromosomal anomaly. However, sometimes one parent is found to have a balanced translocation, where a piece of a chromosome has broken off and attached to another one with no gain or loss of genetic material. The balanced translocation normally does not cause any signs or symptoms, but it increases the risk for having an affected child with a chromosomal anomaly like a duplication.",GARD,"Chromosome 13q duplication is a chromosome abnormality that occurs when there is an extra (duplicated) copy of genetic material on the long arm (q) of chromosome 13. The severity of the condition and the signs and symptoms depend on the size and location of the duplication and which genes are involved. Features that often occur in people with Chromosome 13q duplication include developmental delay, intellectual disability, behavioral problems and distinctive facial features. Chromosome testing of both parents can provide more information on whether or not the duplication was inherited. In most cases, parents do not have any chromosomal anomaly. However, sometimes one parent is found to have a balanced translocation, where a piece of a chromosome has broken off and attached to another one with no gain or loss of genetic material. The balanced translocation normally does not cause any signs or symptoms, but it increases the risk for having an affected child with a chromosomal anomaly like a duplication."
GARD:0001975,Duplication of urethra,"[3903,3904]","DiseaseName is a very rare condition where there is an extra urethra, instead of the normal one. Urethral duplications can be classified into three types: incomplete urethral duplication (type 1), complete urethral duplication (type 2), and urethral duplication as a result of two bladdersThe urethra is the tube that connects the urinary bladder to the genitals for the removal of fluids from the body. In men, the urethra is a long tube that runs through the penis. In women, the urethra is shorter and emerges above the vaginal opening.",GARD,"Duplication of urethra is a very rare condition where there is an extra urethra, instead of the normal one. Urethral duplications can be classified into three types: incomplete urethral duplication (type 1), complete urethral duplication (type 2), and urethral duplication as a result of two bladdersThe urethra is the tube that connects the urinary bladder to the genitals for the removal of fluids from the body. In men, the urethra is a long tube that runs through the penis. In women, the urethra is shorter and emerges above the vaginal opening."
GARD:0001988,Dwarfism,"[3497,3498,3499,3500]","DiseaseName is a condition that is characterized by short stature, usually resulting in an adult height of 4'10"" or shorter. DiseaseName can and most often does occur in families where both parents are of average height. It can be caused by any one of more than 300 conditions, most of which are genetic. The most common type, accounting for 70% of all cases of short stature, is called achondroplasia. Other genetic conditions, kidney disease and problems with metabolism or hormones can also cause short stature. DiseaseName itself is not a disease; however, there is a greater risk of some health problems.",GARD,"Dwarfism is a condition that is characterized by short stature, usually resulting in an adult height of 4'10"" or shorter. Dwarfism can and most often does occur in families where both parents are of average height. It can be caused by any one of more than 300 conditions, most of which are genetic. The most common type, accounting for 70% of all cases of short stature, is called achondroplasia. Other genetic conditions, kidney disease and problems with metabolism or hormones can also cause short stature. Dwarfism itself is not a disease; however, there is a greater risk of some health problems."
GARD:0001999,Congenital dyserythropoietic anemia,"[5243,13088]","DiseaseName is a hereditary disease that affects the production of red blood cells (erythropoiesis) and is characterized by anemia and problems in various organs. The signs and symptoms may include fatigue, weakness, pale skin, yellowing of the skin and eyes (jaundice), larger-than-normal liver and spleen (hepatosplenomegaly), and problems of the heart. There are four major types of the condition. Each type has a different cause and the additional signs and symptoms mentioned below: Type 1: Characterized by moderate to severe anemia; jaundice; hepatosplenomegaly; and iron overload, which can lead to heart problems, liver disease (cirrhosis), and diabetes. Some people are born with skeletal defects of the fingers and/or toes. In some cases, the disease can be detected before birth as a hydrops fetalis. It is usually caused by changes in the CDAN1 and C15orf41(less frequently) genes. Type 2: Characterized by hepatosplenomegaly, gallbladder stones, and a milder form of anemia. It is caused by genetic changes in the SEC23B gene    Type 3: The rarest form of the types. The liver is unaffected, but eye and blood problems (monoclonal gammopathy) are present. The exact cause of this type is currently unknown but it likely results from genetic changes in a gene located on the long arm of chromosome 15 at a position designated 15q22. Type 4: Characterized by very severe anemia. It is caused by genetic changes in the KLF1 gene. Types 1 and 2 are inherited in an autosomal recessive manner. Type 3 appears to be inherited in an autosomal dominant manner. Type 4 is inherited in an autosomal dominant manner.",GARD,"Congenital dyserythropoietic anemia is a hereditary disease that affects the production of red blood cells (erythropoiesis) and is characterized by anemia and problems in various organs. The signs and symptoms may include fatigue, weakness, pale skin, yellowing of the skin and eyes (jaundice), larger-than-normal liver and spleen (hepatosplenomegaly), and problems of the heart. There are four major types of the condition. Each type has a different cause and the additional signs and symptoms mentioned below: Type 1: Characterized by moderate to severe anemia; jaundice; hepatosplenomegaly; and iron overload, which can lead to heart problems, liver disease (cirrhosis), and diabetes. Some people are born with skeletal defects of the fingers and/or toes. In some cases, the disease can be detected before birth as a hydrops fetalis. It is usually caused by changes in the CDAN1 and C15orf41(less frequently) genes. Type 2: Characterized by hepatosplenomegaly, gallbladder stones, and a milder form of anemia. It is caused by genetic changes in the SEC23B gene    Type 3: The rarest form of the types. The liver is unaffected, but eye and blood problems (monoclonal gammopathy) are present. The exact cause of this type is currently unknown but it likely results from genetic changes in a gene located on the long arm of chromosome 15 at a position designated 15q22. Type 4: Characterized by very severe anemia. It is caused by genetic changes in the KLF1 gene. Types 1 and 2 are inherited in an autosomal recessive manner. Type 3 appears to be inherited in an autosomal dominant manner. Type 4 is inherited in an autosomal dominant manner."
GARD:0002000,Congenital dyserythropoietic anemia type 1,"[5243,7606,7608]","Congenital dyserythropoietic anemia (CDA) type 1 is an inherited blood disorder characterized by moderate to severe anemia. It is usually diagnosed in childhood or adolescence, although in some cases, the condition can be detected before birth. Many affected individuals have yellowing of the skin and eyes (jaundice) and an enlarged liver and spleen (hepatosplenomegaly). This condition also causes the body to absorb too much iron, which builds up and can damage tissues and organs. In particular, iron overload can lead to an abnormal heart rhythm (arrhythmia), congestive heart failure, diabetes, and chronic liver disease (cirrhosis). Rarely, people with CDA type I are born with skeletal abnormalities, most often involving the fingers and/or toes. CDA type I usually results from genetic changes in the CDAN1 (about 90% of the cases) and C150RF41 genes (about 1% of the cases). In about 9% of the cases no cause can be identified. It is inherited in an autosomal recessive pattern.",GARD,"Congenital dyserythropoietic anemia (CDA) type 1 is an inherited blood disorder characterized by moderate to severe anemia. It is usually diagnosed in childhood or adolescence, although in some cases, the condition can be detected before birth. Many affected individuals have yellowing of the skin and eyes (jaundice) and an enlarged liver and spleen (hepatosplenomegaly). This condition also causes the body to absorb too much iron, which builds up and can damage tissues and organs. In particular, iron overload can lead to an abnormal heart rhythm (arrhythmia), congestive heart failure, diabetes, and chronic liver disease (cirrhosis). Rarely, people with CDA type I are born with skeletal abnormalities, most often involving the fingers and/or toes. CDA type I usually results from genetic changes in the CDAN1 (about 90% of the cases) and C150RF41 genes (about 1% of the cases). In about 9% of the cases no cause can be identified. It is inherited in an autosomal recessive pattern."
GARD:0002001,Congenital dyserythropoietic anemia type 2,"[5243,7182]","DiseaseName (CDA II) is an inherited blood disorder characterized by mild to severe anemia. It is usually diagnosed in adolescence or early adulthood. Many affected individuals have yellowing of the skin and eyes (jaundice) and an enlarged liver and spleen (hepatosplenomegaly) and gallstones. This condition also causes the body to absorb too much iron, which builds up and can damage tissues and organs. In particular, iron overload can lead to an abnormal heart rhythm (arrhythmia), congestive heart failure, diabetes, and chronic liver disease (cirrhosis). Rarely, people with CDA type II have mediastinal tumors. CDA type II usually results from genetic changes in the SEC23B gene. It is inherited in an autosomal recessive pattern.",GARD,"Congenital dyserythropoietic anemia type 2 (CDA II) is an inherited blood disorder characterized by mild to severe anemia. It is usually diagnosed in adolescence or early adulthood. Many affected individuals have yellowing of the skin and eyes (jaundice) and an enlarged liver and spleen (hepatosplenomegaly) and gallstones. This condition also causes the body to absorb too much iron, which builds up and can damage tissues and organs. In particular, iron overload can lead to an abnormal heart rhythm (arrhythmia), congestive heart failure, diabetes, and chronic liver disease (cirrhosis). Rarely, people with CDA type II have mediastinal tumors. CDA type II usually results from genetic changes in the SEC23B gene. It is inherited in an autosomal recessive pattern."
GARD:0002003,Dysferlinopathy,"[187,3235,14760]","The diseases in the group are: All dysferlinopathies are caused by pathogenic variations in the DYSF gene which result in a deficiency of the protein dysferlin (hence, the name), important for the efficient repair of muscle fibers. Inheritance is autosomal recessive.",GARD,"The diseases in the group are: All dysferlinopathies are caused by pathogenic variations in the DYSF gene which result in a deficiency of the protein dysferlin (hence, the name), important for the efficient repair of muscle fibers. Inheritance is autosomal recessive."
GARD:0002004,Dysfibrinogenemia,"[1844,11855,11856,11857]","DiseaseName is a coagulation (clotting) disorder characterized by having an abnormal form of fibrinogen. Fibrinogen is a protein produced by the liver which helps control bleeding by helping blood clots to form. Having abnormal fibrinogen results in defective clot formation and can cause an increased or decreased ability to clot. DiseaseNames may be inherited (congenital) or acquired. Congenital DiseaseName is rare. About 40% of people with this form have no symptoms. About 50% have a bleeding disorder, and the remaining 10% have either a thrombotic disorder (excessive clotting) or both bleeding and thrombotic disorders. Congenital DiseaseNames may be caused by genetic changes in the FGA, FGB or FGG genes. Inheritance is most often autosomal dominant or codominant, but can also be autosomal recessive. Whether a person has no symptoms, a bleeding tendency, or an increased risk of thrombosis depends on the effect of their specific genetic change(s). Acquired DiseaseName is more common than the congenital form and is associated with liver disease such as cirrhosis, liver tumors, or hepatitis.",GARD,"Dysfibrinogenemia is a coagulation (clotting) disorder characterized by having an abnormal form of fibrinogen. Fibrinogen is a protein produced by the liver which helps control bleeding by helping blood clots to form. Having abnormal fibrinogen results in defective clot formation and can cause an increased or decreased ability to clot. Dysfibrinogenemias may be inherited (congenital) or acquired. Congenital Dysfibrinogenemia is rare. About 40% of people with this form have no symptoms. About 50% have a bleeding disorder, and the remaining 10% have either a thrombotic disorder (excessive clotting) or both bleeding and thrombotic disorders. Congenital Dysfibrinogenemias may be caused by genetic changes in the FGA, FGB or FGG genes. Inheritance is most often autosomal dominant or codominant, but can also be autosomal recessive. Whether a person has no symptoms, a bleeding tendency, or an increased risk of thrombosis depends on the effect of their specific genetic change(s). Acquired Dysfibrinogenemia is more common than the congenital form and is associated with liver disease such as cirrhosis, liver tumors, or hepatitis."
GARD:0002019,Dysplasia epiphysealis hemimelica,"[3437,3438,3439,3440,3441]","DiseaseName (DEH), or Trevor's disease, is a rare condition that most commonly affects the epiphysis (the end) of long bones in children. The cause of DiseaseName is not known.",GARD,"Dysplasia epiphysealis hemimelica (DEH), or Trevor's disease, is a rare condition that most commonly affects the epiphysis (the end) of long bones in children. The cause of Dysplasia epiphysealis hemimelica is not known."
GARD:0002027,DYT-TOR1A,"[12481,12482,12483]","This is the most common hereditary form of dystonia. Symptoms start in one part of the body (usually an arm, foot, or leg) and are usually first apparent with actions such as writing or walking. With time, the contractions may spread to other parts of the body, causing the muscles to twist the body into unnatural positions. Symptoms can vary greatly, even among members of the same family. For some, the disorder can cause significant disability, while others may experiences only isolated writer's cramp. It is thought that only 30% of individuals who inherit the genetic change will develop DYT1 dystonia. This is known as reduced penetrance .",GARD,"This is the most common hereditary form of dystonia. Symptoms start in one part of the body (usually an arm, foot, or leg) and are usually first apparent with actions such as writing or walking. With time, the contractions may spread to other parts of the body, causing the muscles to twist the body into unnatural positions. Symptoms can vary greatly, even among members of the same family. For some, the disorder can cause significant disability, while others may experiences only isolated writer's cramp. It is thought that only 30% of individuals who inherit the genetic change will develop DYT1 dystonia. This is known as reduced penetrance ."
GARD:0002033,Meier-Gorlin syndrome,"[2179,15150,15151,15249]","DiseaseName (MGS) is a very rare inherited condition characterized by very small ears and ear canals, short stature, and absent or very small kneecaps (patellae). Other signs and symptoms can include hearing loss, feeding problems, respiratory tract abnormalities, small chin, and small head size. People with MGS may also have characteristic facial features including a small mouth, full lips and a narrow nose. Females with MGS may have underdeveloped breasts. Most people with this syndrome have normal intelligence. There are many forms of MGS and it can be caused by genetic changes in any of eight different genes: ORC1, ORC4, ORC6, CDT1, CDC6, CDC45L, MCM5 and GMNN. Most forms of MGS are inherited in an autosomal recessive pattern. The form caused by the GMNN gene is inherited in an autosomal dominant pattern. MGS is diagnosed based on the clinical signs and symptoms. Genetic testing can aid in the diagnosis. ",GARD,"Meier-Gorlin syndrome (MGS) is a very rare inherited condition characterized by very small ears and ear canals, short stature, and absent or very small kneecaps (patellae). Other signs and symptoms can include hearing loss, feeding problems, respiratory tract abnormalities, small chin, and small head size. People with MGS may also have characteristic facial features including a small mouth, full lips and a narrow nose. Females with MGS may have underdeveloped breasts. Most people with this syndrome have normal intelligence. There are many forms of MGS and it can be caused by genetic changes in any of eight different genes: ORC1, ORC4, ORC6, CDT1, CDC6, CDC45L, MCM5 and GMNN. Most forms of MGS are inherited in an autosomal recessive pattern. The form caused by the GMNN gene is inherited in an autosomal dominant pattern. MGS is diagnosed based on the clinical signs and symptoms. Genetic testing can aid in the diagnosis. "
GARD:0002049,Hypohidrotic ectodermal dysplasia with hypothyroidism and ciliary dyskinesia,[5117],DiseaseName is a rare condition characterized by alopecia (hair loss); nail dystrophy (abnormal development of the nails); ophthalmic (eye-related) complications; thyroid dysfunction (primary hypothyroidism); hypohidrosis; ephelides (freckles); enteropathy (disease of the intestine); and respiratory tract infections due to ciliary dyskinesia. These features have lead to the acronym ANOTHER syndrome as an alternative name for the condition. The gene that causes the condition is currently unknown but it is thought to be inherited in an autosomal recessive manner.,GARD,Hypohidrotic ectodermal dysplasia with hypothyroidism and ciliary dyskinesia is a rare condition characterized by alopecia (hair loss); nail dystrophy (abnormal development of the nails); ophthalmic (eye-related) complications; thyroid dysfunction (primary hypothyroidism); hypohidrosis; ephelides (freckles); enteropathy (disease of the intestine); and respiratory tract infections due to ciliary dyskinesia. These features have lead to the acronym ANOTHER syndrome as an alternative name for the condition. The gene that causes the condition is currently unknown but it is thought to be inherited in an autosomal recessive manner.
GARD:0002056,Clouston syndrome,"[10186,10187]","DiseaseName is a form of ectodermal dysplasia that is characterized by abnormalities of the skin, hair and nails. Early signs and symptoms generally begin in infancy and may include nail abnormalities and sparse scalp hair that is wiry, brittle, patchy and pale. Progressive hair loss may lead to total alopecia by puberty. Affected people may also have palmoplantar hyperkeratosis (thick skin on the palms of the hands and soles of the feet), hyperpigmentation of skin (especially over joints) and/or clubbing of the fingers. DiseaseName is caused by changes in the GJB6 gene and is inherited in an autosomal dominant manner.",GARD,"Clouston syndrome is a form of ectodermal dysplasia that is characterized by abnormalities of the skin, hair and nails. Early signs and symptoms generally begin in infancy and may include nail abnormalities and sparse scalp hair that is wiry, brittle, patchy and pale. Progressive hair loss may lead to total alopecia by puberty. Affected people may also have palmoplantar hyperkeratosis (thick skin on the palms of the hands and soles of the feet), hyperpigmentation of skin (especially over joints) and/or clubbing of the fingers. Clouston syndrome is caused by changes in the GJB6 gene and is inherited in an autosomal dominant manner."
GARD:0002076,EEC syndrome,"[5162,5163,11198]","DiseaseName (Ectrodactyly-Ectodermal Dysplasia-Cleft Lip/Palate) is a rare form of ectodermal dysplasia. The symptoms can vary from mild to severe and most commonly include missing or irregular fingers and/or toes (ectrodactyly or split hand/foot malformation); abnormalities of the hair and glands; cleft lip and/or palate; distinctive facial features; and abnormalities of the eyes and urinary tract. DiseaseName can be divided into two different types defined by the underlying cause. More than 90% of individuals have DiseaseName type 3 (EEC3), caused by genetic changes in the TP63 gene. The of individuals with DiseaseName are thought to have a genetic change in a region on chromosome 7, known as DiseaseName type 1 (EEC1). DiseaseName is inherited in an autosomal dominant manner.",GARD,"EEC syndrome (Ectrodactyly-Ectodermal Dysplasia-Cleft Lip/Palate) is a rare form of ectodermal dysplasia. The symptoms can vary from mild to severe and most commonly include missing or irregular fingers and/or toes (ectrodactyly or split hand/foot malformation); abnormalities of the hair and glands; cleft lip and/or palate; distinctive facial features; and abnormalities of the eyes and urinary tract. EEC syndrome can be divided into two different types defined by the underlying cause. More than 90% of individuals have EEC syndrome type 3 (EEC3), caused by genetic changes in the TP63 gene. The of individuals with EEC syndrome are thought to have a genetic change in a region on chromosome 7, known as EEC syndrome type 1 (EEC1). EEC syndrome is inherited in an autosomal dominant manner."
GARD:0002081,Hypermobile Ehlers-Danlos syndrome,"[563,8507,8955]","DiseaseName is an inherited connective tissue disorder that is caused by defects in a protein called collagen. It is generally considered the least severe form of Ehlers-Danlos syndrome (EDS) although significant complications can occur. Common symptoms include joint hypermobility, affecting both large (elbows, knees) and small (fingers, toes) joints; soft, smooth skin that may be slightly elastic (stretchy) and bruises easily; and chronic musculoskeletal (muscle and bone) pain. While hypermobile EDS is regarded as a genetic condition, the genetic cause is unknown as the gene(s) responsible have not been identified. Inheritance is autosomal dominant.",GARD,"Hypermobile Ehlers-Danlos syndrome is an inherited connective tissue disorder that is caused by defects in a protein called collagen. It is generally considered the least severe form of Ehlers-Danlos syndrome (EDS) although significant complications can occur. Common symptoms include joint hypermobility, affecting both large (elbows, knees) and small (fingers, toes) joints; soft, smooth skin that may be slightly elastic (stretchy) and bruises easily; and chronic musculoskeletal (muscle and bone) pain. While hypermobile EDS is regarded as a genetic condition, the genetic cause is unknown as the gene(s) responsible have not been identified. Inheritance is autosomal dominant."
GARD:0002082,Vascular Ehlers-Danlos syndrome,"[8950,8955,8974,13312]","DiseaseName is an inherited connective tissue disorder that is caused by defects in a protein called collagen. It is generally considered the most severe form of Ehlers-Danlos syndrome (EDS). Common symptoms include thin, translucent skin; easy bruising; characteristic facial appearance; and fragile arteries, muscles and internal organs. Vascular EDS is usually caused by a change in the COL3A1 gene. Rarely, it may be caused by a genetic change in the COL1A1 gene. Inheritance is autosomal dominant.",GARD,"Vascular Ehlers-Danlos syndrome is an inherited connective tissue disorder that is caused by defects in a protein called collagen. It is generally considered the most severe form of Ehlers-Danlos syndrome (EDS). Common symptoms include thin, translucent skin; easy bruising; characteristic facial appearance; and fragile arteries, muscles and internal organs. Vascular EDS is usually caused by a change in the COL3A1 gene. Rarely, it may be caused by a genetic change in the COL1A1 gene. Inheritance is autosomal dominant."
GARD:0002083,Kyphoscoliotic Ehlers-Danlos syndrome,"[5984,8950,8955,13312]",DiseaseName is an inherited connective tissue disorder that is caused by defects in a protein called collagen. Common signs and symptoms include hyperextensible skin that is fragile and bruises easily; joint hypermobility; severe hypotonia at birth; progressive kyphoscoliosis (kyphosis and scoliosis); and fragility of the sclera. kyphoscoliosis EDS is caused by changes in the PLOD1 gene or the FKBP14 gene and it is inherited in an autosomal recessive manner.,GARD,Kyphoscoliotic Ehlers-Danlos syndrome is an inherited connective tissue disorder that is caused by defects in a protein called collagen. Common signs and symptoms include hyperextensible skin that is fragile and bruises easily; joint hypermobility; severe hypotonia at birth; progressive kyphoscoliosis (kyphosis and scoliosis); and fragility of the sclera. kyphoscoliosis EDS is caused by changes in the PLOD1 gene or the FKBP14 gene and it is inherited in an autosomal recessive manner.
GARD:0002084,Arthrochalasia Ehlers-Danlos syndrome,"[8949,8950,8955,9004,13312]","DiseaseName (aEDS) is an inherited connective tissue disorder that is caused by defects in a protein called collagen. Common symptoms include severe joint hypermobility; congenital hip dislocation; fragile, hyperextensible skin; hypotonia; and kyphoscoliosis (kyphosis and scoliosis). EDS, arthrochalasia type is caused by changes in the COL1A1 gene or the COL1A2 gene and is inherited in an autosomal dominant manner.",GARD,"Arthrochalasia Ehlers-Danlos syndrome (aEDS) is an inherited connective tissue disorder that is caused by defects in a protein called collagen. Common symptoms include severe joint hypermobility; congenital hip dislocation; fragile, hyperextensible skin; hypotonia; and kyphoscoliosis (kyphosis and scoliosis). EDS, arthrochalasia type is caused by changes in the COL1A1 gene or the COL1A2 gene and is inherited in an autosomal dominant manner."
GARD:0002088,Classical Ehlers-Danlos syndrome,"[8950,8955,8990,13312]","DiseaseName (EDS) is a genetic connective tissue disorder that is caused by defects in a protein called collagen. Common symptoms include skin hyperextensibility, abnormal wound healing, and joint hypermobility. More than 90% of people with classical EDS have genetic changes in COL5A1 or COL5A2, two genes which encode type V collagen. In rare cases, genetic changes in the gene encoding type I collagen, COL1A1 gene, may be found. The condition is inherited in an autosomal dominant manner.",GARD,"Classical Ehlers-Danlos syndrome (EDS) is a genetic connective tissue disorder that is caused by defects in a protein called collagen. Common symptoms include skin hyperextensibility, abnormal wound healing, and joint hypermobility. More than 90% of people with classical EDS have genetic changes in COL5A1 or COL5A2, two genes which encode type V collagen. In rare cases, genetic changes in the gene encoding type I collagen, COL1A1 gene, may be found. The condition is inherited in an autosomal dominant manner."
