gard_id,gard_name,disease_name,found_by,all_synonyms,
GARD:0004272,Penis agenesis,penis agenesis,exact_match,"[Penis agenesia,Agenesis of the penis,Micropenis]",
GARD:0004329,PGM1-CDG,pgm1-cdg,exact_match,"[GSD type 14,GSDXIV,Phosphoglucomutase deficiency type 1,Type 14 glycogenosis,Congenital disorder of glycosylation, type It,Glycogen storage disease due to phosphoglucomutase deficiency,CDG syndrome type It,CDG-It,CDG1T,Congenital disorder of glycosylation type 1t,Congenital disorder of glycosylation type It,Phosphoglucomutase-1 deficiency,PGM1-related congenital disorder of glycosylation]",
GARD:0004344,Piebaldism,piebaldism,exact_match,[PBT],
GARD:0004346,Autosomal dominant cerebellar ataxia,autosomal dominant cerebellar ataxia,exact_match,"[ADCA,Pierre Marie cerebellar ataxia (formerly)]",
GARD:0004347,Pierre Robin sequence,pierre robin sequence,exact_match,"[Pierre-Robin syndrome,Glossoptosis, micrognathia, and cleft palate]",
GARD:0004356,Pigment-dispersion syndrome,pigment-dispersion syndrome,exact_match,null,
GARD:0004357,Late-onset retinal degeneration,late-onset retinal degeneration,exact_match,"[Pigmentary retinopathy,Autosomal dominant late-onset retinal degeneration,Retinal degeneration, late-onset, autosomal dominant,LORD]",
GARD:0004372,Pitt-Hopkins syndrome,pitt-hopkins syndrome,exact_match,"[Pitt Hopkins syndrome,Intellectual disability, wide mouth, distinctive facial features, and intermittent hyperventilation followed by apnea]",
GARD:0004380,Type 1 plasminogen deficiency,type 1 plasminogen deficiency,exact_match,[Hypoplasminogenemia],
GARD:0004381,Plasminogen activator inhibitor type 1 deficiency,plasminogen activator inhibitor type 1 deficiency,exact_match,"[Plasminogen activator inhibitor 1 deficiency,PAI-1 deficiency,Hyperfibrinolysis due to PAI1 deficiency,PAI1 deficiency]",
GARD:0004386,Pneumocystosis,pneumocystosis,exact_match,null,
GARD:0004391,Kindler syndrome,kindler syndrome,exact_match,"[Poikiloderma, hereditary acrokeratotic,Bullous acrokeratotic poikiloderma of kindler and weary,Poikiloderma, congenital, with bullae, weary type,Congenital bullous poikiloderma,Poikiloderma of Kindler]",
GARD:0004392,Rothmund-Thomson syndrome,rothmund-thomson syndrome,exact_match,"[Poikiloderma of Rothmund-Thomson,Poikiloderma atrophicans and cataract,Poikiloderma Congenitale,RTS]",
GARD:0004410,Polydactyly,polydactyly,exact_match,"[Extra digits,Supernumerary digits,Polydactylia,Hyperdactyly,Polydactylism,Non-syndromic polydactyly]",
GARD:0004421,Catecholaminergic polymorphic ventricular tachycardia,catecholaminergic polymorphic ventricular tachycardia,exact_match,"[Familial polymorphic ventricular tachycardia,Catecholamine-induced polymorphic ventricular tachycardia,CPVT,Syncopal paroxysmal tachycardia,Polymorphic catecholergic ventricular tachycardia,Stress-induced polymorphic ventricular tachycardia,Bidirectional tachycardia induced by catecholamine,Double tachycardia induced by catecholamines,Malignant paroxysmal ventricular tachycardia,Multifocal ventricular premature beats]",
GARD:0004438,Porokeratosis of Mibelli,porokeratosis of mibelli,exact_match,null,
GARD:0004446,Congenital erythropoietic porphyria,congenital erythropoietic porphyria,exact_match,"[Porphyria, congenital erythropoietic,CEP,GÃ¼nther disease,Uroporphyrinogen III synthase, deficiency of,UROS deficiency,Congenital porphyria]",
GARD:0004454,Post Polio syndrome,post polio syndrome,exact_match,"[Post-poliomyelitic syndrome,Postpoliomyelitis syndrome,Post-polio muscular atrophy,Post-polio sequelae,Polio late effects,Postpolio syndrome]",
GARD:0004457,Posterior uveitis,posterior uveitis,exact_match,null,
GARD:0004459,Potassium aggravated myotonia,potassium aggravated myotonia,exact_match,"[Myotonia fluctuans,Myotonia permanens,Myotonia congenita, atypical,Myotonia congenita, acetazolamide-responsive]",
GARD:0004474,"Precocious puberty, gonadotropin-dependent","precocious puberty, gonadotropin-dependent",exact_match,null,
GARD:0004475,Testotoxicosis,testotoxicosis,exact_match,"[Precocious puberty, male limited,Sexual precocity, familial, gonadotropin-independent,Pubertas Praecox,Familial Testotoxicosis (subtype)]",
GARD:0004480,FMR1-related primary ovarian insufficiency,fmr1-related primary ovarian insufficiency,exact_match,"[Idiopathic familial premature ovarian failure,Familial premature ovarian failure,Premature ovarian failure 1,FMR1-related premature ovarian failure,Fragile X-associated primary ovarian insufficiency]",
GARD:0004484,Primary ciliary dyskinesia,primary ciliary dyskinesia,exact_match,"[Ciliary dyskinesia primary,Polynesian bronchiectasis,Immotile cilia syndrome,ICS]",
GARD:0004503,Chronic progressive external ophthalmoplegia,chronic progressive external ophthalmoplegia,exact_match,"[Progressive external ophthalmoplegia,CPEO]",
GARD:0004507,Progressive supranuclear palsy atypical,progressive supranuclear palsy atypical,exact_match,[Atypical PSP],
GARD:0004508,Prolactinoma,prolactinoma,exact_match,"[Forbes-Albright syndrome (formerly),Prolactin-Producing Pituitary Gland Adenoma,Lactotroph adenoma,Pituitary lactotrophic adenoma,PRL-secreting pituitary adenoma,PRLoma,Prolactin-secreting pituitary adenoma]",
GARD:0004520,Familial prostate cancer,familial prostate cancer,exact_match,"[Hereditary prostate cancer,Prostate cancer, familial,Prostate cancer, hereditary]",
GARD:0004536,Pseudopelade of Brocq,pseudopelade of brocq,exact_match,"[Pseudo pelade of Brocq,Brocq pseudopelade,Pseudo-pelade of Brocq]",
GARD:0004539,D-bifunctional protein deficiency,d-bifunctional protein deficiency,exact_match,"[DBP deficiency,Peroxisomal bifunctional enzyme deficiency,PBFE deficiency,17-BETA-HYDROXYSTEROID DEHYDROGENASE IV DEFICIENCY,Bifunctional enzyme deficiency]",
GARD:0004540,Pseudoachondroplasia,pseudoachondroplasia,exact_match,"[Pseudoachondroplastic dysplasia,PSACH,Pseudoachondroplastic spondyloepiphyseal dysplasia,Pseudoachondroplastic spondyloepiphyseal dysplasia syndrome,Spondyloepiphyseal dysplasia, pseudoachondroplastic]",
GARD:0004543,Pseudoneonatal adrenoleukodystrophy,pseudoneonatal adrenoleukodystrophy,exact_match,"[Peroxisomal Acyl-CoA oxidase deficiency,Straight-chain Acyl-CoA oxidase deficiency,Pseudo-neonatal adrenoleukodystrophy,Pseudoadrenoleukodystrophy]",
GARD:0004561,Idiopathic intracranial hypertension,idiopathic intracranial hypertension,exact_match,"[Intracranial hypertension, idiopathic,Pseudotumor cerebri,IIH]",
GARD:0004569,Pterygium of the conjunctiva and cornea,pterygium of the conjunctiva and cornea,exact_match,null,
GARD:0004588,Pulmonary atresia with ventricular septal defect,pulmonary atresia with ventricular septal defect,exact_match,null,
GARD:0004595,"Pulmonary surfactant protein B, deficiency of","pulmonary surfactant protein b, deficiency of",exact_match,null,
GARD:0004596,Pulmonary valve stenosis,pulmonary valve stenosis,exact_match,"[Valvular pulmonary stenosis,Heart valve pulmonary stenosis,Valvar pulmonary stenosis,Valvate pulmonary stenosis]",
GARD:0004598,Pulmonary vein stenosis,pulmonary vein stenosis,exact_match,[Pulmonary veins stenosis],
GARD:0004599,Pulmonary venous return anomaly,pulmonary venous return anomaly,exact_match,"[Anomalous pulmonary venous return,APVR,Total anomalous pulmonary venous return,TAPVR,TAPVR1,Scimitar anomaly,Scimitar syndrome]",
GARD:0004606,Purine nucleoside phosphorylase deficiency,purine nucleoside phosphorylase deficiency,exact_match,[PNP deficiency],
GARD:0004607,"Thrombotic thrombocytopenic purpura, acquired","thrombotic thrombocytopenic purpura, acquired",exact_match,"[Purpura, thrombotic thrombocytopenic,TTP,Moschowitz syndrome,Idiopathic thrombotic thrombocytopenic purpura]",
GARD:0004612,Pyle disease,pyle disease,exact_match,"[Metaphyseal dysplasia,Pyle's disease,Metaphyseal dysplasia Pyle type]",
GARD:0004614,Pyomyositis,pyomyositis,exact_match,null,
GARD:0004616,Pyridoxine deficiency,pyridoxine deficiency,exact_match,"[Vitamin B6 deficiency,Vitamin deficiency, B6]",
GARD:0004619,Pyropoikilocytosis hereditary,pyropoikilocytosis hereditary,exact_match,[Hereditary Pyropoikilocytosis],
GARD:0004620,Pyruvate decarboxylase deficiency,pyruvate decarboxylase deficiency,exact_match,"[Ataxia, intermittent, with pyruvate dehydrogenase, or decarboxylase, deficiency,Ataxia with lactic acidosis 1]",
GARD:0004647,Complex regional pain syndrome,complex regional pain syndrome,exact_match,"[CRPS,Reflex sympathetic dystrophy]",
GARD:0004648,"Refsum disease, infantile form","refsum disease, infantile form",exact_match,"[Infantile Refsum disease,IRD,Infantile form of phytanic acid storage disease]",
GARD:0004667,Distal renal tubular acidosis,distal renal tubular acidosis,exact_match,null,
GARD:0004668,Autosomal dominant distal renal tubular acidosis,autosomal dominant distal renal tubular acidosis,exact_match,"[RTA, classic type,RTA, gradient type,Renal tubular acidosis 1,RTA, distal type, autosomal dominant,Autosomal dominant SLC4A1-associated distal renal tubular acidosis]",
GARD:0004690,Juvenile retinoschisis,juvenile retinoschisis,exact_match,"[X-linked juvenile retinoschisis,XJR,X-linked retinoschisis,Retinoschisis X-linked,Retinoschisis juvenile X chromosome-linked]",
GARD:0004695,Revesz syndrome,revesz syndrome,exact_match,[Exudative retinopathy with bone marrow failure],
GARD:0004697,Reynolds syndrome,reynolds syndrome,exact_match,"[Primary biliary cirrhosis, scleroderma, Raynaud disease, and telangiectasia]",
GARD:0004701,Rhabdomyosarcoma alveolar,rhabdomyosarcoma alveolar,exact_match,"[Alveolar rhabdomyosarcoma,ARMS]",
GARD:0004702,Rhabdomyosarcoma embryonal,rhabdomyosarcoma embryonal,exact_match,"[Embryonal rhabdomyosarcoma,ERMS,Botryoid rhabdomyosarcoma (type of ERMS),Spindle cell rhabdomyosarcomas (type of ERMS)]",
GARD:0004723,Rigid spine syndrome,rigid spine syndrome,exact_match,"[RSS,Rigid spine muscular dystrophy-1,RSMD1,Muscular dystrophy, congenital, merosin positive with early spine rigidity,MDRS1,Minicore myopathy, severe classic form,Multicore myopathy, severe classic form,Multiminicore disease, severe classic form,Desmin-related myopathies with Mallory bodies]",
GARD:0004737,Rokitansky sequence,rokitansky sequence,exact_match,null,
GARD:0004741,Roussy Levy syndrome,roussy levy syndrome,exact_match,"[Roussy Levy hereditary areflexic dystasia,Roussy-Levy disease,Hereditary areflexic dystasia,Charcot-Marie-Tooth Disease (Variant),Charcot-Marie-Tooth-Roussy-Levy Disease,Hereditary Motor Sensory Neuropathy I,HMSN I]",
GARD:0004742,Rubella,rubella,exact_match,"[German measles,Three day measles]",
GARD:0004744,Congenital rubella,congenital rubella,exact_match,"[Rubella congenital,Congenital rubella syndrome,CRS]",
GARD:0004766,Childhood-Onset Schizophrenia,childhood-onset schizophrenia,exact_match,[Childhood schizophrenia],
GARD:0004767,Schwannoma,schwannoma,exact_match,"[Neurilemoma,Neurilemmoma,Neurolemmoma,Peripheral fibroblastoma,Benign schwannoma]",
GARD:0004768,Schwannomatosis,schwannomatosis,exact_match,"[Neurilemmomatosis congenital cutaneous,Congenital cutaneous neurilemmomatosis,Neurofibromatosis type 3,NF3]",
GARD:0004769,Ullrich congenital muscular dystrophy,ullrich congenital muscular dystrophy,exact_match,"[Ullrich disease,Ullrich scleroatonic muscular dystrophy,UCMD,Late onset scleroatonic familial myopathy (subtype),Scleroatonic muscular dystrophy]",
GARD:0004771,Sclerosteosis,sclerosteosis,exact_match,"[SOST,Cortical hyperostosis with syndactyly]",
GARD:0004777,Scott syndrome,scott syndrome,exact_match,[Platelet factor X receptor deficiency],
GARD:0004792,Testicular seminoma,testicular seminoma,exact_match,"[Testicular seminomatous germ cell tumor,Seminoma of testis,Seminomatous germ cell tumor of testis]",
GARD:0004818,Shigellosis,shigellosis,exact_match,null,
GARD:0004861,Shprintzen-Goldberg craniosynostosis syndrome,shprintzen-goldberg craniosynostosis syndrome,exact_match,"[Craniosynostosis with arachnodactyly and abdominal hernias,Marfanoid disorder with craniosynostosis type 1,Marfanoid craniosynostosis syndrome,Shprintzen-Goldberg syndrome,Marfanoid-craniosynostosis syndrome,Shprintzen-Goldberg marfanoid syndrome]",
GARD:0004863,Shwachman-Diamond syndrome,shwachman-diamond syndrome,exact_match,"[SDS,Pancreatic insufficiency and bone marrow dysfunction,Shwachman-Bodian syndrome,Lipomatosis of pancreas, congenital,Congenital lipomatosis of pancreas]",
GARD:0004870,Russell-Silver syndrome,russell-silver syndrome,exact_match,"[Silver-Russell syndrome,Silver-Russell dwarfism,Russell Silver syndrome,Silver Russell syndrome]",
GARD:0004878,Single ventricular heart,single ventricular heart,exact_match,[Single ventricle],
GARD:0004881,Multiple endocrine neoplasia type 2A,multiple endocrine neoplasia type 2a,exact_match,"[Sipple syndrome,MEN 2A,MEN-2A syndrome,Pheochromocytoma and amyloid producing medullary thyroid carcinoma,PTC syndrome]",
GARD:0004883,Situs inversus,situs inversus,exact_match,"[Situs inversus viscerum,SIV]",
GARD:0004898,Soft tissue sarcoma,soft tissue sarcoma,exact_match,"[Connective Tissue Sarcoma,Non-Rhabdomyosarcoma soft tissue sarcoma]",
GARD:0004900,Somatostatinoma,somatostatinoma,exact_match,"[Ampullary somatostatinoma,Somatomedin-secreting carcinoid,Carcinoid somatostatinoma,Malignant islet cell tumor,Somatostatin-secreting pancreatic neoplasm]",
GARD:0004908,Congenital torticollis,congenital torticollis,exact_match,"[Congenital muscular torticollis,Torticollis, congenital]",
GARD:0004910,Spastic ataxia Charlevoix-Saguenay type,spastic ataxia charlevoix-saguenay type,exact_match,"[SACS,Charlevoix-Saguenay spastic ataxia,Autosomal recessive spastic ataxia of Charlevoix-Saguenay,ARSACS,Spastic ataxia of Charlevoix-Saguenay]",
GARD:0004912,Spastic paraparesis,spastic paraparesis,exact_match,null,
GARD:0004914,Infantile-onset ascending hereditary spastic paralysis,infantile-onset ascending hereditary spastic paralysis,exact_match,"[IAHSP,Spastic paralysis, infantile onset ascending]",
GARD:0004919,Spastic paraplegia 11,spastic paraplegia 11,exact_match,"[SPG11,Hereditary spastic paraplegia mental impairment and thin corpus callosum,Autosomal recessive spastic paraplegia type 11,Hereditary spastic paraplegia 11,Nakamura Osame syndrome,Spastic paraplegia - intellectual deficit - thin corpus callosum]",
GARD:0004926,Spastic paraplegia 5A,spastic paraplegia 5a,exact_match,"[SPG5A,Autosomal recessive spastic paraplegia,Spastic paraplegia type 5A]",
GARD:0004945,Spinal muscular atrophy type 2,spinal muscular atrophy type 2,exact_match,"[SMA2,Muscular atrophy, spinal, intermediate type,Muscular atrophy, spinal, infantile chronic form,Spinal muscular atrophy type II,SMA II,Dubowitz disease]",
GARD:0004950,Spinocerebellar ataxia 30,spinocerebellar ataxia 30,exact_match,"[SCA30,Spinocerebellar ataxia type 30]",
GARD:0004953,Spinocerebellar ataxia 5,spinocerebellar ataxia 5,exact_match,"[SCA5,Spinocerebellar ataxia type 5]",
GARD:0004955,Spinocerebellar ataxia 7,spinocerebellar ataxia 7,exact_match,"[SCA7,Spinocerebellar ataxia type 7,Olivopontocerebellar atrophy 3,OPCA3,Autosomal dominant cerebellar ataxia type 2,OPCA with retinal degeneration,OPCA with macular degeneration and external ophthalmoplegia,OPCA III,ADCA, TYPE II]",
GARD:0004956,Spinocerebellar ataxia 8,spinocerebellar ataxia 8,exact_match,"[SCA8,Spinocerebellar ataxia type 8]",
GARD:0004971,Spondylarthropathy,spondylarthropathy,exact_match,null,
GARD:0004997,Primary spontaneous pneumothorax,primary spontaneous pneumothorax,exact_match,"[Familial spontaneous pneumothorax,Spontaneous pneumothorax]",
GARD:0004998,Spotted fever,spotted fever,exact_match,null,
GARD:0005023,Stiff person syndrome,stiff person syndrome,exact_match,"[Stiff man syndrome,Morsch Woltman syndrome,SPS,Stiff person syndrome and related disorders,Moersch-Woltman syndrome,SMS]",
GARD:0005034,Platelet storage pool deficiency,platelet storage pool deficiency,exact_match,"[Platelet storage pool diseases,Storage pool platelet disease]",
GARD:0005035,Storm syndrome,storm syndrome,exact_match,"[Pleiotropic, autosomal dominant disorder affecting connective tissue]",
GARD:0005049,Lissencephaly 1,lissencephaly 1,exact_match,"[LIS1,Lissencephaly sequence isolated,Lissencephaly classic,ILS,Classic lissencephaly]",
GARD:0005053,Mitochondrial complex II deficiency,mitochondrial complex ii deficiency,exact_match,"[Complex 2 mitochondrial respiratory chain deficiency,Succinate CoQ reductase deficiency,Mitochondrial respiratory chain complex II deficiency,Succinate dehydrogenase deficiency]",
GARD:0005061,Multiple sulfatase deficiency,multiple sulfatase deficiency,exact_match,"[MSD,Juvenile sulfatidosis,Mucosulfatidosis,Sulfatidosis juvenile, Austin type]",
GARD:0005062,Sulfite oxidase deficiency,sulfite oxidase deficiency,exact_match,[Sulfocysteinuria],
GARD:0005104,Primary carnitine deficiency,primary carnitine deficiency,exact_match,"[Systemic primary carnitine deficiency,Carnitine uptake defect,Carnitine deficiency, systemic, due to defect in renal reabsorption of carnitine,Carnitine plasma-membrane transporter deficiency,Carnitine transporter deficiency,Carnitine uptake deficiency]",
GARD:0005107,T cell immunodeficiency primary,t cell immunodeficiency primary,exact_match,[Primary T-Cell Immunodeficiency Disorders],
GARD:0005120,Microcephalic osteodysplastic primordial dwarfism type 1,microcephalic osteodysplastic primordial dwarfism type 1,exact_match,"[MOPD 1,Microcephalic osteodysplastic primordial dwarfism types 1 and 3,Osteodysplastic primordial dwarfism type I,Brachymelic primordial dwarfism,Taybi-Linder syndrome,Primordial microcephalic dwarfism, Crachami type,Cephaloskeletal dysplasia,Low-birth-weight dwarfism with skeletal dysplasia]",
GARD:0005121,Oto-palato-digital syndrome type 1,oto-palato-digital syndrome type 1,exact_match,"[Otopalatodigital syndrome type 1,Taybi syndrome,OPD syndrome,OPD syndrome 1,OPD1]",
GARD:0005136,Temporomandibular ankylosis,temporomandibular ankylosis,exact_match,"[Ankylosis of the temporomandibular joint (TMJ),TMJ Ankylosis]",
GARD:0005140,Embryonal carcinoma,embryonal carcinoma,exact_match,null,
GARD:0005144,Tetanus,tetanus,exact_match,[Lockjaw],
GARD:0005153,Isodicentric chromosome 15 syndrome,isodicentric chromosome 15 syndrome,exact_match,"[Duplication/inversion 15q11,Inv dup(15),Non-distal tetrasomy 15q,Non-telomeric tetrasomy 15q,Idic(15),Tetrasomy 15q,Chromosome 15q tetrasomy,Inverted duplication 15]",
GARD:0005161,Central pain syndrome,central pain syndrome,exact_match,"[Thalamic syndrome (former),Dejerine Roussy syndrome (former),Posterior thalamic syndrome (former),Retrolenticular syndrome,Thalamic hyperesthetic anesthesia,Thalamic pain syndrome (former),Central post-stroke pain (subtype)]",
GARD:0005168,Coccygodynia,coccygodynia,exact_match,[Coccydynia],
GARD:0005175,Thomas syndrome,thomas syndrome,exact_match,null,
GARD:0005176,X-linked thrombocytopenia,x-linked thrombocytopenia,exact_match,"[Thrombocytopenia, x-linked,XLT,Thrombocytopenia 1,THC1,X-linked thrombocytopenia with normal platelets]",
GARD:0005194,Idiopathic thrombocytopenic purpura,idiopathic thrombocytopenic purpura,exact_match,"[ITP,Autoimmune thrombocytopenic purpura,Thrombocytopenic purpura autoimmune]",
GARD:0005201,Thymic epithelial tumor,thymic epithelial tumor,exact_match,"[Thymoma, adult,Epithelial tumor of thymus]",
GARD:0005204,Familial thyroglossal duct cyst,familial thyroglossal duct cyst,exact_match,"[Thyroglossal duct cysts,Thyroglossal duct cysts familial,Hereditary thyroglossal duct cysts]",
GARD:0005206,"Thyroid cancer, follicular","thyroid cancer, follicular",exact_match,"[Thyroid carcinoma, follicular,Follicular thyroid carcinoma,FTC]",
GARD:0005216,Tick-borne encephalitis,tick-borne encephalitis,exact_match,null,
GARD:0005221,Hereditary neuropathy with liability to pressure palsies,hereditary neuropathy with liability to pressure palsies,exact_match,"[HNPP,Polyneuropathy, familial recurrent,Tomaculous neuropathy]",
GARD:0005234,Tracheobronchomegaly,tracheobronchomegaly,exact_match,null,
GARD:0005244,"Tremor hereditary essential, 1","tremor hereditary essential, 1",exact_match,"[ETM1,Tremor familial essential, 1,FET1]",
GARD:0005258,Trichohepatoenteric syndrome,trichohepatoenteric syndrome,exact_match,"[Phenotypic diarrhea,SD/THE,Syndromatic diarrhea,Syndromic diarrhea,Syndromic diarrhea/Tricho-hepato-enteric syndrome,Tricho-hepato-enteric syndrome]",
GARD:0005274,Tricuspid atresia,tricuspid atresia,exact_match,[Congenital agenesis of the tricuspid valve],
GARD:0005314,Chromosome 15q duplication,chromosome 15q duplication,exact_match,"[Duplication 15q,Trisomy 15q,15q duplication,15q trisomy,Partial trisomy 15q]",
GARD:0005357,Chromosome 7q duplication,chromosome 7q duplication,exact_match,"[Duplication 7q,Trisomy 7q,7q duplication,7q trisomy,Partial trisomy 7q]",
GARD:0005371,Trochlear dysplasia,trochlear dysplasia,exact_match,[Femoral trochlear dysplasia],
GARD:0005392,Galactose epimerase deficiency,galactose epimerase deficiency,exact_match,"[UDP-Galactose-4-epimerase deficiency,GALE deficiency,Galactosemia 3,Epimerase deficiency galactosemia,Galactosemia type 3,GALE-D,Uridine diphosphate galactose-4-epimerase deficiency]",
GARD:0005407,Uniparental disomy of chromosome 11,uniparental disomy of chromosome 11,exact_match,"[Paternal uniparental disomy for chromosome 11(type),Uniparental disomy of 11]",
GARD:0005429,Orotic aciduria type 1,orotic aciduria type 1,exact_match,"[Orotidylic pyrophosphorylase and orotidylic decarboxylase deficiency,UMPS deficiency,Uridine monophosphate synthase deficiency,UMP synthtase deficiency,Orotate phosphoribosyltransferase and omp decarboxylase deficiency,UMPS,Uridine monophosphate synthetase deficiency,Hereditary orotic aciduria,Orotic aciduria II (formerly),Oroticaciduria 1,Hereditary orotic aciduria without megaloblastic anemia]",
GARD:0005435,"Usher syndrome, type 1","usher syndrome, type 1",exact_match,"[USH1A,Usher syndrome, type 1A,Usher syndrome, type I, French variety,Retinitis pigmentosa and congenital deafness,USH1,US1]",
GARD:0005436,"Usher syndrome, type 1B","usher syndrome, type 1b",exact_match,null,
GARD:0005443,VACTERL association,vacterl association,exact_match,[VATER association],
GARD:0005467,Vein of Galen aneurysm,vein of galen aneurysm,exact_match,"[Ectasia or varix of the vein of Galen,Galenic arteriovenous malformation,Vein of Galen aneurysm malformation,VGAM,Galen vein aneurysm]",
GARD:0005470,Palatopharyngeal incompetence,palatopharyngeal incompetence,exact_match,"[Velopharyngeal incompetence,Velopharyngeal insufficiency,Congenital velopharyngeal incompetence]",
GARD:0005488,Congenital vertical talus,congenital vertical talus,exact_match,"[CVT,Pes valgus, congenital convex,Rocker-bottom foot deformity,Rocker bottom foot,Congenital convex pes valgus,Vertical talus, congenital,Vertical talus]",
GARD:0005493,VIPoma,vipoma,exact_match,"[Vasoactive intestinal peptide (VIP) tumor,Pancreatic VIPoma,Vasoactive intestinal peptide-producing tumor,Diarrheogenic Islet Cell Tumor,VIP-secreting tumor]",
GARD:0005494,Viral hemorrhagic fever,viral hemorrhagic fever,exact_match,null,
GARD:0005506,Vitreoretinal degeneration,vitreoretinal degeneration,exact_match,null,
GARD:0005508,VLCAD deficiency,vlcad deficiency,exact_match,"[Very long-chain acyl-CoA dehydrogenase deficiency,VLCADD]",
GARD:0005525,Waardenburg syndrome,waardenburg syndrome,exact_match,"[Van der Hoeve Halbertsma Waardenburg Gualdi Syndrome,Mende Syndrome]",
GARD:0005528,WAGR syndrome,wagr syndrome,exact_match,"[Wilms tumor, Aniridia, Genitourinary anomalies, mental Retardation syndrome,WAGR Complex,Wilms Tumor-Aniridia-Gonadoblastoma-Mental Retardation syndrome,Chromosome 11p deletion syndrome,11p deletion syndrome,AGR triad,Wilms tumor-aniridia-genitourinary anomalies-intellectual disability syndrome]",
GARD:0005534,Micro syndrome,micro syndrome,exact_match,"[WARBM,Microcephaly, microcornea, congenital cataract, mental retardation, optic atrophy and hypogenitalism,Warburg micro syndrome]",
GARD:0005565,Wiedemann-Steiner syndrome,wiedemann-steiner syndrome,exact_match,"[Hairy elbows, short stature, facial dysmorphism, and developmental delay,Wiedemann Grosse Dibbern syndrome,WDSTS,Hypertrichosis-short stature-facial dysmorphism-developmental delay syndrome]",
GARD:0005573,Acquired Von Willebrand syndrome,acquired von willebrand syndrome,exact_match,"[Willebrand disease, acquired,Acquired Von Willebrand disease]",
GARD:0005575,Prader-Willi syndrome,prader-willi syndrome,exact_match,"[PWS,Willi-Prader syndrome,Prader-Labhart-Willi syndrome]",
GARD:0005576,Denys-Drash syndrome,denys-drash syndrome,exact_match,"[Drash syndrome,Wilms tumor and pseudohermaphroditism,Nephropathy, wilms tumor, and genital anomalies,Pseudohermaphroditism, nephron disorder and Wilms' tumor,Nephropathy associated with male pseudohermaphroditism and Wilms' tumor]",
GARD:0005589,Epiphyseal dysplasia multiple with early-onset diabetes mellitus,epiphyseal dysplasia multiple with early-onset diabetes mellitus,exact_match,"[Wolcott Rallison syndrome,MED-IDDM syndrome,IDDM-MED syndrome]",
GARD:0005617,Allan-Herndon-Dudley syndrome,allan-herndon-dudley syndrome,exact_match,"[AHDS,Allan-Herndon syndrome,Monocarboxylate transporter-8 deficiency,Triiodothyronine resistence,T3 resisitence,Intellectual disability and muscular atrophy,X-linked intellectual disability with hypotonia]",
GARD:0005618,X-linked severe combined immunodeficiency,x-linked severe combined immunodeficiency,exact_match,"[X-linked SCID,Severe combined immunodeficiency, X-linked,SCID, X-linked,Severe combined immunodeficiency T- B+ due to gamma chain deficiency,Severe combined immunodeficiency, X-linked, T cell-negative, B cell-positive, NK cell-negative,SCIDX1,XSCID,X-SCID,SCIDX,Severe combined immunodeficiency T- B+, X-linked]",
GARD:0005622,Cerebrotendinous xanthomatosis,cerebrotendinous xanthomatosis,exact_match,"[CTX,Cerebral cholesterinosis,Sterol 27-hydroxylase deficiency]",
GARD:0005623,Dehydrated hereditary stomatocytosis,dehydrated hereditary stomatocytosis,exact_match,"[Desiccytosis hereditary,Xerocytosis hereditary,Hereditary xerocytosis]",
GARD:0005648,Photosensitive epilepsy,photosensitive epilepsy,exact_match,[PSE],
GARD:0005653,Gliosarcoma,gliosarcoma,exact_match,[Sarcomatous glioblastoma],
GARD:0005654,Alveolar soft part sarcoma,alveolar soft part sarcoma,exact_match,[ASPS],
GARD:0005672,47 XXX syndrome,47 xxx syndrome,exact_match,"[Trisomy X,Triple X syndrome,Triple-X female,XXX syndrome,Triple-X chromosome syndrome,Triplo X syndrome]",
GARD:0005674,"47, XYY syndrome","47, xyy syndrome",exact_match,"[YY syndrome,XYY syndrome,XYY Karyotype,Jacobs syndrome,47,XYY syndrome,Disomy Y,Double Y,Double Y syndrome,Y disomy]",
GARD:0005683,Smith-Lemli-Opitz syndrome,smith-lemli-opitz syndrome,exact_match,"[Smith Lemli Opitz syndrome,SLO syndrome,7-Dehydrocholesterol reductase deficiency,RSH syndrome,SLOS,Rutledge lethal multiple congenital anomaly syndrome,Polydactyly, sex reversal, renal hypoplasia, and unilobular lung,Lethal acrodysgenital syndrome]",
GARD:0005686,Glycogen storage disease type 7,glycogen storage disease type 7,exact_match,"[Muscle phosphofructokinase deficiency,Tarui disease,GSD7,PFKM deficiency]",
GARD:0005691,Refsum disease,refsum disease,exact_match,"[Disorder of cornification 11 (phytanic acid type),Hereditary sensory and motor neuropathy type 4,HMSN 4,Heredopathia atactica polyneuritiformis,Doc 11 (phytanic acid type),Hypertrophic neuropathy of Refsum,Phytanic acid oxidase deficiency]",
GARD:0005693,Reactive arthritis,reactive arthritis,exact_match,"[Post-infectious arthritis,Post-infectious reactive arthropathy,PIRA,Reiter syndrome,Reiter's syndrome]",
GARD:0005694,Retinitis pigmentosa,retinitis pigmentosa,exact_match,[RP],
GARD:0005695,Retinopathy of prematurity,retinopathy of prematurity,exact_match,"[ROP,Retrolental fibroplasia]",
GARD:0005696,Rett syndrome,rett syndrome,exact_match,"[Autism, dementia, ataxia, and loss of purposeful hand use]",
GARD:0005697,Multifocal fibrosclerosis,multifocal fibrosclerosis,exact_match,"[Retroperitoneal fibrosis, familial,Mediastinal fibrosis, familial]",
