NCTId,GARDId,OfficialTitle,BriefTitle,BriefSummary,Condition
NCT02939820,GARD:0006611,Expanded Access Protocol of Patisiran for Patients With Hereditary Transthyretin-Mediated Amyloidosis (hATTR Amyloidosis) With Polyneuropathy,Expanded Access Protocol of Patisiran for Patients With Hereditary ATTR Amyloidosis (hATTR),The purpose of this study is to provide expanded access of patisiran to patients with hereditary transthyretin-mediated amyloidosis (hATTR).,"['Amyloidosis, Hereditary, Transthyretin-Related']"
NCT03400098,GARD:0006611,Expanded Access Program for Inotersen (ISIS 420915) in Patients With Hereditary Transthyretin Amyloidosis (hATTR),ATTR Expanded Access Program (EAP) by Ionis,The purpose of this program is to provide expanded access to Inotersen for up to 100 Patients with Hereditary Transthyretin Amyloidosis (hTTR).,"['Amyloidosis, Hereditary']"
NCT01960348,GARD:0006611,"APOLLO: A Phase 3 Multicenter, Multinational, Randomized, Double-blind, Placebo-controlled Study to Evaluate the Efficacy and Safety of Patisiran (ALN-TTR02) in Transthyretin (TTR)-Mediated Polyneuropathy (Familial Amyloidotic Polyneuropathy-FAP)","APOLLO: The Study of an Investigational Drug, Patisiran (ALN-TTR02), for the Treatment of Transthyretin (TTR)-Mediated Amyloidosis","The purpose of this study is to evaluate the safety and efficacy of patisiran (ALN-TTR02) in patients with transthyretin (TTR) mediated amyloidosis. An open-label, single-arm, long-term follow-up extension study NCT02510261 (ALN-TTR02-006) was initiated to provide participants who completed this study with continued patisiran-LNP (lipid nanoparticle) treatment.","['Amyloidosis, Hereditary, Transthyretin-Related']"
NCT05031520,GARD:0006830,A Single Center Study of Perivascular Coronary Inflammation in Patients With Myocardial Ischemia or Infarction With Non-Obstructive Coronary Arteries,PericOronary INflammaTion in Non-Obstructive Coronary Artery Disease,"Among patients with ischemic heart disease who are referred for coronary angiography, a substantial proportion have non-obstructive coronary artery disease (CAD). Myocardial infarction (MI) with non-obstructive coronary artery disease (MINOCA) accounts for 5-20% of patients with MI and preferentially affects women. MINOCA pathogenesis is varied and may include atherosclerotic plaque rupture, plaque erosion with thrombosis, vasospasm, embolization, dissection or a combination of mechanisms. Other patients may have clinically unrecognized myocarditis, or takotsubo syndrome masquerading as MI. Among patients referred for coronary angiography for the evaluation of stable ischemic heart disease, non-obstructive CAD is present in up to ~30% of men and ~60% of women. Stable ischemia with non-obstructive coronary arteries (INOCA) may be due to coronary microvascular dysfunction in up to 40% of these patients. Our understanding of mechanisms of MINOCA and INOCA remain incomplete. Coronary inflammation has been hypothesized as a potential mechanism contributing to coronary spasm in MINOCA and microvascular disease in INOCA.",['Non-Obstructive Coronary Atherosclerosis']
NCT02207816,GARD:0006961,"Extension to Study MALARIA-055 PRI (NCT00866619) for Evaluation of Long-term Efficacy, Safety and Immunogenicity of GSK Biologicals' Candidate Malaria Vaccine (SB257049) in Infants and Children in Africa","An Extension to Study MALARIA-055 PRI (NCT00866619) to Evaluate the Long-term Efficacy, Safety and Immunogenicity of GSK Biologicals' Candidate Malaria Vaccine in Infants and Children in Africa","The purpose of this study is to conduct long-term surveillance for efficacy, safety and immunogenicity of the GSK Biologicals RTS,S/AS01E candidate Plasmodium falciparum malaria vaccine in infants and children in Africa following a primary vaccination series (NCT00866619). No new subjects will be enrolled in this extension study.",['Malaria']
NCT02207816,GARD:0006961,"Extension to Study MALARIA-055 PRI (NCT00866619) for Evaluation of Long-term Efficacy, Safety and Immunogenicity of GSK Biologicals' Candidate Malaria Vaccine (SB257049) in Infants and Children in Africa","An Extension to Study MALARIA-055 PRI (NCT00866619) to Evaluate the Long-term Efficacy, Safety and Immunogenicity of GSK Biologicals' Candidate Malaria Vaccine in Infants and Children in Africa","The purpose of this study is to conduct long-term surveillance for efficacy, safety and immunogenicity of the GSK Biologicals RTS,S/AS01E candidate Plasmodium falciparum malaria vaccine in infants and children in Africa following a primary vaccination series (NCT00866619). No new subjects will be enrolled in this extension study.",['Malaria']
NCT02207816,GARD:0006961,"Extension to Study MALARIA-055 PRI (NCT00866619) for Evaluation of Long-term Efficacy, Safety and Immunogenicity of GSK Biologicals' Candidate Malaria Vaccine (SB257049) in Infants and Children in Africa","An Extension to Study MALARIA-055 PRI (NCT00866619) to Evaluate the Long-term Efficacy, Safety and Immunogenicity of GSK Biologicals' Candidate Malaria Vaccine in Infants and Children in Africa","The purpose of this study is to conduct long-term surveillance for efficacy, safety and immunogenicity of the GSK Biologicals RTS,S/AS01E candidate Plasmodium falciparum malaria vaccine in infants and children in Africa following a primary vaccination series (NCT00866619). No new subjects will be enrolled in this extension study.",['Malaria']
NCT02156050,GARD:0007051,Utilisation du Dispositif BBloo® Pour le Traitement de l'ictère néonatal : Satisfaction Des Parents et Des Personnels Soignants,Use of a New Phototherapy Device (BBloo®) for the Treatment of Hyperbilirubinemia in the Newborn Infant,"Jaundice occurs in most newborn infants. Most jaundice is benign, but because of the potential toxicity of bilirubin, newborn infants must be monitored to identify those who might develop severe hyperbilirubinemia an, in rare cases, acute bilirubin encephalopathy or kernicterus. Jaundice is a commonly observed, usually harmless condition in newborn infants during the first week after birth. However, in some babies the amount of bilirubin pigment can increase to dangerous levels and require treatment. Treatment of jaundice in newborn infants is done by placing them under phototherapy, a process of exposing their skin to light of a specific wavelength band. Fluorescent tubes or halogen lamps have been used as light sources for phototherapy for many years. A light-emitting diode (LED) is a newer type of light source which is power efficient, has a longer life and is portable with low heat production. Several technologies and devices are developed around this LED and specially a compact system.

The purpose of this study is to evaluate efficacity of LED phototherapy by comparing with conventional phototherapy (non-LED) and satisfaction of the parents and the professional staff about comfort of this new technology. The newborn infant is placed in a sleeper with the device B' bloo ® which maintains him in position (lap or dorsal) allowing to pass the blue light. This one is generated by the module LED and transmitted in the braid of optical fibers which takes place directly on the mattress of the cradle in which is placed the patient usually.

The device is endowed with an hour counter to schedule the time of treatment. The energy illumination varies between 3 and 4 mW / cm ² for an average 3,6 mW / cm ².",['Neonatal Hyperbilirubinemia']
NCT01941745,GARD:0007108,Efficacy of Recombinant Human Clara Cell Protein (rhCC10) Administered to Premature Neonates With Respiratory Distress Syndrome,Efficacy of Recombinant Human Clara Cell 10 Protein (rhCC10) Administered to Premature Neonates With Respiratory Distress Syndrome,"Bronchopulmonary Dysplasia (BPD) is a multi-factorial disease process that is the end result of an immature, surfactant deficient lung that has been exposed to hyperoxia, mechanical ventilation and infection. These conditions initiate an inflammatory response characterized by elevated inflammatory cell infiltrates and proinflammatory cytokines that lead to the development of significant acute and chronic lung injury.

The study drug, rhCC10, is a recombinant version of natural human CC10 protein. Native CC10 is produced primarily by non-ciliated respiratory epithelial cells, called Clara cells and is the most abundant protein in the mucosal fluids in normal healthy lungs.

The purpose of this study is to evaluate the pharmacokinetics, safety, tolerability and anti-inflammatory effects of a single intratracheal (IT) dose of rhCC10 to intubated premature infants receiving positive pressure ventilation for treatment of respiratory distress syndrome (RDS) to prevent long term respiratory complications referred to as bronchopulmonary dysplasia, and, more recently, as Chronic Pulmonary Insufficiency of Prematurity (CPIP; asthma, cough, wheezing, multiple respiratory infections).

CC10 regulates inflammatory responses and protects the structural integrity of pulmonary tissue while preserving pulmonary mechanical function during various insults (eg. viral infection, bacterial endotoxin, ozone, allergens, hyperoxia). Together these properties suggest that administration of rhCC10 may help to facilitate development of normal airway epithelia and prevent the inflammation that leads to CPIP in these infants.

This study is funded by the FDA Office of Orphan Product Development (OOPD).",['Bronchopulmonary Dysplasia']
NCT00372619,GARD:0007108,"A Phase I/II Study of CLOLAR® (Clofarabine, IND# 73, 789) in Combination With Cytarabine in Pediatric Patients With Refractory/Relapsed Leukemia",Clofarabine and Cytarabine in Treating Young Patients With Refractory or Relapsed Acute Myeloid Leukemia or Acute Lymphoblastic Leukemia,"RATIONALE: Drugs used in chemotherapy, such as clofarabine and cytarabine, work in different ways to stop the growth of cancer cells, either by killing the cells or by stopping them from dividing. Giving more than one drug (combination chemotherapy) may kill more cancer cells.

PURPOSE: This phase I/II trial is studying the side effects and best dose of clofarabine when given together with cytarabine and to see how well they work in treating young patients with refractory or relapsed acute myeloid leukemia or acute lymphoblastic leukemia. (Phase I closed to enrollment as of 09/16/09)",['Leukemia']
NCT00087009,GARD:0007108,"Phase I Study of Oral ß-Glucan and Intravenous Rituximab Among Children and Adolescents With Relapsed CD20-Positive Lymphoma or Leukemia, or Post-Transplant Lymphoproliferative Disease","Beta-Glucan and Rituximab in Treating Young Patients With Relapsed or Progressive Lymphoma or Leukemia, or Lymphoproliferative Disorder Related to Donor Stem Cell Transplantation","RATIONALE: Monoclonal antibodies such as rituximab can locate cancer cells and either kill them or deliver cancer-killing substances to them without harming normal cells. Beta-glucan may increase the effectiveness of rituximab by making cancer cells more sensitive to the monoclonal antibody.

PURPOSE: This phase I trial is studying the side effects and best dose of beta-glucan when given together with rituximab in treating young patients with relapsed or progressive lymphoma or leukemia or with lymphoproliferative disorder related to donor stem cell transplantation.",['Lymphoproliferative Disorder']
NCT00002750,GARD:0007108,Phase I of Intrathecal Melphalan in Patients With Recurrent Neoplastic Meningitis,Melphalan in Patients With Neoplastic Meningitis,"RATIONALE: Drugs used in chemotherapy use different ways to stop tumor cells from dividing so they stop growing or die.

PURPOSE: Phase I trial to study the effectiveness of melphalan in patients with persistent or recurrent neoplastic meningitis.",['Ovarian Cancer']
NCT01363128,GARD:0007123,Phase II Study of the Hyper - CVAD Regimen in Combination With Ofatumumab as Frontline Therapy for Patients With CD-20 Positive Acute Lymphoblastic Leukemia,Combination Chemotherapy and Ofatumumab in Treating Patients With Acute Lymphoblastic Leukemia or Lymphoblastic Lymphoma,"This phase II trial studies how well combination chemotherapy and ofatumumab work in treating patients with acute lymphoblastic leukemia or lymphoblastic lymphoma. Drugs used in chemotherapy, such as cyclophosphamide, vincristine sulfate, doxorubicin hydrochloride, and dexamethasone, work in different ways to stop the growth of cancer cells, either by killing the cells, by stopping them from dividing, or by stopping them from spreading. Immunotherapy with ofatumumab, may induce changes in body's immune system and may interfere with the ability of tumor cells to grow and spread. Giving combination chemotherapy together with ofatumumab may be an effective treatment for acute lymphoblastic leukemia or lymphoblastic lymphoma.",['Lymphoblastic Lymphoma']
NCT00094900,GARD:0007132,Continuation of a Pilot Open-Label Study of IL 1 Trap in Adult Subjects With Autoinflammatory Diseases: A Therapeutic Approach to Study Pathogenesis,Interleukin-1 Trap to Treat Autoinflammatory Diseases,"Autoinflammatory diseases are illnesses characterized by episodes of inflammation that, unlike autoimmune disorders, lack the production of high titer autoantibodies or antigen-specific T cells. There is growing genetic and clinical evidence that Interleukin-1 (IL-1) plays a pathogenic role in several of these diseases. This exploratory study aims to examine the utility of the experimental drug candidate, IL 1 Trap (Regeneron Pharmaceuticals, Inc.) in the treatment of adult subjects with the autoinflammatory disorders Neonatal Onset Multisystem Inflammatory Disease (NOMID), Muckle-Wells Syndrome (MWS), and Familial Cold Autoinflammatory Syndrome (FCAS), Familial Mediterranean Fever (FMF), and adult Still's disease. FMF is associated with mutations in pyrin encoding MEFV. NOMID, MWS and FCAS are associated with mutations in cryopyrin-encoding CIAS1.

This pilot study is designed to address: 1) the utility of IL 1 Trap in the treatment of subjects with diseases known to respond to IL-1 blockade (NOMID/MWS/FCAS) as shown by response to treatment with anakinra [Kineret]; 2) the response to IL-1 blockade of subjects with Adult Still's disease and colchicine-resistant FMF once the efficacy of IL-1 Trap has been established in NOMID/MWS/FCAS subjects; and 3) the biochemistry and genetics of autoinflammatory diseases and IL-1 related inflammation.

IL-1 Trap is a recombinant fusion protein with picomolar affinity for IL-1 and a half-life of approximately 7.5 days in humans. This agent is currently in Phase 2 clinical studies for the treatment of rheumatoid arthritis and initial studies have shown activity against clinical and biochemical indicators of inflammation. Compared with anakinra, this agent may exhibit improved dosing convenience, potential for fewer injection site reactions, and improved efficacy due to the extremely high affinity of IL-1Trap for its target.

In this study, biochemical, genetic, and clinical correlates of autoinflammatory disease will initially be measured at baseline following a withdrawal of any TNF or IL-1 inhibitor medications where applicable. Subjects will receive a course of therapy with IL-1 Trap that is predicted to provide an estimated 3-4 weeks of anti-inflammatory activity. Clinical, biochemical, and genetic correlates of inflammation will be measured at appropriate intervals to ascertain response and to further elucidate disease mechanisms. Subjects will be eligible, based on clinical response, to enter a 1- year extension phase with IL-1 Trap. Those subjects who complete the 1-year extension phase, and maintain improved clinical and laboratory parameters compared to baseline values, may continue to receive study medication at their current dose until the study drug is commercially available.

Investigator comment:

This protocol (from the NIH standpoint) is a continuation of the ongoing protocol 05-AR-0014, with a new change in study sponsor, the NIH replacing Regeneron as sponsor. this protocol therefore still contains background and procedural information that refer to patients with FMF and FCAS and or MWS and Still's disease, however only patients with Still's disease will be newly enrolled from this point on, enrollment for the FCAS and or MWS patients has already been completed and it has been decided to not enroll any more FMF patients because the number of subjects is too low to reach reasonable conclusions, in addition it has been difficult to recruit patients that are eligible. The background section and study procedures have largely been left as in the currently IRB approved protocol.","[""Still's Disease, Adult-Onset""]"
NCT00003962,GARD:0007132,Dose Finding Study of Toxicity and Immunomodulatory Effects of Interleukin-2 Following Allogeneic Bone Marrow Transplantation in Patients at High Risk for Relapse,Interleukin-2 Following Bone Marrow Transplantation in Treating Patients With Hematologic Cancer,"RATIONALE: Interleukin-2 may stimulate a person's white blood cells to kill cancer cells.

PURPOSE: Phase I trial to study the effectiveness of interleukin-2 following bone marrow transplantation in treating patients who have hematologic cancer at risk of relapse.",['Multiple Myeloma and Plasma Cell Neoplasm']
NCT02940340,GARD:0007137,Evaluation of Systemic Microvascular Endothelial Dysfunction in Patients Presenting With Infective Endocarditis Using the Imaging Method of Cutaneous Laser Speckle Flowmetry,Evaluation of Systemic Microvascular Endothelial Dysfunction in Patients Presenting With Infective Endocarditis,"Infective endocarditis (IE) is a severe clinical condition with a high in-hospital and 5-year mortality. It has a growing incidence, both related to healthcare and possibly to changes in prophylaxis recommendations regarding oral procedures. Though not a new disease, several aspects in its clinical and laboratory diagnosis remain to be better studied and innovated. The evaluation of systemic microvascular disease has proven crucial in the investigation and comprehension of pathophysiology of cardiovascular diseases, as well as a tool for early diagnosis and prediction of complications. Few studies deal with microcirculation in patients with IE, and so far none utilizing speckle contrast imaging and functional capillary density. The present study will contribute to the investigation of microcirculatory changes in IE and possibly to earlier diagnosis of the condition and/or of its severity and complications. The aim of the study is to evaluate the changes in microvascular bed of patients with both acute and subacute endocarditis by speckle contrast imaging and skin video-capillaroscopy.",['Infective Endocarditis']
NCT01992536,GARD:0007169,"Phase 2, Observer-Blind, Placebo-Controlled, Randomized, Multi-Center Extension Study to Evaluate the Safety and Immunogenicity of a Booster Dose of a MenABCWY Vaccine Administered 24 Months Following the Primary Series to Adolescents and Young Adults Who Participated in V102_03 (NCT01272180)","Phase 2, Observer-Blind, Placebo-Controlled, Randomized, Multi-Center Extension Study to Evaluate the Safety and Immunogenicity of a Booster Dose of a MenABCWY Vaccine Administered 24 Months Following the Primary Series to Adolescents and Young Adults Who Participated in V102_03 (NCT01272180)","The purpose of this extension study is to evaluate the immunogenicity and safety of a booster dose of a MenABCWY vaccine, administered 24 months after completion of the primary vaccination series, in subjects who previously received the same vaccine formulation in study V102_03 (NCT01272180) (Groups I and II). Antibody persistence at 24 and 36 months after the primary vaccination and 12 months after the booster dose will also be evaluated in these subjects.

In addition, safety and immunogenicity of two investigational MenABCWY vaccine formulations (either a MenABCWY+ OMV or a MenABCWY+¼ OMV) will be assessed in subjects who previously received two doses of MenB vaccine (Group III) or one dose of Menveo vaccine (Group IV). These subjects will be followed for safety and immunogenicity for 12 months after vaccination in study V102_03E1.",['Meningococcal Disease']
NCT00792948,GARD:0007295,Phase II Study of Combination of Hyper-CVAD and Dasatinib (NSC-732517) With or Without Allogeneic Stem Cell Transplant in Patients With Philadelphia (Ph) Chromosome Positive and/or BCR-ABL Positive Acute Lymphoblastic Leukemia (ALL) (A BMT Study),Combination Chemotherapy With or Without Donor Stem Cell Transplant in Treating Patients With Acute Lymphoblastic Leukemia,"This phase II trial is studying the side effects of giving combination chemotherapy together with or without donor stem cell transplant and to see how well it works in treating patients with acute lymphoblastic leukemia. Drugs used in chemotherapy work in different ways to stop the growth of cancer cells, either by killing the cells or by stopping them from dividing. Giving more than one drug (combination chemotherapy) may kill more cancer cells. Giving chemotherapy and total-body irradiation before a donor stem cell transplant helps stop the growth of cancer cells. It also stops the patient's immune system from rejecting the donor's stem cells. The donated stem cells may replace the patient's immune cells and help destroy any remaining cancer cells (graft-versus-tumor effect).",['Recurrent Adult Acute Lymphoblastic Leukemia']
NCT05392842,GARD:0007714,The Potential of Corchorus Olitorius Seeds Buccal Films for Treatment of Recurrent Minor Aphthous Ulcerations in Human Volunteers,Corchorus Olitorius Buccal Films for the Treatment of Recurrent Minor Aphthous Ulcerations,"A methanol extract of Corchorus olitorius edible plant was perpared for extration of glycosideal compounds. the extract was tested for its efficacy as antiinflammatory and analgesic activity invitro and approved by the biomarkers. a fast dissolvinf mucoadhesive film was prepared by a certain amounts of highly safe polymers for a pilote study on human for treament of Aphthous Ulcerations. two groups of study, placebo and intrvention will be recurited and followed for pain, erthymia and size of ulcers for 6 days.",['Aphthous Ulcer Recurrent']
NCT00918658,GARD:0007756,Collection of Bone Marrow and Peripheral Blood for Testing of Notch-induced Natural Killer Cell Activity,Study of Natural Killer Cells in Bone Marrow and Blood Samples From Patients With and Without Hematologic Cancer,"RATIONALE: Collecting and storing samples of bone marrow and blood from patients with cancer to study in the laboratory may help doctors find better ways to treat the cancer.

PURPOSE: This research study is looking at natural killer cells in bone marrow and blood samples from patients with hematologic cancer and from patients who do not have cancer.",['Multiple Myeloma and Plasma Cell Neoplasm']
NCT00340548,GARD:0008226,Host Genetic Factors Influencing HIV1 and HCV Viral Loads and AIDS Clinical Progression in a Hemophilia Cohort (HGDS-3),Host Genetic Factors Influencing HIV1 and HCV Viral Loads and AIDS Clinical Progression in a Hemophilia Cohort (HGDS-3),"Background:

Over 80% of the hemophiliac population who became infected with HIV prior to 1985 are also co-infected with HCV. Thus, hemophiliacs represent an important population for studies of the natural history of these chronic viral infections.

Moreover, the high rate of co-infection makes it an ideal group for assessing the interaction between the viruses and the relationship between viral specific immune responses and clinical progression.

Although the hemophiliac poulation is unique, co-infection by these chronic viral pathogens is becoming increasingly common, particularly amongst intravenous drug users, who account for approximately 25% of the HIV-1 epidemic in the United States.

Objectives:

The aim of this study is to determine if polymorphism in the promoter region of TH1 and Th2 cytokines are associated with (1) intracellular cytokines levels in CD4 + Tcells, (2) Human Immunodeficiency Virus (HIV) and Hepatitis C virus (HCV) viral loads, and (3) clinical progression of HIV1 to AIDS in hemophiliacs.

Eligibility:

The current proposal will investigate host genetic factors related to HIV-1 and HCV immunopathogenesis by studying children and adolescents enrolled in the Hemophilia Growth and Development Study (HGDS).

Design:

This study is in collaboration with the principle investigators of the Hemophilia Growth and Development Study (HGDS) as part of a grant ""Pathogenesis of HIV and HCV in Hemophilia: HGDS-3"" with funding support by NIH/NICHD for the period 9/25/01 through 8/31/2005.

This multicenter, United States study represents a well-characterized, prospectively followed cohort of HCV-infected hemophiliacs, of whom 207 are HIV-1 co-infected.

Enrollment of the hemophiliac cohort was completed between 3/89 and 6/90. The final observation of the cohort (follow-up 16) was concluded during 7/98. No new samples or clinical data will be collected on this population.

The LGD plays two roles in this project: (1) an administrative role overseeing the withdrawal, handling, and transport of samples from the HGDS/LGD and central repositories at the NCI-Frederick, and (2) a scientific role continuing investigations to determine the role of host genetic factors in Th1 and Th2 immune response and regulation of HCV and HIV viral replication..",['AIDS']
NCT00694135,GARD:0008528,"A Prospective, Multi-Center, Randomized, Double-Masked, Safety, Tolerability and Efficacy Study of Four Iontophoretic Doses of Dexamethasone Phosphate Ophthalmic Solution in Patients With Non-Infectious Anterior Segment Uveitis",Safety and Efficacy Study of Iontophoresis and Dexamethasone Phosphate to Treat Anterior Uveitis,The purpose of this study is to define a safe and effective dose of iontophoretic delivery of dexamethasone phosphate ophthalmic solution using the EyeGate® II Drug Delivery System in patients with non-infectious anterior segment uveitis.,"['Uveitis, Anterior']"
NCT04186559,GARD:0009142,Clinical Protocol to Evaluate Use of Topical Pentoxifylline Gel on Behcet's Disease Genital Ulcers,Topical Pentoxifylline Gel on Behcet's Disease Genital Ulcers,"Behçet's Disease (BD) is a complex, chronic, relapsing, multi-system inflammatory disorder that is characterized by oral ulcers, genital ulcers in addition to ocular and skin symptoms. Genital ulcers are the second most common symptom of BD and occur in 57-93% of BD patients. The genital ulcers of BD clearly cause considerable morbidity for those affected. This will be one of the first trials of a topical product designed for accelerated healing of BD genital ulcers. There is no cure or FDA-approved therapies for BD genital ulcers and the treatment of recurrent genital ulcers that are associated with BD is palliative.

Recent study evaluating the effect of topical PTX on BD oral ulcers suggests that topical pentoxifylline (PTX) might have an immediate impact on BD oral ulcer healing leading to accelerated ulcer clearance, which results in lower daily ulcer numbers for the patients along with reduced pain scores. Investigators hypothesize that application of topical PTX will accelerate the healing of BD genital ulcers in a similar clinically meaningful way, and further hypothesize that topical PTX can become a valuable adjunct to any other systemic therapy for BD.",['Behcet Disease']
NCT00929526,GARD:0009244,Long-term Extension Study of the Efficacy of the 580299 Vaccine in the Prevention of HPV-16 and/or HPV-18 Associated Cervical Intraepithelial Neoplasia (CIN) in Japanese Women Vaccinated in the Primary Vaccination Study NCT00316693,Extension Study of the Efficacy of the GSK 580299 Vaccine in Japanese Women Vaccinated in the Primary NCT00316693 Study,"This extension study is conducted to assess the efficacy of the GSK 580299 vaccine against cervical intraepithelial neoplasia (CIN) lesions, cervical cancer and cytological abnormalities associated with human papillomavirus (HPV)-16 and/or HPV-18 or other oncogenic HPV types for an additional two years. All subjects who participated in the primary vaccination study NCT00316693 and who confirmed their interest in participating in a long term follow up study will therefore be invited to be followed for up to 48 months after administration of the first dose of vaccine. In addition, safety and persistence of the humoral immune response will be evaluated in this study.

This protocol posting deals with objectives & outcome measures of the extension phase at Months 36 and 48. The objectives & outcome measures of the primary phase are presented in a separate protocol posting (NCT number = NCT00316693).","['Infections, Papillomavirus']"
NCT00004689,GARD:0009542,,Phase II Study of Amithiozone (Thiacetazone) for Patients With Mycobacterium Avium Complex Pulmonary Disease,"OBJECTIVES: I. Determine the bacteriological activity of amithiozone against Mycobacterium avium complex (MAC) pulmonary disease.

II. Define the ability of amithiozone to improve clinical outcomes in patients with MAC infection.

III. Determine the safety and tolerance of amithiozone with chronic dosing in these patients.

IV. Assess the contribution of clarithromycin, streptomycin, rifampin, ethambutol, kanamycin, and amithiozone in the treatment of pulmonary MAC infection.",['Mycobacterium Avium-intracellulare Infection']
NCT00003408,GARD:0009553,Cytokine-Based Immunotherapy Following High-Dose Chemotherapy and Autologous Stem Cell Transplantation,Biological Therapy Following Chemotherapy and Peripheral Stem Cell Transplantation in Treating Patients With Cancer,"RATIONALE: Biological therapies use different ways to stimulate the immune system and stop cancer cells from growing. Combining chemotherapy and peripheral stem cell transplantation with biological therapy may kill more cancer cells.

PURPOSE: Phase II trial to study the effectiveness of biological therapy with sargramostim, interleukin-2, and interferon alfa following chemotherapy and peripheral stem cell transplantation in treating patients who have cancer.",['Testicular Germ Cell Tumor']
NCT05111236,GARD:0009637,Potential Benefits of Home Based Exercise Programs With and Without Traditional Massage in the Management of Spastic Cerebral Palsy: A Randomized Controlled Trial.,Potential Benefits of Home Based Exercise Programs in the Management of Spastic Cerebral Palsy,"The study will be conducted to see the potential benefits of home based exercise program comprising routine physical therapy and traditional massage in the management of spastic cerebral palsy (CP). It will be a randomized controlled trial having two groups, RPT group and Massage group. Both groups will be provided with routine physical therapy treatment comprising stretching of spastic muscles, strengthening of weak muscles, positioning and posturing strategies. Massage group will also receive traditional massage in addition to routine physical therapy. Parents/Caregivers will be trained to perform routine physical therapy and traditional massage at home. Data will collected using a structured questionnaire, Modified Ashworth Scale (MAS), Gross Motor Function Measure (GMFM),Gross Motor Function Classification System (GMFCS) and CP Child's Caregiver Priorities & Child Health Index of Life with Disabilities at baseline, after 6th and 12th weeks of intervention.","['Cerebral Palsy, Spastic, Diplegic']"
NCT03771599,GARD:0009637,The Effects of Traditional Massage on Spasticity and Activity of Children(2 to 10 Years) With Cerebral Palsy,The Effects of Traditional Massage on Spasticity and Activity of Children(2 to 10 Years) With Cerebral Palsy,"The study has been conducted to see the effects of traditional massage on spasticity and activity of children with cerebral palsy (CP). It is a randomized controlled trial having two groups, control and intervention. Both groups received routine physical therapy treatment comprising stretching of tight muscles, strengthening of weak muscles, positioning and handling. Intervention group also received traditional massage in addition to routine physical therapy. Caregivers were trained to perform routine physical therapy treatment and traditional massage at home. Data was collected using a structured questionnaire, Modified Ashworth Scale (MAS), Gross Motor Function Classification System (GMFCS), Gross Motor Function Measure (GMFM) and CPChild Caregiver Priorities & Child Health Index of Life with Disabilities at baseline, after 06 weeks and 12 weeks of intervention.","['Cerebral Palsy, Spastic, Diplegic']"
NCT02917330,GARD:0009637,Stretching and Strength Training for Children With Cerebral Palsy -an Intervention Study,Stretching and Strength Training for Improved Gait Function in Children With Spastic Cerebral Palsy,"The purpose of this randomized and controlled intervention study is to explore the effect of a physiotherapy intervention targeting contract and spastic hamstring muscles in children having bilateral spastic cerebral palsy (CP), GMFCS I-III: A stretching routine targeting hamstrings (and psoas if short), and a progressive strengthening program on the muscles extending then lower extremities (quadriceps, gluteus maximus and triceps surae)

Study hypothesis: Stretching of hamstrings and strength training of the extending muscles in the lower extremities in children with bilateral spastic cerebral palsy will increase popliteal angle, active knee extension, and gait function.","['Cerebral Palsy, Spastic, Diplegic']"
NCT04272957,GARD:0009812,"A Phase I, Open-Label, Multicenter Study to Assess the Safety, Pharmacokinetics and Efficacy of HMPL-306 in Patients of Relapsed/Refractory Myeloid Leukemia/Neoplasms With IDH1 and/or IDH2 Mutation",A Study of HMPL-306 in Patients With IDH1 and/or IDH2 Mutation of Relapsed/Refractory Myeloid Leukemia/Neoplasms,"Phase I, multicenter study to evaluate the safety, pharmacokinetics, pharmacodynamics and efficacy of HMPL-306 in Patients of Relapsed/Refractory Myeloid Leukemia/Neoplasms with IDH1 and/or IDH2 Mutation.",['Acute Myeloid Leukemia']
NCT01869972,GARD:0010324,Biological Variation of Phenylalanine in Patients With Hyperphenylalaninemia,Biological Variation of Phenylalanine in Patients With Hyperphenylalaninemia,"Phenylketonuria (PKU) is a rare disease where the level of phenylalanine (one of the amino acids) in the body is greatly increased. High levels can cause brain damage, especially in babies and children. This brain damage can be prevented if a special low phenylalanine diet is started soon after birth. A new drug, sapropterin, can also lower phenylalanine levels in some patients. PKU therapy is monitored by measuring the blood phenylalanine every week, with the goal to keep the level within a target range. Recently, studies have suggested that the variation in the blood phenylalanine may be just as important as the absolute blood phenylalanine level for brain outcome.

The investigators will look at the variation in blood phenylalanine level over 24 hours to see how much the level changes. The investigators will measure this in patients with typical PKU who are compliant with the diet and in patients who are not compliant with the diet. The investigators will also measure this in patients with ""mild"" PKU who do not usually have as high levels of phenylalanine. Finally, the investigators will see if patients on sapropterin have lower variation.",['Hyperphenylalaninemia']
NCT01650805,GARD:0010418,"A Phase 3 Randomized,Open-Label Study of Ponatinib Versus Imatinib in Adult Patients With Newly Diagnosed Chronic Myeloid Leukemia in Chronic Phase",Ponatinib in Newly Diagnosed Chronic Myeloid Leukemia (CML) (EPIC),The purpose of this study is to compare the efficacy of ponatinib and imatinib in patients with newly diagnosed chronic myeloid leukemia (CML) in the chronic phase.,['Chronic Myeloid Leukemia']
