GardID,GardIDStatus,DataSource,SourceID,ClassificationLevel,DisorderType,SourceName,SourceSynonym,SourceDescription,OmimMember,ParentOrphaCode,ParentOrphaName,ParentGardID,RdRequestID,GardLegacy_DiseaseName,GardLegacy_GARDisRare,GardLegacy_isSpanish,GardLegacy_StatusName
GARD:10630,Active,Orphanet,ORPHA:92050,Disorder,[Disease],Congenital tufting enteropathy,"[IED, Intestinal epithelial dysplasia, Non-syndromic congenital tufting enteropathy]",Congenital Tufting Enteropathy is a rare congenital enteropathy presenting with early-onset severe and intractable diarrhea that leads to irreversible intestinal failure.,[613217],,,,,Tufting enteropathy,TRUE,FALSE,Active
GARD:10631,Active,Orphanet,ORPHA:251607,Disorder,[Disease],Pleomorphic xanthoastrocytoma,[PXA],"A rare low-grade astrocytoma characterized by superficial location in the cerebral hemispheres with involvement of the meninges, composed of GFAP-expressing cells showing nuclear and cytoplasmic pleomorphism and xanthomatous change, surrounded by a reticulin network. The tumor corresponds to WHO grade II and typically affects children and young adults, who often present with a long history of seizures. Extent of resection and mitotic index are important prognostic factors.",,,,,,Pleomorphic xanthoastrocytoma,TRUE,FALSE,Active
GARD:10632,Active,Orphanet,ORPHA:251618,Disorder,[Disease],Subependymal giant cell astrocytoma,[SEGA],"A rare low-grade astrocytoma characterized by a benign, slowly growing lesion typically arising in the wall of the lateral ventricles, composed of large ganglioid astrocytes. The tumor corresponds to WHO grade I and typically occurs during the first two decades of life in patients with tuberous sclerosis complex. Most patients present with worsening of epilepsy or symptoms of increased intracranial pressure.",,,,,,Subependymal giant cell astrocytoma,TRUE,FALSE,Active
GARD:10633,Active,Orphanet,ORPHA:251643,Disorder,[Disease],Myxopapillary ependymoma,,"Myxopapillary ependymoma (MEPN) describes a slow growing ependymoma located almost exclusively in the conus medullaris-cauda equina-filum terminale region of the spinal cord, presenting in all age groups, and manifesting with variable symptoms such as neck pain, vomiting and unsteady gait and metastasis. It has a more aggressive disease course and is seen in the pediatric population.",,,,,,Myxopapillary ependymoma,TRUE,FALSE,Active
GARD:10634,Active,Orphanet,ORPHA:251646,Disorder,[Disease],Anaplastic ependymoma,,"A rare, malignant type of ependymoma that most often arises in the supratentorial region of the brain of children and young adults and that manifests with variable symptoms including headaches, nausea, vision impairment, memory loss and difficulty walking.",,,,,,Anaplastic ependymoma,TRUE,FALSE,Active
GARD:10635,Active,Orphanet,ORPHA:251679,Disorder,[Disease],Astroblastoma,,"A very rare glial neoplasm of the central nervous system, most often with an intra-axial peripheral supratentorial location in one hemisphere of the frontal or parietal lobes and usually presenting in infants and young adults with symptoms of vomiting, loss of consciousness, epileptic seizures and headaches.",,,,,,Astroblastoma,TRUE,FALSE,Active
GARD:10636,Legacy,GARD,,,,,,,,,,,,Chordoid glioma of the third ventricle,TRUE,FALSE,Active
GARD:10637,Active,Orphanet,ORPHA:251663,Disorder,[Disease],Anaplastic oligoastrocytoma,[aMOA],"A rare and aggressive glial tumor of the central nervous system, that usually presents in adults with seizures, is most often located in the cerebral hemispheres and that is associated with a very poor prognosis.",,,,,,Anaplastic oligoastrocytoma,TRUE,FALSE,Active
GARD:10638,Active,Orphanet,ORPHA:251937,Disorder,[Disease],Gangliocytoma,,"Gangliocytoma is a rare, mixed neuronal-glial tumor characterized by slow growth and irregular arrangement of neoplastic ganglion cells (large, multipolar dysplastic neurons) within stroma composed of non-neoplastic glial elements. Most commonly it occurs in temporal lobe, but it can be located throughout central nervous system. Clinical manifestations vary depending on the location and include seizures, increased intracranial pressure, cerebellar signs and focal neurologic deficits. Memory disturbances, cranial nerve palsies and psychiatric symptoms have also been reported.",,,,,,Gangliocytoma,TRUE,FALSE,Active
GARD:10639,Active,Orphanet,ORPHA:251957,Disorder,[Disease],Anaplastic ganglioglioma,,"A rare mixed neuronal-glial tumor characterized by a mostly supratentorial space-occupying lesion often involving the temporal lobe, although it may occur anywhere in the central nervous system. The tumor shows anaplastic features in its glial component and is considered WHO grade III, which may, albeit inconsistently, indicate more aggressive behavior and less favorable prognosis. Clinical symptoms vary according to the location, the most common manifestation being seizures.",,,,,,Anaplastic ganglioglioma,TRUE,FALSE,Active
GARD:1064,Active,Orphanet,ORPHA:1321,Disorder,[Malformation syndrome],Camptodactyly-fibrous tissue hyperplasia-skeletal anomalies syndrome,[Goodman camptodactyly],"An extremely rare chondrodysplastic malformation syndrome characterized by the combination of arachnodactyly, becoming evident at around the age of 10, camptodactyly, and scoliosis. Additional reported manifestations include a mild intellectual disability and a mild facial dysmorphism including a broad nose and flaring nostrils. There have been no further descriptions in the literature since 1972.",[211930],,,,,"Camptodactyly, fibrous tissue hyperplasia, and skeletal dysplasia",TRUE,FALSE,Active
GARD:10640,Active,Orphanet,ORPHA:251946,Disorder,[Disease],Dysembryoplastic neuroepithelial tumor,[DNET],"A rare mixed neuronal-glial tumor characterized by a benign, usually supratentorial lesion with predominantly cortical location and multinodular architecture. The tumor typically becomes symptomatic in the second or third decade of life with drug-resistant partial seizures. Histological hallmark is the specific glioneuronal element, columns oriented perpendicularly to the cortical surface, formed by bundles of axons attached to oligodendroglia-like cells, while neurons appear to float in an abundant eosinophilic matrix.",,,,,,Dysembryoplastic neuroepithelial tumor,TRUE,FALSE,Active
GARD:10641,Active,Orphanet,ORPHA:73256,Disorder,[Disease],Central neurocytoma,,"Central neurocytoma is a very rare brain tumor of young adults (over 100 cases reported worldwide). It is typically found in the lateral ventricles and occasionally in the third ventricle. Symptoms are those of increased intracranial pressure: headache, nausea and vomiting, drowsiness, vision problems and mental changes. Total removal of the tumor is the therapy of choice. Post-operative prognosis is generally good.",,,,,,Central neurocytoma,TRUE,FALSE,Active
GARD:10642,Active,Orphanet,ORPHA:251931,Disorder,[Disease],Cerebellar liponeurocytoma,,"Cerebellar liponeurocytoma (cLPN) is a rare slow growing neuronal tumor seen more frequently in females than males, occurring most commonly in the cerebellum but occasionally in the supratentorial compartment or the fourth ventricle and presenting in the 4th to 6th decade of life with symptoms of dizziness, headache and gait instability. It often has a high rate of local recurrence.",,,,,,Cerebellar liponeurocytoma,TRUE,FALSE,Active
GARD:10643,Active,Orphanet,ORPHA:97286,Disorder,[Disease],Carney-Stratakis syndrome,"[Carney dyad, Carney-Stratakis dyad, GIST-paraganglioma dyad, Paraganglioma and gastric stromal sarcoma]","Carney-Stratakis syndrome is a recently described familial syndrome characterized by gastrointestinal stromal tumors (GIST) and paragangliomas, often at multiple sites.",[606864],,,,,Paraganglioma and gastric stromal sarcoma,TRUE,FALSE,Active
GARD:10644,Active,Orphanet,ORPHA:251919,Disorder,[Disease],Pineal parenchymal tumor of intermediate differenciation,,"A rare type of pineal parenchymal tumor (PPT) of intermediate-grade malignancy manifesting with visual disturbances, headaches, loss of coordination and balance, nausea and vomiting due to obstructive hydrocephalus, and that is classified as either grade II PPTID (pineal parenchymal tumor of intermediate differentiation) or grade III PPTID according to the degree of neuronal differentiation and mitotic activity.",,,,,,Pineal parenchymal tumors of intermediate differentiation,TRUE,FALSE,Active
GARD:10645,Active,Orphanet,ORPHA:93623,Subtype of disorder,[Clinical subtype],Dent disease type 2,,"A rare genetic renal tubular disease, characterized by manifestations of proximal tubule dysfunction with low-molecular-weight (LMW) proteinuria, hypercalciuria, nephrolithiasis, nephrocalcinosis, and progressive renal failure. Extra-renal involvement is frequent, but may be mild and not recognized.",[300555],,,,,Dent disease 2,TRUE,FALSE,Retired
GARD:10646,Legacy,GARD,,,,,,,,,,,,Teratoma with malignant transformation,TRUE,FALSE,Active
GARD:10647,Active,Orphanet,ORPHA:85167,Disorder,[Disease],Spondylometaphyseal dysplasia-cone-rod dystrophy syndrome,[SMD-CRD],"Spondylometaphyseal dysplasia-cone-rod dystrophy syndrome is characterised by the association of spondylometaphyseal dysplasia (marked by platyspondyly, shortening of the tubular bones and progressive metaphyseal irregularity and cupping), with postnatal growth retardation and progressive visual impairment due to cone-rod dystrophy. So far, it has been described in eight individuals. Transmission appears to be autosomal recessive.",[608940],,,,,Spondylometaphyseal dysplasia with cone-rod dystrophy,TRUE,FALSE,Active
GARD:10648,Active,Orphanet+OMIM,OMIM:610024,Subtype of disorder,[Disease subtype],Retinal cone dystrophy 3a,"[Cone dystrophy with night blindness and supernormal rod responses, pde6h-related]",,[610024],[49382],[Achromatopsia],[15015],,Retinal cone dystrophy 3A,TRUE,FALSE,Active
GARD:10649,Active,Orphanet,ORPHA:209932,Disorder,[Disease],Cone dystrophy with supernormal rod response,"[Cone dystrophy with supernormal rod ERG, Cone dystrophy with supernormal rod electroretinogram, Cone dystrophy with supernormal scotopic electroretinogram]","Cone dystrophy with supernormal rod response (CDSRR) is an inherited retinopathy, with an onset in the first or second decade of life, characterized by poor visual acuity (due to central scotoma), photophobia, severe dyschromatopsia, and occasionally, nystagmus. Night blindness usually develops later in the course of the disease, but it can also be apparent from childhood. A hallmark of CDSRR is the decreased and delayed dark-adapted response to dim flashes in electroretinographic recordings, which contrasts with the supernormal b-wave response at the highest levels of stimulation.",[610356],,,,,Retinal cone dystrophy 3B,TRUE,FALSE,Active
GARD:1065,Legacy,GARD,,,,,,,,,,,,Camptodactyly joint contractures and facial skeletal dysplasia,TRUE,FALSE,Retired
GARD:10650,Active,Orphanet+OMIM,OMIM:610478,Subtype of disorder,[Disease subtype],Retinal cone dystrophy 4,,,[610478],[1872],[Cone rod dystrophy],[10790],,Retinal cone dystrophy 4,TRUE,FALSE,Active
GARD:10651,Active,Orphanet+OMIM,OMIM:600624,Subtype of disorder,[Disease subtype],Cone-rod dystrophy 1,,"For a general phenotypic description and a discussion of genetic heterogeneity of cone-rod dystrophy (CORD), see {120970}.",[600624],[1872],[Cone rod dystrophy],[10790],,Cone-rod dystrophy 1,TRUE,FALSE,Active
GARD:10652,Active,Orphanet+OMIM,OMIM:304020,Subtype of disorder,[Disease subtype],"Cone-rod dystrophy, x-linked, 1",,"X-linked cone-rod dystrophy is a rare, progressive visual disorder primarily affecting cone photoreceptors ({5:Demirci et al., 2002}). Affected individuals, essentially all of whom are males, present with decreased visual acuity, myopia, photophobia, abnormal color vision, full peripheral visual fields, decreased photopic electroretinographic responses, and granularity of the macular retinal pigment epithelium. The degree of rod photoreceptor involvement is variable, with increasing degeneration. Although penetrance appears to be nearly 100%, there is variable expressivity with respect to age at onset, severity of symptoms, and findings ({10:Hong et al., 1994}).\n\n&lt;Subhead&gt; Genetic Heterogeneity of X-linked Cone-Rod Dystrophy\n\nAdditional forms of X-linked cone-rod dystrophy include CORDX2 ({300085}), mapped to chromosome Xq27, and CORDX3 ({300476}), caused by mutation in the CACNA1F gene ({300110}) on chromosome Xp11.23.\n\nFor a discussion of autosomal forms of cone-rod dystrophy, see CORD2 ({120970}).",[304020],[1872],[Cone rod dystrophy],[10790],,Cone-rod dystrophy X-linked 1,TRUE,FALSE,Active
GARD:10653,Active,Orphanet+OMIM,OMIM:604116,Subtype of disorder,[Disease subtype],Cone-rod dystrophy 3,,"Cone-rod dystrophy-3 (CORD3) is an autosomal recessive, clinically heterogeneous retinal disorder with typical findings of reduced visual acuity, impairment of the central visual field, color vision deficits, and fundoscopic evidence of maculopathy, with no or few midperipheral retinal pigment deposits. Cone degeneration appears early in life with a central involvement of the retina, followed by a degeneration of rods several years later (summary by {6:Klevering et al., 2002} and {3:Ducroq et al., 2002}). Both cone and rod a- and b-wave electroretinogram (ERG) amplitudes are reduced ({5:Fishman et al., 2003}).\n\nFor a general phenotypic description and a discussion of genetic heterogeneity of cone-rod dystrophy, see {120970}.",[604116],[1872],[Cone rod dystrophy],[10790],,Cone-rod dystrophy 3,TRUE,FALSE,Active
GARD:10654,Active,Orphanet+OMIM,OMIM:300476,Subtype of disorder,[Disease subtype],"Cone-rod dystrophy, x-linked, 3",,"Cone-rod dystrophy is a retinal disorder with predominantly cone involvement. Rod impairment may occur at the same time as the cone impairment or appear later. Patients with CORD usually have reduced visual acuity, photophobia, and color vision defects (summary by {3:Huang et al., 2013}).\n\nFor a discussion of genetic heterogeneity of X-linked cone-rod dystrophy, see {304020}.",[300476],[1872],[Cone rod dystrophy],[10790],,Cone-rod dystrophy X-linked 3,TRUE,FALSE,Active
GARD:10655,Active,Orphanet+OMIM,OMIM:600977,Subtype of disorder,[Disease subtype],Cone-rod dystrophy 5,,"Cone-rod dystrophy-5 (CORD5) is characterized by reduced visual acuity, photophobia, and defective color vision. Most patients experience onset of symptoms in early childhood, with progression to legal blindness by early adulthood, although some patients exhibit a milder phenotype, with onset in the fourth or fifth decade of life ({3:Kohn et al., 2007}; {4:Reinis et al., 2013}).\n\nFor a general phenotypic description and a discussion of genetic heterogeneity of cone-rod dystrophy, see {120970}.",[600977],[1872],[Cone rod dystrophy],[10790],,Cone-rod dystrophy 5,TRUE,FALSE,Active
GARD:10656,Active,Orphanet+OMIM,OMIM:601777,Subtype of disorder,[Disease subtype],Cone-rod dystrophy 6,[Retinal cone dystrophy 2],,[601777],[1872],[Cone rod dystrophy],[10790],,Cone-rod dystrophy 6,TRUE,FALSE,Active
GARD:10657,Active,Orphanet+OMIM,OMIM:125851,Subtype of disorder,[Disease subtype],"Maturity-onset diabetes of the young, type 2","[mody, glucokinase-related, Mody, type 2]","MODY is a form of NIDDM ({125853}) characterized by monogenic autosomal dominant transmission and early age of onset. For a general phenotypic description and a discussion of genetic heterogeneity of MODY, see {606391}.\n\nIn a review of the various forms of MODY, {2:Fajans et al. (2001)} stated that glucokinase-related MODY2 is a common form of the disorder, especially in children with mild hyperglycemia and in women with gestational diabetes and a family history of diabetes. It has been described in persons of all racial and ethnic groups. More than 130 MODY-associated mutations have been found in the glucokinase gene. Heterozygous mutations in glucokinase are associated with a mild form of nonprogressive hyperglycemia that is usually asymptomatic at diagnosis and is treated with diet alone. The mild fasting hyperglycemia with blood glucose concentrations of 110 to 145 mg/deciliter and impaired glucose tolerance in most affected carriers may be recognized by biochemical testing at a young age, possibly as early as birth. About 50% of the women who are carriers may have gestational diabetes. Less than 50% of the carriers have overt diabetes; many of those who do are obese or elderly. Two percent of MODY2 patients require insulin therapy. Diabetes-associated complications are rare in this form of MODY. MODY was found in 13% of the Caucasian NIDDM families collected in France by {4:Froguel et al. (1991)}. {5:Gidh-Jain et al. (1993)} found that GCK mutations accounted for 56% of MODY families in France.",[125851],[552],[MODY],[3697],,"Maturity-onset diabetes of the young,  type 2",TRUE,FALSE,Active
GARD:10658,Active,Orphanet+OMIM,OMIM:600496,Subtype of disorder,[Disease subtype],"Maturity-onset diabetes of the young, type 3","[Mody, type 3]","MODY is a form of familial noninsulin-dependent diabetes mellitus (T2D; {125853}) and is characterized by an early age of onset (childhood, adolescence, or young adulthood under 25 years) and autosomal dominant inheritance.\n\nFor a phenotypic description and discussion of genetic heterogeneity of MODY, see {606391}.",[600496],[552],[MODY],[3697],,"Maturity-onset diabetes of the young, type 3",TRUE,FALSE,Active
GARD:10659,Active,Orphanet+OMIM,OMIM:606392,Subtype of disorder,[Disease subtype],"Maturity-onset diabetes of the young, type 4","[Mody, type 4]",,[606392],[552],[MODY],[3697],,"Maturity-onset diabetes of the young, type 4",TRUE,FALSE,Active
GARD:10660,Active,Orphanet+OMIM,OMIM:606394,Subtype of disorder,[Disease subtype],"Maturity-onset diabetes of the young, type 6","[Mody, type 6]",,[606394],[552],[MODY],[3697],,"Maturity-onset diabetes of the young, type 6",TRUE,FALSE,Active
GARD:10661,Active,Orphanet+OMIM,OMIM:610508,Subtype of disorder,[Disease subtype],"Maturity-onset diabetes of the young, type 7",,,[610508],[552],[MODY],[3697],,"Maturity-onset diabetes of the young, type 7",TRUE,FALSE,Active
GARD:10662,Active,Orphanet+OMIM,OMIM:609812,Subtype of disorder,[Disease subtype],"Maturity-onset diabetes of the young, type 8, with exocrine dysfunction","[Diabetes and pancreatic exocrine dysfunction, diabetes-pancreatic exocrine dysfunction syndrome]","Maturity-onset diabetes of the young type 8 (MODY8) is characterized by onset of diabetes before age 25 years, with slowly progressive pancreatic exocrine dysfunction, fatty replacement of pancreatic parenchyma (lipomatosis), and development of pancreatic cysts. Patients do not present clinical signs of chronic pancreatitis (summary by {3:Johansson et al., 2018}).\n\nFor a phenotypic description and discussion of genetic heterogeneity of MODY, see {606391}.",[609812],[552],[MODY],[3697],,"Maturity-onset diabetes of the young, type 8",TRUE,FALSE,Active
GARD:10663,Active,Orphanet+OMIM,OMIM:612225,Subtype of disorder,[Disease subtype],"Maturity-onset diabetes of the young, type 9",,,[612225],[552],[MODY],[3697],,"Maturity-onset diabetes of the young, type 9",TRUE,FALSE,Active
GARD:10664,Active,Orphanet,ORPHA:443084,Disorder,[Clinical syndrome],Baroreflex failure,,"A rare autonomic nervous system disorder characterized by diminished or absent buffering capability to prevent blood pressure from rising or falling excessively, due to abnormalities in the vascular baroreceptors, the glossopharyngeal or vagal nerves, or the brain stem. Typical clinical presentations are acute severe sustained hypertension, tachycardia, and headache, or volatile hypertension and tachycardia with headache, diaphoresis, flushing, and emotional instability. Rare cases rather present with hypotension, bradycardia, and dizziness or syncope.",,,,,,Baroreflex failure,TRUE,FALSE,Active
GARD:10665,Legacy,GARD,,,,,,,,,,,,Familial bilateral striatal necrosis,TRUE,FALSE,Active
GARD:10666,Legacy,GARD,,,,,,,,,,,,Dihydroxyadeninuria,TRUE,FALSE,Active
GARD:10667,Active,Orphanet,ORPHA:329466,Disorder,[Disease],"Autosomal dominant focal dystonia, DYT25 type","[DYT25, Dystonia 25]","A form of focal dystonia characterized by cervical, laryngeal and hand-forearm dystonia.",[615073],,,,,DYT-GNAL,TRUE,FALSE,Active
GARD:10668,Legacy,GARD,,,,,,,,,,,,Cervical dystonia,TRUE,FALSE,Active
GARD:10669,Legacy,GARD,,,,,,,,,,,,Double inferior vena cava,FALSE,FALSE,Active
GARD:1067,Active,Orphanet,ORPHA:1327,Disorder,[Malformation syndrome],"Camptodactyly syndrome, Guadalajara type 1",,"Camptodactyly syndrome, Guadalajara type 1 is a rare syndrome consisting of growth retardation, facial dysmorphism, camptodactyly and skeletal anomalies.",[211910],,,,,Camptodactyly syndrome Guadalajara type 1,TRUE,FALSE,Active
GARD:10670,Active,Orphanet,ORPHA:309279,Group of disorders,[Category],Glycoproteinosis,,,,,,,,Glycoproteinosis,TRUE,FALSE,Active
GARD:10671,Legacy,GARD,,,,,,,,,,,,Mucoepidermoid carcinoma,TRUE,FALSE,Active
GARD:10672,Legacy,GARD,,,,,,,,,,,,ALS-like syndrome of encephalomyopathy,TRUE,FALSE,Retired
GARD:10673,Legacy,GARD,,,,,,,,,,,,Cardioencephalomyopathy,TRUE,FALSE,Active
GARD:10674,Legacy,GARD,,,,,,,,,,,,Metachromatic leukodystrophy due to saposin B deficiency,TRUE,FALSE,Active
GARD:10675,Active,Orphanet,ORPHA:85212,Subtype of disorder,[Clinical subtype],Fetal Gaucher disease,[Perinatal lethal Gaucher disease],Fetal Gaucher disease is the perinatal lethal form of Gaucher disease (GD; see this term).,[608013],,,,,Gaucher disease perinatal lethal,TRUE,FALSE,Active
GARD:10676,Legacy,GARD,,,,,,,,,,,,Dehydrated hereditary stomatocytosis pseudohyperkalemia and perinatal edema,TRUE,FALSE,Retired
GARD:10679,Active,Orphanet,ORPHA:88950,Subtype of disorder,[Clinical subtype],UMOD-related autosomal dominant tubulointerstitial kidney disease,"[ADTKD-UMOD, Familial juvenile hyperuricemic nephropathy type 1, MCKD2, Medullary cystic kidney disease type 2, UMOD-related ADTKD, Uromodulin-associated kidney disease]",,[162000],,,,,Autosomal dominant tubulointerstitial kidney disease due to UMOD mutations,TRUE,FALSE,Active
GARD:1068,Active,Orphanet,ORPHA:1326,Disorder,[Malformation syndrome],"Camptodactyly syndrome, Guadalajara type 2",,"Camptodactyly syndrome, Guadalajara type 2 is an extremely rare multiple congenital anomaly syndrome characterized by distinctive intrauterine growth retardation, skeletal dysplasia with multiple malformations including camptodactyly of all fingers, bilateral hallux valgus, short second, fourth and fifth toes, hypoplastic patella, microcephaly, low-set ears, short neck, cuboid-shaped vertebral bodies, pectus excavatum, hip dislocation, and hypoplastic pubic region and genitalia. Camptodactyly syndrome, Guadalajara type 2 has been described in two sisters and is most likely transmitted in an autosomal recessive manner. There have been no further descriptions in the literature since 1985.",[211920],,,,,Camptodactyly syndrome Guadalajara type 2,TRUE,FALSE,Active
GARD:10680,Active,Orphanet,ORPHA:94089,Disorder,[Disease],Pseudohypoparathyroidism type 1B,,"Pseudohypoparathyroidism type 1B (PHP-1b) is a type of pseudohypoparathyroidism (PHP; see this term) characterized by localized resistance to parathyroid hormone (PTH) mainly in the renal tissues which manifests with hypocalcemia, hyperphosphatemia and elevated PTH levels. About 60-70% of patients also present with elevated TSH levels due to TSH resistance.",[603233],,,,,Pseudohypoparathyroidism type 1B,TRUE,FALSE,Active
GARD:10681,Active,Orphanet,ORPHA:79444,Disorder,[Disease],Pseudohypoparathyroidism type 1C,,"Pseudohypoparathyroidism type 1c (PHP1c) is a rare type of pseudohypoparathyroidism (PHP; see this term) characterized by resistance to parathyroid hormone (PTH) and other hormones, which manifests with hypocalcemia, hyperphosphatemia and elevated PTH levels, a constellation of clinical features collectively termed Albright's hereditary osteodystrophy (AHO; see this term), but normal activity of the stimulatory protein G (Gs alpha).",[612462],,,,,Pseudohypoparathyroidism type 1C,TRUE,FALSE,Active
GARD:10682,Active,Orphanet,ORPHA:94090,Disorder,[Disease],Pseudohypoparathyroidism type 2,,"Pseudohypoparathyroidism type 2 (PHP2) is a type of pseudohypoparathyroidism (PHP; see this term) characterized by resistance to parathyroid hormone (PTH), which manifests with hypocalcemia, hyperphosphatemia and elevated PTH levels, absence of Albright's hereditary osteodystrophy (AHO; see this term), and normal expression of the Gs protein with a normal urinary cAMP response.",[203330],,,,,Pseudohypoparathyroidism type 2,TRUE,FALSE,Active
GARD:10683,Legacy,GARD,,,,,,,,,,,,Stargardt macular degeneration absent or hypoplastic corpus callosum mental retardation and dysmorphic features,TRUE,FALSE,Retired
GARD:10684,Active,Orphanet,ORPHA:35689,Disorder,[Disease],Primary lateral sclerosis,"[Adult-onset PLS, Adult-onset primary lateral sclerosis, PLS]","Primary lateral sclerosis (PLS) is an idiopathic non-familial motor neuron disease characterized by slowly progressive upper motor neuron dysfunction leading to spasticity, mild weakness in voluntary muscle movement, hyperreflexia, and loss of motor speech production.",[611637],,,,,Primary lateral sclerosis,TRUE,FALSE,Active
GARD:10685,Legacy,GARD,,,,,,,,,,,,Chilaiditi syndrome,TRUE,FALSE,Active
GARD:10686,Active,Orphanet,ORPHA:157846,Disorder,[Disease],Neuroferritinopathy,"[Adult basal ganglia disease, Ferritin-related neurodegeneration, Hereditary ferritinopathy]",Neuroferritinopathy is a late-onset type of neurodegeneration with brain iron accumulation (NBIA; see this term) characterized by progressive chorea or dystonia and subtle cognitive deficits.,[606159],,,,,Neuroferritinopathy,TRUE,FALSE,Active
GARD:10687,Legacy,GARD,,,,,,,,,,,,Mungan syndrome,TRUE,FALSE,Active
GARD:10688,Active,Orphanet+OMIM,OMIM:610217,Subtype of disorder,[Disease subtype],Neurodegeneration with brain iron accumulation 2b,"[neuroaxonal dystrophy, atypical, Neurodegeneration with brain iron accumulation, pla2g6-related]",,[610217],[35069],[Infantile neuroaxonal dystrophy],[3957],,Karak syndrome,TRUE,FALSE,Active
GARD:10689,Legacy,GARD,,,,,,,,,,,,Megarbane Jalkh syndrome,TRUE,FALSE,Active
GARD:1069,Active,Orphanet,ORPHA:1325,Disorder,[Malformation syndrome],Camptodactyly-taurinuria syndrome,[Familial streblodactyly with amino-aciduria],"Camptodactyly-taurinuria syndrome is a congenital malformation syndrome characterized by the association of a permanent camptodactyly of the fingers (see this term) with the over excretion of taurine in the urine. Camptodactyly mainly affects the little finger, although any finger may be involved. The disease has been described in 17 affected patients from 4 unrelated families. An autosomal dominant inheritance has been suggested. There have been no further descriptions in the literature since 1966.",,,,,,Camptodactyly taurinuria,TRUE,FALSE,Active
GARD:10690,Legacy,GARD,,,,,,,,,,,,Macular telangiectasia type 2,FALSE,FALSE,Active
GARD:10691,Active,Orphanet+OMIM,OMIM:617041,Subtype of disorder,[Malformation syndrome subtype],Duane retraction syndrome 3 with or without deafness,,"Duane retraction syndrome is the most common congenital disorder of cranial dysinnervation, with a prevalence of 1 in 1,000 individuals. Affected individuals have limited unilateral or bilateral horizontal eye movement, accompanied by globe retraction and palpebral fissure narrowing on attempted adduction (movement of the eye inward, toward the nose). DURS can be classified into 3 types: type 1, the most common, involves limited abduction (movement of the eye outward toward the ear); type 2, the least common, involves limited adduction; and type 3 involves limitation of both abduction and adduction. MRI and postmortem examination of patients with DURS have shown absence or hypoplasia of the abducens nerve, which normally innervates the lateral rectus (LR) extraocular muscle to abduct the eye, as well as aberrant LR muscle innervation by axons of the oculomotor nerve, which normally innervates the medial, inferior, and superior rectus and inferior oblique extraocular muscles (summary by {1:Park et al., 2016}).\n\nFor a discussion of genetic heterogeneity of Duane retraction syndrome, see DURS1 ({126800}).",[617041],[233],[Duane retraction syndrome],[6288],,Duane syndrome type 3,TRUE,FALSE,Retired
GARD:10692,Active,Orphanet,ORPHA:140997,Group of disorders,[Clinical group],Orofaciodigital syndrome,"[OFD, Oral-facial-digital syndrome]",,,,,,,Orofaciodigital syndromes,TRUE,FALSE,Active
GARD:10693,Active,Orphanet,ORPHA:141327,Disorder,[Malformation syndrome],Orofaciodigital syndrome type 12,"[Moran-Barroso syndrome, OFD12, Oral-facial-digital syndrome type 12]","Orofaciodigital syndrome type 12 is a rare subtype of orofaciodigital syndrome, with sporadic occurrence, characterized by cardiac (septum hypertrophy) and central nervous system abnormalities (myelomeningocele, Sylvius aqueduct stenosis, corpus callosum agenesis, vermis hypoplasia), in addition to oral, facial and digital malformations (gingival frenulae, bifid tongue, supernumerary teeth, macrocephaly, hypertelorism, pre- and post-axial polydactyly in hands, preaxial polydactyly in feet and club feet). Skeletal anomalies, such as short tibiae and central, Y-shaped metacarpals, are also associated.",,,,,,Orofaciodigital syndrome 12,TRUE,FALSE,Active
GARD:10694,Active,Orphanet,ORPHA:141330,Disorder,[Malformation syndrome],Orofaciodigital syndrome type 13,"[Degner syndrome, OFD13, Oral-facial-digital syndrome type 13]","Orofaciodigital syndrome type 13 is a rare subtype of orofaciodigital syndrome, with sporadic occurrence, characterized by cardiac (mitral and tricuspid valve dysplasia) and neuropsychiatric manifestations (epilepsy, depression), in addition to oral, facial and digital malformations (lingual hamartomas, cleft lip, brachydactyly, clinodactyly, syndactyly of hands and feet). Leukoaraiosis, on brain MRI examination, is also associated.",,,,,,Orofaciodigital syndrome 13,TRUE,FALSE,Active
GARD:10695,Active,Orphanet,ORPHA:99106,Subtype of disorder,[Clinical subtype],"Atrial septal defect, ostium primum type","[ASD, ostium primum type]",,,,,,,Atrial septal defect ostium primum,TRUE,FALSE,Active
GARD:10696,Active,Orphanet,ORPHA:99105,Subtype of disorder,[Clinical subtype],"Atrial septal defect, sinus venosus type","[ASD, sinus venosus type]",,,,,,,Atrial septal defect sinus venosus,TRUE,FALSE,Active
GARD:10697,Active,Orphanet,ORPHA:99104,Subtype of disorder,[Clinical subtype],"Atrial septal defect, coronary sinus type","[ASD, coronary sinus type, Unroofed coronary sinus]",,,,,,,Atrial septal defect coronary sinus,TRUE,FALSE,Active
GARD:10698,Active,Orphanet+OMIM,OMIM:605275,Subtype of disorder,[Malformation syndrome subtype],Noonan syndrome 2,"[Noonan syndrome, autosomal recessive]","Noonan syndrome (NS) is a multiple congenital anomalies syndrome characterized by a typical face, congenital heart disease, and short stature (summary by {5:van der Burgt and Brunner, 2000}).\n\nFor a general phenotypic description and a discussion of genetic heterogeneity of Noonan syndrome, see NS1 ({163950}).",[605275],[648],[Noonan syndrome],[10955],,Noonan syndrome 2,TRUE,FALSE,Active
