GardID,XrefSource,SourceID,MapRelationship
GARD:0002356,ICD-10,C82.3,BTNT
GARD:0002356,ICD-10,C82.9,BTNT
GARD:0002356,ICD-10,C82.4,BTNT
GARD:0002356,ICD-10,C82.1,BTNT
GARD:0002356,MeSH,D008224,Exact
GARD:0002356,OMIM,613024,BTNT
GARD:0002356,Orphanet,545,Exact
GARD:0002356,SNOMED-CT,308121000,NA
GARD:0002356,UMLS,C0024301,Exact
GARD:0002362,OMIM,157800,Exact
GARD:0002362,Orphanet,3238,Exact
GARD:0002362,SNOMED-CT,720612000,NA
GARD:0002362,UMLS,C2931461,Exact
GARD:0002362,UMLS,C1834818,Exact
GARD:0002365,ICD-10,N39.8,NTBT
GARD:0002365,Orphanet,2795,Exact
GARD:0002365,SNOMED-CT,700242002,NA
GARD:0002365,UMLS,C2931462,Exact
GARD:0002375,ICD-10,N04.1,NTBT
GARD:0002375,MeSH,D052159,Exact
GARD:0002375,OMIM,136680,Exact
GARD:0002375,Orphanet,347,Exact
GARD:0002375,SNOMED-CT,445431000,NA
GARD:0002375,UMLS,C0950122,Exact
GARD:0002378,OMIM,309548,Exact
GARD:0002378,Orphanet,100973,Exact
GARD:0002378,SNOMED-CT,716709002,NA
GARD:0002380,ICD-10,M92.7,Exact
GARD:0002380,Orphanet,564003,Exact
GARD:0002380,SNOMED-CT,818966007,NA
GARD:0002381,OMIM,273400,Exact
GARD:0002381,Orphanet,2723,Exact
GARD:0002381,SNOMED-CT,239028001,NA
GARD:0002384,ICD-10,Q93.5,NTBT
GARD:0002384,OMIM,609640,Exact
GARD:0002384,Orphanet,264200,Exact
GARD:0002384,SNOMED-CT,771439009,NA
GARD:0002390,ICD-10,Q75.8,NTBT
GARD:0002390,OMIM,229400,Exact
GARD:0002390,Orphanet,1791,Exact
GARD:0002390,SNOMED-CT,716022002,NA
GARD:0002390,UMLS,C2931720,Exact
GARD:0002392,ICD-10,Q75.8,NTBT
GARD:0002392,MeSH,C538065,Exact
GARD:0002392,Orphanet,250,Exact
GARD:0002392,SNOMED-CT,254004006,NA
GARD:0002392,UMLS,C1876203,Exact
GARD:0002392,UMLS,C0432106,Exact
GARD:0002397,ICD-10,Q87.8,NTBT
GARD:0002397,OMIM,601163,Exact
GARD:0002397,Orphanet,2141,Exact
GARD:0002397,SNOMED-CT,721095007,NA
GARD:0002397,UMLS,C1832668,Exact
GARD:0002400,ICD-10,E74.1,NTBT
GARD:0002400,OMIM,229700,Exact
GARD:0002400,Orphanet,348,Exact
GARD:0002400,SNOMED-CT,28183005,NA
GARD:0002400,UMLS,C0016756,Exact
GARD:0002408,ICD-10,Q78.8,NTBT
GARD:0002408,OMIM,191440,Exact
GARD:0002408,Orphanet,2497,Exact
GARD:0002408,UMLS,C1860614,Exact
GARD:0002409,Orphanet,2058,Exact
GARD:0002410,ICD-10,Q74.8,NTBT
GARD:0002410,MeSH,C538189,Exact
GARD:0002410,OMIM,228930,Exact
GARD:0002410,Orphanet,2854,Exact
GARD:0002410,SNOMED-CT,721296004,NA
GARD:0002410,UMLS,C1856728,Exact
GARD:0002417,ICD-10,G11.1,NTBT
GARD:0002417,MeSH,C538193,Exact
GARD:0002417,OMIM,158500,Exact
GARD:0002417,Orphanet,2579,Exact
GARD:0002417,SNOMED-CT,237611007,NA
GARD:0002417,UMLS,C0342281,Exact
GARD:0002417,UMLS,C2931765,Exact
GARD:0002418,ICD-10,B87.0,NTBT
GARD:0002418,Orphanet,591,Exact
GARD:0002418,UMLS,C2931766,Exact
GARD:0002419,ICD-10,K00.2,NTBT
GARD:0002419,MeSH,C535997,Exact
GARD:0002419,OMIM,147251,Exact
GARD:0002419,Orphanet,2287,Exact
GARD:0002419,SNOMED-CT,707796002,NA
GARD:0002419,UMLS,C2931081,Exact
GARD:0002419,UMLS,C3494175,Exact
GARD:0002422,ICD-10,E74.2,NTBT
GARD:0002422,ICD-11,5C51.41,Exact
GARD:0002422,MeSH,C535999,Exact
GARD:0002422,OMIM,230200,Exact
GARD:0002422,Orphanet,79237,Exact
GARD:0002422,SNOMED-CT,124302001,NA
GARD:0002422,UMLS,C0268155,Exact
GARD:0002422,UMLS,C0751158,Exact
GARD:0002424,ICD-10,E74.2,NTBT
GARD:0002424,MeSH,D005693,Exact
GARD:0002424,MedDRA,10017604,Exact
GARD:0002424,OMIM,230200,BTNT
GARD:0002424,OMIM,230350,BTNT
GARD:0002424,OMIM,230400,BTNT
GARD:0002424,Orphanet,352,Exact
GARD:0002424,SNOMED-CT,190745006,NA
GARD:0002424,UMLS,C0016952,Exact
GARD:0002427,ICD-10,Q87.8,NTBT
GARD:0002427,OMIM,236640,Exact
GARD:0002427,Orphanet,3035,Exact
GARD:0002427,SNOMED-CT,716198008,NA
GARD:0002427,UMLS,C1856052,Exact
GARD:0002428,ICD-10,E72.1,NTBT
GARD:0002428,MeSH,C535408,Exact
GARD:0002428,OMIM,219500,Exact
GARD:0002428,Orphanet,212,Exact
GARD:0002428,SNOMED-CT,13003007,NA
GARD:0002428,UMLS,C0268616,Exact
GARD:0002428,UMLS,C0220993,Exact
GARD:0002429,ICD-10,G71.0,NTBT
GARD:0002429,OMIM,253700,Exact
GARD:0002429,Orphanet,353,Exact
GARD:0002429,SNOMED-CT,718176005,NA
GARD:0002429,UMLS,C0410173,Exact
GARD:0002430,ICD-10,D33.0,NTBT
GARD:0002430,MedDRA,10017701,Exact
GARD:0002430,Orphanet,251949,Exact
GARD:0002430,SNOMED-CT,87191000119100,NA
GARD:0002430,UMLS,C0206716,Exact
GARD:0002431,ICD-10,E75.1,NTBT
GARD:0002431,OMIM,230650,Exact
GARD:0002431,Orphanet,79257,Exact
GARD:0002431,SNOMED-CT,238027003,NA
GARD:0002431,UMLS,C0268273,Exact
GARD:0002432,ICD-10,Q87.8,NTBT
GARD:0002432,OMIM,308940,Exact
GARD:0002432,OMIM,150700,BTNT
GARD:0002432,Orphanet,1018,Exact
GARD:0002432,SNOMED-CT,726106004,NA
GARD:0002436,ICD-10,K29.6,NTBT
GARD:0002436,ICD-11,DA42.6,Exact
GARD:0002436,MedDRA,10017807,Exact
GARD:0002436,MedDRA,10017868,Exact
GARD:0002436,OMIM,137280,Exact
GARD:0002436,Orphanet,2494,Exact
GARD:0002436,SNOMED-CT,60002000,NA
GARD:0002436,UMLS,C0017155,Exact
GARD:0002436,UMLS,C2936660,Exact
GARD:0002437,Orphanet,100092,Exact
GARD:0002438,MeSH,C535651,Exact
GARD:0002438,OMIM,137270,Exact
GARD:0002438,Orphanet,2069,Exact
GARD:0002438,SNOMED-CT,782946000,NA
GARD:0002438,UMLS,C1850899,Exact
GARD:0002441,ICD-10,E75.2,NTBT
GARD:0002441,OMIM,230800,Exact
GARD:0002441,Orphanet,77259,Exact
GARD:0002441,SNOMED-CT,62201009,NA
GARD:0002441,UMLS,C1961835,Exact
GARD:0002442,ICD-10,E75.2,NTBT
GARD:0002442,OMIM,230900,Exact
GARD:0002442,Orphanet,77260,Exact
GARD:0002442,SNOMED-CT,12246008,NA
GARD:0002442,UMLS,C0268250,Exact
GARD:0002443,ICD-10,E75.2,NTBT
GARD:0002443,OMIM,231000,Exact
GARD:0002443,Orphanet,77261,Exact
GARD:0002443,SNOMED-CT,5963005,NA
GARD:0002443,UMLS,C0268251,Exact
GARD:0002449,ICD-10,Q87.1,NTBT
GARD:0002449,MeSH,C537677,Exact
GARD:0002449,MedDRA,10063361,Exact
GARD:0002449,OMIM,614185,BTNT
GARD:0002449,OMIM,617809,BTNT
GARD:0002449,OMIM,231050,BTNT
GARD:0002449,Orphanet,2623,Exact
GARD:0002449,SNOMED-CT,28557005,NA
GARD:0002449,UMLS,C3489726,Exact
GARD:0002451,MeSH,C537678,Exact
GARD:0002451,Orphanet,2074,Exact
GARD:0002451,SNOMED-CT,782690007,NA
GARD:0002451,UMLS,C2931587,Exact
GARD:0002452,ICD-10,Q87.1,NTBT
GARD:0002452,OMIM,608328,Exact
GARD:0002452,Orphanet,2084,Exact
GARD:0002452,SNOMED-CT,722450007,NA
GARD:0002452,UMLS,C1869115,Exact
GARD:0002452,UMLS,C2931588,Exact
GARD:0002454,ICD-10,Q04.2,NTBT
GARD:0002454,OMIM,601370,Exact
GARD:0002454,Orphanet,2163,Exact
GARD:0002454,SNOMED-CT,715434005,NA
GARD:0002454,UMLS,C1832424,Exact
GARD:0002456,OMIM,607948,Exact
GARD:0002456,UMLS,C1834752,NA
GARD:0002460,ICD-10,Q87.8,NTBT
GARD:0002460,MeSH,C537683,Exact
GARD:0002460,OMIM,231060,Exact
GARD:0002460,Orphanet,2075,Exact
GARD:0002460,SNOMED-CT,773749003,NA
GARD:0002460,UMLS,C1856466,Exact
GARD:0002462,ICD-10,Q87.8,NTBT
GARD:0002462,OMIM,231080,Exact
GARD:0002462,Orphanet,2077,Exact
GARD:0002462,SNOMED-CT,733037000,NA
GARD:0002462,UMLS,C3887495,Exact
GARD:0002469,ICD-10,D22.9,NTBT
GARD:0002469,ICD-11,2F20.20,Exact
GARD:0002469,MedDRA,10072036,Exact
GARD:0002469,OMIM,137550,Exact
GARD:0002469,Orphanet,626,Exact
GARD:0002469,UMLS,C1318558,Exact
GARD:0002469,UMLS,C1842036,Exact
GARD:0002470,ICD-10,D69.1,NTBT
GARD:0002470,MeSH,D001606,Exact
GARD:0002470,MedDRA,10057473,Exact
GARD:0002470,OMIM,231200,Exact
GARD:0002470,OMIM,153670,BTNT
GARD:0002470,Orphanet,274,Exact
GARD:0002470,SNOMED-CT,54569005,NA
GARD:0002470,UMLS,C0005129,Exact
GARD:0002474,DiseaseOntology,60466,NA
GARD:0002474,GeneticAlliance,3058,NA
GARD:0002474,OMIM,605544,Exact
GARD:0002474,UMLS,C1854181,NA
GARD:0002475,DiseaseOntology,60466,NA
GARD:0002475,GeneticAlliance,3060,NA
GARD:0002475,OMIM,611010,Exact
GARD:0002475,UMLS,C1970245,NA
GARD:0002478,ICD-10,D69.1,NTBT
GARD:0002478,OMIM,273800,BTNT
GARD:0002478,OMIM,619267,BTNT
GARD:0002478,Orphanet,849,Exact
GARD:0002478,SNOMED-CT,32942005,NA
GARD:0002478,UMLS,C0040015,Exact
GARD:0002483,OMIM,137763,Exact
GARD:0002483,Orphanet,2085,Exact
GARD:0002483,SNOMED-CT,719976001,NA
GARD:0002483,UMLS,C1842025,Exact
GARD:0002485,ICD-10,Q15.0,Exact
GARD:0002485,ICD-11,9C61.40,Exact
GARD:0002485,OMIM,600975,BTNT
GARD:0002485,OMIM,617272,BTNT
GARD:0002485,OMIM,613085,BTNT
GARD:0002485,OMIM,231300,Exact
GARD:0002485,OMIM,613086,BTNT
GARD:0002485,Orphanet,98976,Exact
GARD:0002485,SNOMED-CT,415176004,NA
GARD:0002485,UMLS,C0020302,Exact
GARD:0002486,Orphanet,359,Exact
GARD:0002490,OMIM,600975,Exact
GARD:0002490,Orphanet,156005,NTBT
GARD:0002490,UMLS,C1832977,NA
GARD:0002491,ICD-10,C71.9,NTBT
GARD:0002491,ICD-11,2A00.00,Exact
GARD:0002491,MeSH,D005909,Exact
GARD:0002491,MedDRA,10018337,Exact
GARD:0002491,MedDRA,10018336,Exact
GARD:0002491,OMIM,137800,NTBT
GARD:0002491,OMIM,613029,NTBT
GARD:0002491,Orphanet,360,Exact
GARD:0002491,SNOMED-CT,393563007,NA
GARD:0002491,UMLS,C0017636,Exact
GARD:0002491,UMLS,C1621958,Exact
GARD:0002492,DiseaseOntology,111360,NA
GARD:0002492,GeneticAlliance,3082,NA
GARD:0002492,OMIM,137940,Exact
GARD:0002492,SNOMED-CT,723363009,NA
GARD:0002492,UMLS,C1841989,NA
GARD:0002492,UMLS,C4317151,NA
GARD:0002496,ICD-10,E16.8,NTBT
GARD:0002496,MeSH,D005935,Exact
GARD:0002496,MedDRA,10018404,Exact
GARD:0002496,Orphanet,97280,Exact
GARD:0002496,SNOMED-CT,16424000,NA
GARD:0002496,UMLS,C0017689,Exact
GARD:0002498,ICD-10,E27.1,NTBT
GARD:0002498,OMIM,607398,BTNT
GARD:0002498,OMIM,202355,BTNT
GARD:0002498,OMIM,202200,Exact
GARD:0002498,OMIM,609197,BTNT
GARD:0002498,OMIM,614736,BTNT
GARD:0002498,OMIM,617825,BTNT
GARD:0002498,Orphanet,361,Exact
GARD:0002498,SNOMED-CT,765326001,NA
GARD:0002499,ICD-10,E25.8,NTBT
GARD:0002499,OMIM,615962,Exact
GARD:0002499,Orphanet,786,Exact
GARD:0002499,SNOMED-CT,819950002,NA
GARD:0002499,UMLS,C1841972,Exact
GARD:0002513,ICD-10,E74.0,NTBT
GARD:0002513,OMIM,240600,Exact
GARD:0002513,Orphanet,2089,Exact
GARD:0002513,SNOMED-CT,725026008,NA
GARD:0002513,UMLS,C1855861,Exact
GARD:0002515,ICD-10,E74.0,NTBT
GARD:0002515,OMIM,232220,Exact
GARD:0002515,OMIM,232240,BTNT
GARD:0002515,Orphanet,79259,Exact
GARD:0002515,UMLS,C0268146,Exact
GARD:0002520,ICD-10,E74.0,NTBT
GARD:0002520,MedDRA,10053249,Exact
GARD:0002520,OMIM,263570,BTNT
GARD:0002520,OMIM,232500,BTNT
GARD:0002520,Orphanet,367,Exact
GARD:0002520,SNOMED-CT,11179002,NA
GARD:0002520,UMLS,C0017923,Exact
GARD:0002520,UMLS,C1563715,Exact
GARD:0002521,ICD-10,E75.0,NTBT
GARD:0002521,MeSH,D012497,Exact
GARD:0002521,OMIM,268800,Exact
GARD:0002521,Orphanet,796,Exact
GARD:0002521,SNOMED-CT,23849003,NA
GARD:0002521,UMLS,C0036161,Exact
GARD:0002523,ICD-10,Q87.8,NTBT
GARD:0002523,OMIM,138770,Exact
GARD:0002523,Orphanet,2090,Exact
GARD:0002523,SNOMED-CT,716024001,NA
GARD:0002523,UMLS,C1841854,Exact
GARD:0002541,ICD-10,Q99.1,NTBT
GARD:0002541,OMIM,233430,Exact
GARD:0002541,Orphanet,1770,Exact
GARD:0002541,SNOMED-CT,733605002,NA
GARD:0002541,UMLS,C1856272,Exact
GARD:0002542,ICD-10,Q87.8,NTBT
GARD:0002542,OMIM,614129,BTNT
GARD:0002542,OMIM,233400,Exact
GARD:0002542,OMIM,615300,BTNT
GARD:0002542,OMIM,614926,BTNT
GARD:0002542,OMIM,616138,BTNT
GARD:0002542,OMIM,617565,BTNT
GARD:0002542,Orphanet,2855,Exact
GARD:0002542,SNOMED-CT,93466004,NA
GARD:0002542,UMLS,C0685838,Exact
GARD:0002546,ICD-10,H13.1*,Exact
GARD:0002546,ICD-10,A54.3+,Exact
GARD:0002546,ICD-11,1A72.4,NTBT
GARD:0002546,Orphanet,1482,Exact
GARD:0002546,SNOMED-CT,231858009,NA
GARD:0002546,UMLS,C0339166,Exact
GARD:0002549,ICD-10,Q87.0,NTBT
GARD:0002549,OMIM,201020,Exact
GARD:0002549,Orphanet,65798,Exact
GARD:0002549,SNOMED-CT,733425005,NA
GARD:0002549,UMLS,C0265303,Exact
GARD:0002551,ICD-10,M31.0+,Exact
GARD:0002551,ICD-10,N08.5*,Exact
GARD:0002551,ICD-11,MF85,Exact
GARD:0002551,MedDRA,10018620,Exact
GARD:0002551,OMIM,233450,Exact
GARD:0002551,Orphanet,375,Exact
GARD:0002551,SNOMED-CT,50581000,NA
GARD:0002551,UMLS,C0403529,Exact
GARD:0002553,ICD-10,Q68.8,NTBT
GARD:0002553,MeSH,C537288,Exact
GARD:0002553,OMIM,114300,Exact
GARD:0002553,Orphanet,376,Exact
GARD:0002553,UMLS,C0220666,Exact
GARD:0002557,ICD-10,Q85.8,NTBT
GARD:0002557,Orphanet,2111,Exact
GARD:0002557,SNOMED-CT,707530009,NA
GARD:0002557,UMLS,C2931468,Exact
GARD:0002559,ICD-10,Q87.5,NTBT
GARD:0002559,MeSH,C537293,Exact
GARD:0002559,OMIM,138930,Exact
GARD:0002559,Orphanet,2097,Exact
GARD:0002559,SNOMED-CT,723827003,NA
GARD:0002559,UMLS,C1841835,Exact
GARD:0002562,ICD-10,D69.1,NTBT
GARD:0002562,MeSH,D055652,Exact
GARD:0002562,OMIM,139090,Exact
GARD:0002562,OMIM,187900,BTNT
GARD:0002562,Orphanet,721,Exact
GARD:0002562,SNOMED-CT,51720005,NA
GARD:0002562,UMLS,C2717750,Exact
GARD:0002562,UMLS,C0272302,Exact
GARD:0002566,ICD-10,E70.3,NTBT
GARD:0002566,MeSH,C537301,Exact
GARD:0002566,OMIM,214450,Exact
GARD:0002566,Orphanet,79476,Exact
GARD:0002566,UMLS,C1859194,Exact
GARD:0002568,ICD-10,G60.8,NTBT
GARD:0002568,OMIM,221400,Exact
GARD:0002568,Orphanet,3217,Exact
GARD:0002568,SNOMED-CT,733071009,NA
GARD:0002568,UMLS,C1857338,Exact
GARD:0002572,ICD-10,Q87.8,NTBT
GARD:0002572,OMIM,139210,Exact
GARD:0002572,Orphanet,2588,Exact
GARD:0002572,SNOMED-CT,699316006,NA
GARD:0002572,UMLS,C0796081,Exact
GARD:0002576,ICD-10,Q87.8,NTBT
GARD:0002576,MeSH,C537621,Exact
GARD:0002576,OMIM,233810,Exact
GARD:0002576,Orphanet,2101,Exact
GARD:0002576,SNOMED-CT,763186006,NA
GARD:0002576,UMLS,C2931551,Exact
GARD:0002578,ICD-10,E72.8,NTBT
GARD:0002578,MeSH,C537622,Exact
GARD:0002578,OMIM,612736,Exact
GARD:0002578,Orphanet,382,Exact
GARD:0002578,SNOMED-CT,124239003,NA
GARD:0002578,UMLS,C0574080,Exact
GARD:0002579,DiseaseOntology,110942,NA
GARD:0002579,GeneticAlliance,5477,NA
GARD:0002579,OMIM,259700,Exact
GARD:0002579,UMLS,C1850127,NA
GARD:0002579,UMLS,C4551971,NA
GARD:0002580,ICD-10,Q13.4,NTBT
GARD:0002580,OMIM,304730,Exact
GARD:0002580,Orphanet,1661,Exact
GARD:0002580,SNOMED-CT,715426004,NA
GARD:0002580,UMLS,C1844671,Exact
GARD:0002586,ICD-10,Q87.8,NTBT
GARD:0002586,OMIM,234250,Exact
GARD:0002586,Orphanet,2107,Exact
GARD:0002586,SNOMED-CT,721008000,NA
GARD:0002586,UMLS,C1856198,Exact
GARD:0002589,ICD-10,Q87.8,NTBT
GARD:0002589,OMIM,207740,Exact
GARD:0002589,Orphanet,2926,Exact
GARD:0002589,SNOMED-CT,771261002,NA
GARD:0002589,UMLS,C2930955,Exact
GARD:0002593,ICD-10,Q87.8,NTBT
GARD:0002593,OMIM,139750,Exact
GARD:0002593,Orphanet,1927,Exact
GARD:0002593,SNOMED-CT,773768000,NA
GARD:0002593,UMLS,C1841693,Exact
GARD:0002594,ICD-10,Q51.2,NTBT
GARD:0002594,MedDRA,10072361,Exact
GARD:0002594,OMIM,140000,Exact
GARD:0002594,Orphanet,2438,Exact
GARD:0002594,SNOMED-CT,702425002,NA
GARD:0002594,UMLS,C1841679,Exact
GARD:0002597,OMIM,187390,Exact
GARD:0002597,Orphanet,3294,Exact
GARD:0002597,SNOMED-CT,782937006,NA
GARD:0002597,UMLS,C2931376,Exact
GARD:0002598,ICD-10,L91.8,NTBT
GARD:0002598,OMIM,260530,Exact
GARD:0002598,Orphanet,2812,Exact
GARD:0002598,SNOMED-CT,783013001,NA
GARD:0002598,UMLS,C1850079,Exact
GARD:0002599,ICD-10,G71.0,NTBT
GARD:0002599,MeSH,D058494,Exact
GARD:0002599,OMIM,613153,BTNT
GARD:0002599,OMIM,613154,BTNT
GARD:0002599,OMIM,615041,BTNT
GARD:0002599,OMIM,615181,BTNT
GARD:0002599,OMIM,614830,BTNT
GARD:0002599,OMIM,615287,BTNT
GARD:0002599,OMIM,613150,BTNT
GARD:0002599,OMIM,615249,BTNT
GARD:0002599,OMIM,253800,BTNT
GARD:0002599,OMIM,616538,BTNT
GARD:0002599,OMIM,618135,BTNT
GARD:0002599,OMIM,253280,BTNT
GARD:0002599,OMIM,236670,NTBT
GARD:0002599,OMIM,614643,BTNT
GARD:0002599,Orphanet,899,Exact
GARD:0002599,SNOMED-CT,111504002,NA
GARD:0002599,UMLS,C0265221,Exact
GARD:0002600,ICD-10,G11.1,NTBT
GARD:0002600,MeSH,C535633,Exact
GARD:0002600,OMIM,212895,Exact
GARD:0002600,Orphanet,1177,Exact
GARD:0002600,UMLS,C0393520,Exact
GARD:0002601,ICD-10,Q87.8,NTBT
GARD:0002601,OMIM,601095,Exact
GARD:0002601,Orphanet,2115,Exact
GARD:0002601,SNOMED-CT,716089008,NA
GARD:0002605,ICD-10,Q87.8,NTBT
GARD:0002605,OMIM,177980,Exact
GARD:0002605,Orphanet,2994,Exact
GARD:0002605,SNOMED-CT,716090004,NA
GARD:0002605,UMLS,C1867443,Exact
GARD:0002610,DiseaseOntology,111076,NA
GARD:0002610,GeneticAlliance,5979,NA
GARD:0002610,GeneticsHomeReference,https://medlineplus.gov/genetics/condition/progressive-familial-heart-block,NA
GARD:0002610,OMIM,604559,Exact
GARD:0002610,Orphanet,871,NTBT
GARD:0002610,SNOMED-CT,698250005,NA
GARD:0002610,UMLS,C1970298,NA
GARD:0002613,ICD-10,Q87.2,NTBT
GARD:0002613,MeSH,C535850,Exact
GARD:0002613,OMIM,212135,Exact
GARD:0002613,Orphanet,1354,Exact
GARD:0002613,SNOMED-CT,721009008,NA
GARD:0002613,UMLS,C1859327,Exact
GARD:0002614,ICD-10,Q87.2,NTBT
GARD:0002614,OMIM,140450,Exact
GARD:0002614,Orphanet,1342,Exact
GARD:0002614,SNOMED-CT,721013001,NA
GARD:0002614,UMLS,C1841657,Exact
GARD:0002620,ICD-10,Q87.8,NTBT
GARD:0002620,OMIM,600559,Exact
GARD:0002620,Orphanet,2119,Exact
GARD:0002620,SNOMED-CT,721015008,NA
GARD:0002620,UMLS,C1833607,Exact
GARD:0002621,ICD-10,Q68.8,NTBT
GARD:0002621,OMIM,158300,Exact
GARD:0002621,Orphanet,3377,Exact
GARD:0002621,SNOMED-CT,8757006,NA
GARD:0002621,UMLS,C0265226,Exact
GARD:0002622,ICD-10,Q87.2,NTBT
GARD:0002622,Orphanet,2492,Exact
GARD:0002622,SNOMED-CT,783156008,NA
GARD:0002622,UMLS,C2931047,Exact
GARD:0002627,OMIM,234820,Exact
GARD:0002627,Orphanet,2126,NTBT
GARD:0002627,UMLS,C0334542,NA
GARD:0002630,ICD-10,Q87.3,NTBT
GARD:0002630,MedDRA,10019463,Exact
GARD:0002630,OMIM,235000,Exact
GARD:0002630,Orphanet,2128,Exact
GARD:0002630,SNOMED-CT,205838004,NA
GARD:0002630,UMLS,C0332890,Exact
GARD:0002630,UMLS,C1856184,Exact
GARD:0002633,ICD-10,Q67.4,NTBT
GARD:0002633,OMIM,141350,Exact
GARD:0002633,Orphanet,1241,Exact
GARD:0002633,SNOMED-CT,733046006,NA
GARD:0002633,UMLS,C1841640,Exact
GARD:0002637,ICD-10,Q04.5,NTBT
GARD:0002637,Orphanet,99802,Exact
GARD:0002637,SNOMED-CT,253170008,NA
GARD:0002637,UMLS,C0431391,Exact
GARD:0002638,DiseaseOntology,111181,NA
GARD:0002638,OMIM,141500,Exact
GARD:0002638,Orphanet,569,NTBT
GARD:0002638,UMLS,C1832884,NA
GARD:0002640,ICD-10,D58.2,NTBT
GARD:0002640,MeSH,D006445,Exact
GARD:0002640,MedDRA,10018883,Exact
GARD:0002640,Orphanet,2132,Exact
GARD:0002640,SNOMED-CT,51053007,NA
GARD:0002640,UMLS,C0019021,Exact
GARD:0002641,ICD-10,D58.2,NTBT
GARD:0002641,ICD-11,3A51.A,Exact
GARD:0002641,MedDRA,10053215,Exact
GARD:0002641,Orphanet,2133,Exact
GARD:0002641,SNOMED-CT,25065001,NA
GARD:0002641,UMLS,C0238159,Exact
GARD:0002642,ICD-10,D58.8,NTBT
GARD:0002642,OMIM,600461,Exact
GARD:0002642,Orphanet,1046,Exact
GARD:0002642,SNOMED-CT,719402008,NA
GARD:0002642,UMLS,C1838120,Exact
GARD:0002650,ICD-10,D69.5,NTBT
GARD:0002650,MedDRA,10062506,Exact
GARD:0002650,Orphanet,3325,Exact
GARD:0002650,SNOMED-CT,73397007,NA
GARD:0002650,UMLS,C0272285,Exact
GARD:0002651,ICD-10,D13.4,BTNT
GARD:0002651,Orphanet,386,Exact
GARD:0002651,SNOMED-CT,715397000,NA
GARD:0002651,UMLS,C0334091,Exact
GARD:0002657,ICD-10,C22.2,Exact
GARD:0002657,ICD-11,2C12.01,Exact
GARD:0002657,MeSH,D018197,Exact
GARD:0002657,MedDRA,10062001,Exact
GARD:0002657,OMIM,114550,NTBT
GARD:0002657,Orphanet,449,Exact
GARD:0002657,SNOMED-CT,109843000,NA
GARD:0002657,UMLS,C0206624,Exact
GARD:0002658,ICD-10,E70.2,NTBT
GARD:0002658,MedDRA,10069462,Exact
GARD:0002658,OMIM,276700,Exact
GARD:0002658,Orphanet,882,Exact
GARD:0002658,SNOMED-CT,410056006,NA
GARD:0002658,UMLS,C0268490,Exact
GARD:0002659,ICD-10,D74.0,NTBT
GARD:0002659,ICD-11,3A92,Exact
GARD:0002659,OMIM,250790,BTNT
GARD:0002659,OMIM,250800,BTNT
GARD:0002659,OMIM,250700,BTNT
GARD:0002659,Orphanet,621,Exact
GARD:0002659,SNOMED-CT,267550008,NA
GARD:0002659,UMLS,C0272087,Exact
GARD:0002682,ICD-10,Q82.8,NTBT
GARD:0002682,MeSH,C536180,Exact
GARD:0002682,OMIM,601375,Exact
GARD:0002682,Orphanet,1808,Exact
GARD:0002682,SNOMED-CT,771239007,NA
GARD:0002682,UMLS,C1832411,Exact
GARD:0002684,ICD-10,D68.8,NTBT
GARD:0002684,OMIM,228960,Exact
GARD:0002684,Orphanet,483,Exact
GARD:0002684,SNOMED-CT,27312002,NA
GARD:0002684,UMLS,C0272340,Exact
GARD:0002690,ICD-10,Q65.8,NTBT
GARD:0002690,OMIM,142669,Exact
GARD:0002690,Orphanet,2114,Exact
GARD:0002690,SNOMED-CT,721148005,NA
GARD:0002690,UMLS,C1840572,Exact
GARD:0002695,ICD-10,Q43.1,NTBT
GARD:0002695,MeSH,C538119,Exact
GARD:0002695,Orphanet,2151,Exact
GARD:0002695,SNOMED-CT,783737007,NA
GARD:0002695,UMLS,C2751683,Exact
GARD:0002700,ICD-10,Q43.1,NTBT
GARD:0002700,MeSH,C538319,Exact
GARD:0002700,OMIM,306980,Exact
GARD:0002700,Orphanet,2150,Exact
GARD:0002700,SNOMED-CT,721222007,NA
GARD:0002700,UMLS,C1844017,Exact
GARD:0002706,ICD-10,I47.1,Exact
GARD:0002706,Orphanet,3283,Exact
GARD:0002706,SNOMED-CT,233901002,NA
GARD:0002706,UMLS,C0039235,Exact
GARD:0002708,ICD-10,E70.8,NTBT
GARD:0002708,MeSH,C538321,Exact
GARD:0002708,OMIM,235830,Exact
GARD:0002708,Orphanet,2158,Exact
GARD:0002708,UMLS,C0268642,Exact
GARD:0002712,ICD-10,E71.3,NTBT
GARD:0002712,OMIM,605911,Exact
GARD:0002712,Orphanet,35701,Exact
GARD:0002712,SNOMED-CT,725286002,NA
GARD:0002712,UMLS,C2751532,Exact
GARD:0002714,Orphanet,98293,Exact
GARD:0002714,UMLS,C0019829,Exact
GARD:0002721,ICD-10,E53.8,NTBT
GARD:0002721,MeSH,D028922,Exact
GARD:0002721,OMIM,253270,Exact
GARD:0002721,Orphanet,79242,Exact
GARD:0002721,SNOMED-CT,360369003,NA
GARD:0002721,UMLS,C0268581,Exact
GARD:0002722,ICD-10,Q04.2,NTBT
GARD:0002722,Orphanet,2165,Exact
GARD:0002722,SNOMED-CT,771146007,NA
GARD:0002725,ICD-10,Q87.8,NTBT
GARD:0002725,OMIM,615465,Exact
GARD:0002725,Orphanet,2117,Exact
GARD:0002725,SNOMED-CT,766032007,NA
