GardId,GardName,Synonyms
"""GARD:0003924""",growth hormone insensitivity syndrome,"['ghis', 'short stature due to a defect in growth hormone receptor or post-receptor pathway']"
"""GARD:0003927""",nasopalpebral lipoma-coloboma syndrome,[]
"""GARD:0003928""",neuronal intestinal pseudoobstruction,[]
"""GARD:0003929""",nathalie syndrome,"['deafness-cataract-skeletal anomalies syndrome', 'sensorineural hearing loss-cataract-skeletal anomalies-cardiomyopathy syndrome']"
"""GARD:0003931""",rheumatoid factor-negative polyarticular juvenile idiopathic arthritis,"['juvenile polyarthritis without rheumatoid factor', 'juvenile rheumatoid factor-negative polyarthritis', 'rheumatoid factor-negative polyarticular jia']"
"""GARD:0003936""",perlman syndrome,['nephroblastomatosis-fetal ascites-macrosomia-wilms tumor syndrome']
"""GARD:0003940""",nephropathy-deafness-hyperparathyroidism syndrome,"['edwards-patton-dilly syndrome', 'nephropathy-hearing loss-hyperparathyroidism syndrome']"
"""GARD:0003943""",nephrosis-deafness-urinary tract-digital malformations syndrome,"['braun-bayer syndrome', 'nephrosis-hearing loss-urinary tract-digital malformations syndrome']"
"""GARD:0003946""",genetic steroid-resistant nephrotic syndrome,"['familial idiopathic steroid-resistant nephrotic syndrome', 'genetic srns', 'hereditary steroid-resistant nephrotic syndrome']"
"""GARD:0003947""",congenital isolated hyperinsulinism,"['phhi', 'persistent hyperinsulinemic hypoglycemia of infancy']"
"""GARD:0003948""",tremor-nystagmus-duodenal ulcer syndrome,['neuhauser-daly-magnelli syndrome']
"""GARD:0003949""",neuhauser-eichner-opitz syndrome,['recurrent encephalophathy of childhood']
"""GARD:0003953""",galactosialidosis,"['goldberg syndrome', 'neuraminidase deficiency with beta-galactosidase deficiency']"
"""GARD:0003955""","amyotrophy, hereditary neuralgic","['brachial plexus neuropathy; hereditary', 'neuritis with brachial predilection', 'amyotrophy; hereditary neuralgic; with predilection for brachial plexus']"
"""GARD:0003956""",choreoacanthocytosis,"['chac', 'chorea-acanthocytosis', 'levine-critchley syndrome']"
"""GARD:0003957""",infantile neuroaxonal dystrophy,"['inad', 'inad1', 'plan', 'phospholipase a2-associated neurodegeneration', 'seitelberger disease']"
"""GARD:0003964""",neurofaciodigitorenal syndrome,['freire maia-pinheiro-opitz syndrome']
"""GARD:0003967""",neurofibromatosis type 6,"['familial café-au-lait spots', 'multiple café-au-lait spots', 'multiple café-au-lait syndrome', 'nf6']"
"""GARD:0003971""",neuronal intranuclear inclusion disease,[]
"""GARD:0003972""",navajo neurohepatopathy,['navajo neuropathy']
"""GARD:0003973""",charcot-marie-tooth disease type 4d,"['cmt4d', 'hmsn; lom type', 'hmsn-lom', 'hereditary motor and sensory neuropathy; lom type']"
"""GARD:0003976""",hereditary sensory and autonomic neuropathy type 2,"['autosomal recessive sensory radicular neuropathy', 'hsan2', 'hereditary sensory and autonomic neuropathy type ii', 'neurogenic acroosteolysis']"
"""GARD:0003979""",neutral lipid storage disease with ichthyosis,"['dorfman-chanarin disease', 'nlsdi']"
"""GARD:0003981""",x-linked severe congenital neutropenia,[]
"""GARD:0003982""",neutropenia-monocytopenia-deafness syndrome,['neutropenia-monocytopenia-hearing loss syndrome']
"""GARD:0003986""",familial multiple nevi flammei,['familial multiple port-wine stains']
"""GARD:0003994""",night blindness-skeletal anomalies-dysmorphism syndrome,['hunter-thompson-reed syndrome']
"""GARD:0003995""",congenital stationary night blindness,['congenital essential nyctalopia']
"""GARD:0003999""",ectopia lentis-chorioretinal dystrophy-myopia syndrome,['noble-bass-sherman syndrome']
"""GARD:0004001""",noma,['cancrum oris']
"""GARD:0004003""",maternally-inherited diabetes and deafness,"['midd', 'maternally-inherited diabetes and hearing loss', 'mitochondrial diabetes']"
"""GARD:0004010""","progressive epilepsy-intellectual disability syndrome, finnish type","['cln8 disease; northern epilepsy variant', 'ncl; northern epilepsy variant', 'neuronal ceroid lipofuscinosis; northern epilepsy variant', 'northern epilepsy']"
"""GARD:0004011""",familial lcat deficiency,"['complete lcat deficiency', 'fld', 'norum disease']"
"""GARD:0004014""",port-wine nevi-mega cisterna magna-hydrocephalus syndrome,['nova syndrome']
"""GARD:0004017""",occipital horn syndrome,[]
"""GARD:0004018""",primary tethered cord syndrome,['primary tethered spinal cord syndrome']
"""GARD:0004031""",oculoauriculofrontonasal syndrome,['oafns']
"""GARD:0004034""","oculocerebral hypopigmentation syndrome, preus type",[]
"""GARD:0004037""",oculocutaneous albinism type 1,['oca1']
"""GARD:0004038""",oculocutaneous albinism type 2,['oca2']
"""GARD:0004039""",oculocutaneous albinism type 3,"['oca3', 'red oculocutaneous albinism', 'rufous oculocutaneous albinism', 'xanthous oculocutaneous albinism']"
"""GARD:0004046""",oculomaxillofacial dysostosis,['richieri-costa-gorlin syndrome']
"""GARD:0004047""",arthrogryposis-oculomotor limitation-electroretinal anomalies syndrome,"['distal arthrogryposis type 5', 'distal arthrogryposis type iib', 'distal arthrogryposis with ophthalmoplegia', 'oculomelic amyoplasia']"
"""GARD:0004049""",3mc syndrome 1,"['michels syndrome; formerly', 'oculopalatoskeletal syndrome', 'craniosynostosis with lid anomalies']"
"""GARD:0004050""",severe oculo-renal-cerebellar syndrome,"['hunter-jurenka-thompson syndrome', 'orc syndrome', 'oculorenocerebellar syndrome']"
"""GARD:0004051""",odonto-onycho dysplasia-alopecia syndrome,[]
"""GARD:0004053""",odontomicronychial dysplasia,[]
"""GARD:0004054""",odonto-onycho-dermal dysplasia,['oodd']
"""GARD:0004060""",orofaciodigital syndrome type 8,"['ofd8', 'oral-facial-digital syndrome type 8', 'oral-facial-digital syndrome; edwards type', 'orofaciodigital syndrome; edwards type']"
"""GARD:0004061""",orofaciodigital syndrome type 10,"['figuera syndrome', 'ofd10', 'oral-facial-digital syndrome type 10', 'orofaciodigital syndrome with fibular aplasia']"
"""GARD:0004062""",infantile-onset spinocerebellar ataxia,"['iosca', 'ohaha syndrome', 'ophthalmoplegia-hypotonia-ataxia-hypoacusis-athetosis syndrome']"
"""GARD:0004064""",okamoto syndrome,[]
"""GARD:0004065""",postaxial tetramelic oligodactyly,[]
"""GARD:0004066""",oligomeganephronia,['oligomeganephronic renal hypoplasia']
"""GARD:0004069""",oliver syndrome,['postaxial polydactyly-intellectual disability syndrome']
"""GARD:0004070""",olivopontocerebellar atrophy-deafness syndrome,['olivopontocerebellar atrophy-hearing loss syndrome']
"""GARD:0004071""",spinocerebellar ataxia type 1,['sca1']
"""GARD:0004072""",spinocerebellar ataxia type 2,['sca2']
"""GARD:0004075""",mutilating palmoplantar keratoderma with periorificial keratotic plaques,"['mutilating palmoplantar hyperkeratosis with periorificial keratotic plaques', 'olmsted syndrome', 'palmoplantar and periorificial keratoderma']"
"""GARD:0004076""",autosomal recessive omodysplasia,['micromelic dysplasia-dislocation of radius syndrome']
"""GARD:0004079""",lethal omphalocele-cleft palate syndrome,['czeizel syndrome']
"""GARD:0004080""",cloacal exstrophy,"['oeis complex', 'omphalocele-cloacal exstrophy-imperforate anus-spinal defect syndrome']"
"""GARD:0004081""",omphalomesenteric cyst,[]
"""GARD:0004083""",cooks syndrome,"['anonychia-onychodystrophy with hypoplasia or absence of distal phalanges syndrome', 'odp']"
"""GARD:0004085""",poikiloderma with neutropenia,['poikiloderma with neutropenia; clericuzio type']
"""GARD:0004098""",opsismodysplasia,[]
"""GARD:0004106""",renal coloboma syndrome,"['coloboma of optic nerve with renal disease', 'papillo-renal syndrome']"
"""GARD:0004107""",optic pathway glioma,[]
"""GARD:0004116""",oromandibular-limb hypogenesis syndrome,['oroacral syndrome']
"""GARD:0004118""",orofaciodigital syndrome type 11,"['ofd11', 'oral-facial-digital syndrome type 11', 'oral-facial-digital syndrome; gabrielli type', 'orofaciodigital syndrome; gabrielli type']"
"""GARD:0004119""","x-linked intellectual disability, shashi type",['syndromic x-linked intellectual disability type 11']
"""GARD:0004120""",orofaciodigital syndrome type 5,"['ofd5', 'oral-facial-digital syndrome type 5', 'orofaciodigital syndrome; thurston type', 'polydactyly postaxial with median cleft of upper lip', 'thurston syndrome']"
"""GARD:0004121""",orofaciodigital syndrome type 1,"['ofd1', 'ofdi', 'ofdsi', 'oral-facial-digital syndrome type 1', 'papillon-léage-psaume syndrome']"
"""GARD:0004129""",oslam syndrome,['osteosarcoma-limb anomalies-erythroid macrocytosis syndrome']
"""GARD:0004130""",otospondylomegaepiphyseal dysplasia,['osmed']
"""GARD:0004131""","thiemann disease, familial form","['aseptic necrosis of phalangeal epiphyses', 'osteochondrosis of phalangeal epiphyses']"
"""GARD:0004133""",familial osteochondritis dissecans,['osteochondritis dissecans and short stature']
"""GARD:0004136""","familial osteodysplasia, anderson type",[]
"""GARD:0004139""",congenital osteogenesis imperfecta-microcephaly-cataracts syndrome,[]
"""GARD:0004142""",osteoglosphonic dysplasia,['osteoglophonic dwarfism']
"""GARD:0004148""",osteopathia striata-cranial sclerosis syndrome,"['hyperostosis generalisata with striations', 'robinow-unger syndrome']"
"""GARD:0004151""",autosomal dominant osteopetrosis type 1,[]
"""GARD:0004153""","osteopetrosis, autosomal recessive 5",['osteopetrosis; infantile malignant 3']
"""GARD:0004154""",osteopetrosis with renal tubular acidosis,"['carbonic anhydrase 2 deficiency', 'guibaud-vainsel syndrome', 'marble brain disease', 'mixed rta', 'mixed renal tubular acidosis', 'renal tubular acidosis type 3']"
"""GARD:0004155""",osteopetrosis and related disorders,[]
"""GARD:0004156""",intermediate osteopetrosis,['autosomal recessive intermediate osteopetrosis']
"""GARD:0004157""","osteopetrosis, autosomal recessive 2","['osteopetrosis; osteoclast-poor', 'osteopetrosis; mild autosomal recessive form']"
"""GARD:0004160""",osteoporosis-pseudoglioma syndrome,"['oppg', 'ocular form of osteogenesis imperfecta']"
"""GARD:0004163""",foix-alajouanine syndrome,"['angiodysgenetic necrotizing myelopathy', 'familial osteosclerosis with abnormalities of the nervous system and meninges', 'subacute angiohypertrophic myelomalacia', 'subacute ascending necrotizing myelitis', 'subacute necrotizing myelitis']"
"""GARD:0004166""",heart defect-tongue hamartoma-polysyndactyly syndrome,['ostravik-lindemann-solberg syndrome']
"""GARD:0004168""",otodental syndrome,"['globodontia', 'otodental dysplasia']"
"""GARD:0004169""",otofaciocervical syndrome,"['fara-chlupackova syndrome', 'ofc syndrome']"
"""GARD:0004170""",otoonychoperoneal syndrome,[]
"""GARD:0004176""",benign paroxysmal tonic upgaze of childhood with ataxia,['ouvrier-billson syndrome']
"""GARD:0004183""",overhydrated hereditary stomatocytosis,[]
"""GARD:0004189""",epiphyseal stippling-osteoclastic hyperplasia syndrome,['pacman dysplasia']
"""GARD:0004192""",extramammary paget disease,[]
"""GARD:0004199""",hydrocephaly-low insertion umbilicus syndrome,['palmer-pagon syndrome']
"""GARD:0004203""",partial pancreatic agenesis,"['congenital pancreatic agenesis', 'partial agenesis of the pancreas']"
"""GARD:0004204""",adenoma of pancreas,['pancreatic adenoma']
"""GARD:0004206""",familial pancreatic carcinoma,['familial pancreatic cancer']
"""GARD:0004210""",pancreatoblastoma,[]
"""GARD:0004213""",polyostotic fibrous dysplasia,[]
"""GARD:0004214""",papilloma of choroid plexus,"['cpp', 'choroid plexus papilloma']"
"""GARD:0004219""",autosomal dominant spastic paraplegia type 17,"['spg17', 'silver syndrome', 'spastic paraplegia-amyotrophy of hands and feet']"
"""GARD:0004222""",parastremmatic dwarfism,[]
"""GARD:0004223""",parc syndrome,['poikiloderma-alopecia-retrognathism-cleft palate syndrome']
"""GARD:0004224""",paris-trousseau thrombocytopenia,[]
"""GARD:0004227""","idiopathic ventricular fibrillation, non brugada type",['familial paroxysmal ventricular fibrillation; non brugada type']
"""GARD:0004228""",neuralgic amyotrophy,"['acute brachial plexus neuritis', 'brachial plexus neuritis', 'immune brachial plexus neuropathy', 'mononeuritis multiplex with brachial predilection', 'neuralgic shoulder amyotrophy']"
"""GARD:0004229""",partial atrioventricular septal defect,"['pavc', 'partial avsd', 'partial atrioventricular canal defect']"
"""GARD:0004235""",partington syndrome,"['partington-mulley syndrome', 'x-linked intellectual disability-dystonia-dysarthria syndrome']"
"""GARD:0004236""",fetal parvovirus syndrome,"['mother-to-child transmission of parvovirus syndrome', 'parvovirus antenatal infection']"
"""GARD:0004238""",blepharonasofacial malformation syndrome,"['pashayan syndrome', 'pashayan-pruzansky syndrome']"
"""GARD:0004259""","pseudoleprechaunism syndrome, patterson type","['patterson pseudoleprechaunism syndrome', 'patterson syndrome']"
"""GARD:0004260""",patterson-stevenson-fontaine syndrome,"['patterson-stevenson syndrome', 'split foot deformity-mandibulofacial dysostosis syndrome']"
"""GARD:0004261""",oligoarticular juvenile idiopathic arthritis,"['oligoarticular jia', 'pauciarticular chronic arthritis']"
"""GARD:0004264""",peho syndrome,"['progressive encephalopathy with edema; hypsarrhythmia and optic atrophy', 'progressive encephalopathy-optic atrophy syndrome']"
"""GARD:0004265""",pelizaeus-merzbacher disease,"['diffuse familial brain sclerosis', 'pmd', 'pelizaeus-merzbacher brain sclerosis', 'sudanophilic leukodystrophy; paelizeus-merzbacher type']"
"""GARD:0004266""",pelizaeus-merzbacher-like disease due to aimp1 mutation,[]
"""GARD:0004269""",pelvic dysplasia-arthrogryposis of lower limbs syndrome,['ray-peterson-scott syndrome']
"""GARD:0004270""","pemphigus vulgaris, familial",[]
"""GARD:0004271""",pendred syndrome,"['goiter-deafness syndrome', 'goiter-hearing loss syndrome']"
"""GARD:0004272""",penile agenesis,"['aphallia', 'penis agenesis']"
"""GARD:0004273""",penoscrotal transposition,[]
"""GARD:0004276""",acroosteolysis-keloid-like lesions-premature aging syndrome,['premature aging syndrome; penttinen type']
"""GARD:0004278""","phosphoenolpyruvate carboxykinase deficiency, cytosolic","['pepck deficiency; cytosolic', 'pck1 deficiency; cytosolic']"
"""GARD:0004279""","phosphoenolpyruvate carboxykinase deficiency, mitochondrial","['pepck2 deficiency', 'pck2 deficiency']"
"""GARD:0004291""",alopecia-intellectual disability syndrome 2,[]
"""GARD:0004299""",autosomal recessive distal osteolysis syndrome,"['distal osteolysis-short stature-intellectual disability syndrome', 'petit-fryns syndrome']"
"""GARD:0004302""",mesomelia-synostoses syndrome,"['8q13 microdeletion syndrome', 'del(8)q(13)', 'mesomelia-synostoses syndrome; verloes-david-pfeiffer type', 'mesomelic dysplasia with acral synostoses; verloes-david-pfeiffer type', 'monosomy 8q13', 'verloes-david syndrome']"
"""GARD:0004303""",deafness-genital anomalies-metacarpal and metatarsal synostosis syndrome,"['hearing loss-genital anomalies-metacarpal and metatarsal synostosis syndrome', 'pfeiffer-kapferer syndrome']"
"""GARD:0004304""",preaxial polydactyly-colobomata-intellectual disability syndrome,['pfeiffer-mayer syndrome']
"""GARD:0004305""",pfeiffer-palm-teller syndrome,[]
"""GARD:0004311""",phakomatosis pigmentokeratotica,[]
"""GARD:0004312""",phakomatosis pigmentovascularis,[]
"""GARD:0004315""",phenobarbital embryopathy,[]
"""GARD:0004319""",dihydropteridine reductase deficiency,"['hyperphenylalaninemia due to dihydropteridine reductase deficiency', 'pku type 2', 'phenylketonuria type 2']"
"""GARD:0004323""",phocomelia-ectrodactyly-deafness-sinus arrhythmia syndrome,"['phocomelia-ectrodactyly-hearing loss-sinus arrhythmia syndrome', 'stoll-lévy-francfort syndrome']"
"""GARD:0004329""",pgm1-cdg,"['cdg syndrome type it', 'cdg-it', 'cdg1t', 'congenital disorder of glycosylation type 1t', 'congenital disorder of glycosylation type it', 'pgm1-related congenital disorder of glycosylation', 'phosphoglucomutase-1 deficiency']"
"""GARD:0004331""",pgm3-cdg,"['cid due to pgm3 deficiency', 'combined immunodeficiency due to pgm3 deficiency', 'pgm3-related congenital disorder of glycosylation']"
"""GARD:0004337""",phosphoribosylpyrophosphate synthetase superactivity,"['prpp synthetase superactivity', 'prps1 superactivity']"
"""GARD:0004344""",piebaldism,[]
"""GARD:0004346""",autosomal dominant cerebellar ataxia,"['adca', 'autosomal dominant spinocerebellar ataxia']"
"""GARD:0004347""",isolated pierre robin syndrome,['isolated pierre robin sequence']
"""GARD:0004357""",late-onset retinal degeneration,"['autosomal dominant late-onset retinal degeneration', 'lord']"
"""GARD:0004358""",severe combined immunodeficiency due to foxn1 deficiency,"['alymphoid cystic thymic dysgenesis', 'nude/scid', 'nude/severe combined immunodeficiency', 'scid due to foxn1 deficiency', 'severe t-cell immunodeficiency-congenital alopecia-nail dystrophy syndrome', 'winged helix deficiency']"
"""GARD:0004359""",ringed hair disease,['pili annulati']
"""GARD:0004361""",pili torti,['twisted hair']
"""GARD:0004362""",pili torti-developmental delay-neurological abnormalities syndrome,[]
"""GARD:0004364""",pili torti-onychodysplasia syndrome,[]
"""GARD:0004365""",ophthalmomandibulomelic dysplasia,"['omm syndrome', 'pillay syndrome']"
"""GARD:0004369""",trichodermodysplasia-dental alterations syndrome,['pinheiro-freire maia-miranda syndrome']
"""GARD:0004372""",pitt-hopkins syndrome,[]
"""GARD:0004375""",thumb stiffness-brachydactyly-intellectual disability syndrome,['piussan-lenaerts-mathieu syndrome']
"""GARD:0004380""",hypoplasminogenemia,['plasminogen deficiency type 1']
"""GARD:0004381""",congenital plasminogen activator inhibitor type 1 deficiency,['congenital pai-1 deficiency']
"""GARD:0004382""","platyspondylic dysplasia, torrance type","['plsd-t', 'platyspondylic dysplasia; torrance-luton type', 'platyspondylic lethal skeletal dysplasia; torrance type']"
"""GARD:0004386""",pneumocystosis,[]
"""GARD:0004391""",kindler epidermolysis bullosa,"['congenital bullous poikiloderma', 'kindler syndrome', 'poikiloderma of kindler']"
"""GARD:0004392""",rothmund-thomson syndrome,"['poikiloderma of rothmund-thomson', 'rts']"
"""GARD:0004410""",non-syndromic polydactyly,[]
"""GARD:0004412""",orofaciodigital syndrome type 6,"['joubert syndrome with oral-facial-digital syndrome', 'joubert syndrome with orofaciodigital defect', 'ofd6', 'oral-facial-digital syndrome type 6', 'polydactyly-cleft lip/palate-psychomotor retardation syndrome', 'váradi syndrome', 'váradi-papp syndrome']"
"""GARD:0004413""",polydactyly-myopia syndrome,['czeizel-brooser syndrome']
"""GARD:0004414""","polydactyly, postaxial, type a1","['postaxial polydactyly; type a', 'polydactyly; postaxial']"
"""GARD:0004417""",polydactyly of a biphalangeal thumb,"['ppd1', 'preaxial polydactyly type 1']"
"""GARD:0004421""",catecholaminergic polymorphic ventricular tachycardia,"['bidirectional ventricular tachycardia induced by catecholamine', 'cpvt', 'malignant paroxysmal ventricular tachycardia', 'polymorphic ventricular tachycardia induced by catecholamines']"
"""GARD:0004424""",polyneuropathy-intellectual disability-acromicria-premature menopause syndrome,['lundberg syndrome']
"""GARD:0004427""",cronkhite-canada syndrome,"['gastrointestinal polyposis-ectodermal changes syndrome', 'gastrointestinal polyposis-skin pigmentation-alopecia-fingernail changes syndrome']"
"""GARD:0004428""",polysyndactyly-cardiac malformation syndrome,['bonneau syndrome']
"""GARD:0004434""",syndactyly type 4,['polysyndactyly; haas type']
"""GARD:0004436""",bartsocas-papas syndrome,"['autosomal recessive popliteal pterygium syndrome', 'lethal popliteal pterygium syndrome']"
"""GARD:0004437""",porencephaly-cerebellar hypoplasia-internal malformations syndrome,['bonnemann-meinecke syndrome']
"""GARD:0004438""",porokeratosis of mibelli,[]
"""GARD:0004439""",punctate palmoplantar keratoderma type 2,"['ppkp2', 'pppp', 'punctate palmoplantar hyperkeratosis type 2']"
"""GARD:0004446""",congenital erythropoietic porphyria,"['cep', 'günther disease']"
"""GARD:0004454""",postpoliomyelitis syndrome,"['postpolio sequelae', 'postpolio syndrome', 'postpoliomyelitic syndrome', 'postpoliomyelitis sequelae']"
"""GARD:0004457""",posterior uveitis,['choroiditis']
"""GARD:0004459""",potassium-aggravated myotonia,"['k+-aggravated myotonia', 'k-aggravated myotonia', 'pam']"
"""GARD:0004465""",phaver syndrome,['powell-chandra-saal syndrome']
"""GARD:0004470""",guttmacher syndrome,['preaxial deficiency-postaxial polydactyly-hypospadias syndrome']
"""GARD:0004475""",familial male-limited precocious puberty,"['fmpp', 'familial gonadotropin-independent male-limited sexual precocity', 'male-limited precocious puberty', 'testotoxicosis']"
"""GARD:0004477""",congenital prekallikrein deficiency,[]
"""GARD:0004482""",x-linked intellectual disability-dysmorphism-cerebral atrophy syndrome,['prieto-badia-mulas syndrome']
"""GARD:0004483""",griscelli syndrome type 2,"['griscelli-pruniéras syndrome type 2', 'hypopigmentation-immunodeficiency with or without neurologic impairment syndrome']"
"""GARD:0004484""",primary ciliary dyskinesia,['pcd']
"""GARD:0004485""",juvenile primary lateral sclerosis,"['jpls', 'juvenile pls']"
"""GARD:0004488""",intellectual disability-cataracts-calcified pinnae-myopathy syndrome,['primrose syndrome']
"""GARD:0004494""",progeria-short stature-pigmented nevi syndrome,['mulvihill-smith syndrome']
"""GARD:0004497""","progeroid syndrome, petty type","['fontaine progeroid syndrome', 'petty syndrome', 'petty-laxova-wiedemann syndrome']"
"""GARD:0004500""",acromelanosis,[]
"""GARD:0004503""",progressive external ophthalmoplegia,[]
"""GARD:0004504""","deafness, x-linked 2","['deafness; conductive; with stapes fixation', 'deafness 3; conductive; with stapes fixation', 'nance deafness', 'deafness; mixed; with perilymphatic gusher', 'sensorineural deafness; profound; with or without a conductive component; associated with a unique developmental abnormality of the ear', 'perilymphatic gusher-deafness syndrome']"
"""GARD:0004507""",atypical progressive supranuclear palsy syndrome,['atypical psp syndrome']
"""GARD:0004508""",prolactinoma,"['lactotroph adenoma', 'prl-secreting pituitary adenoma', 'prloma', 'pituitary lactotrophic adenoma', 'prolactin-secreting pituitary adenoma']"
"""GARD:0004509""",proliferating trichilemmal cyst,[]
"""GARD:0004513""",properdin deficiency,[]
"""GARD:0004518""",aprosencephaly cerebellar dysgenesis,[]
"""GARD:0004520""",familial prostate cancer,[]
"""GARD:0004522""",transcobalamin i deficiency,"['haptocorrin deficiency', 'tci deficiency', 'transcobalamin-1 deficiency']"
"""GARD:0004527""",autosomal erythropoietic protoporphyria,['epp']
"""GARD:0004528""",corpus callosum agenesis-abnormal genitalia syndrome,"['acc-abnormal genitalia syndrome', 'microcephaly-corpus callosum agenesis-abnormal genitalia syndrome', 'proud syndrome', 'proud-levine-carpenter syndrome']"
"""GARD:0004531""",proximal spinal muscular atrophy,['sma']
"""GARD:0004536""",pseudopelade of brocq,[]
"""GARD:0004539""",bifunctional enzyme deficiency,[]
"""GARD:0004540""",pseudoachondroplasia,"['pseudoachondroplastic dysplasia', 'pseudoachondroplastic spondyloepiphyseal dysplasia']"
"""GARD:0004543""",peroxisomal acyl-coa oxidase deficiency,"['pseudo-nald', 'pseudo-neonatal adrenoleukodystrophy', 'pseudoadrenoleukodystrophy']"
"""GARD:0004544""",pseudoaminopterin syndrome,"['assa', 'aminopterin syndrome-like sine aminopterin']"
"""GARD:0004550""",disorder of sex development-intellectual disability syndrome,['verloes-gillerot-fryns syndrome']
"""GARD:0004552""",generalized pseudohypoaldosteronism type 1,"['autosomal recessive pha1', 'autosomal recessive pseudohypoaldosteronism type 1', 'generalized pha1']"
"""GARD:0004553""",pseudohypoaldosteronism type 2,"['chloride shunt syndrome', 'familial hyperkalemic hypertension', 'gordon hyperkalemia-hypertension syndrome', 'hyperkalemia-hypertension syndrome; gordon type', 'hypertensive hyperkalemia', 'mineralocorticoid resistant hyperkalemia', 'pha2', 'phaii', 'spitzer-weinstein syndrome']"
"""GARD:0004559""",acrootoocular syndrome,['pseudopapilledema-blepharophimosis-hand anomalies syndrome']
"""GARD:0004561""",idiopathic intracranial hypertension,"['benign intracranial hypertension', 'iih', 'pseudotumor cerebri']"
"""GARD:0004568""",pterygium colli-intellectual disability-digital anomalies syndrome,['khalifa-graham syndrome']
"""GARD:0004569""",familial pterygium of the conjunctiva,[]
"""GARD:0004570""",antecubital pterygium syndrome,[]
"""GARD:0004573""",x-linked lethal multiple pterygium syndrome,[]
"""GARD:0004577""",ptosis-strabismus-ectopic pupils syndrome,['mcpherson-hall syndrome']
"""GARD:0004582""",hereditary pulmonary alveolar proteinosis,"['congenital pap', 'congenital pulmonary alveolar proteinosis']"
"""GARD:0004584""",pulmonary arteriovenous malformation,['pavm']
"""GARD:0004586""",abnormal origin of right or left pulmonary artery from the aorta,"['hemitruncus arteriosus', 'pulmonary artery coming from the aorta']"
"""GARD:0004588""",pulmonary atresia with ventricular septal defect,[]
"""GARD:0004589""",peripheral pulmonary stenosis,"['branch pulmonary artery stenosis', 'pulmonary branch stenosis']"
"""GARD:0004593""",congenital pulmonary sequestration,['congenital bronchopulmonary sequestration']
"""GARD:0004594""",supravalvular pulmonary stenosis,[]
"""GARD:0004597""",pulmonary valve agenesis,"['absent pulmonary valve syndrome', 'congenital absence of the pulmonary valve', 'pva']"
"""GARD:0004598""",congenital pulmonary veins atresia or stenosis,[]
"""GARD:0004599""",congenital pulmonary venous return anomaly,['congenital pulmonary venous connection anomaly']
"""GARD:0004600""",pulmonary atresia-intact ventricular septum syndrome,[]
"""GARD:0004603""",punctate acrokeratoderma freckle-like pigmentation,[]
"""GARD:0004606""",purine nucleoside phosphorylase deficiency,"['pnp deficiency', 'pnpase deficiency']"
"""GARD:0004607""",immune-mediated thrombotic thrombocytopenic purpura,"['acquired ttp', 'acquired thrombotic thrombocytopenic purpura', 'autoimmune thrombotic thrombocytopenic purpura', 'thrombotic thrombocytopenic purpura due to anti-adamts-13 antibodies', 'attp', 'ittp']"
"""GARD:0004610""",pyknoachondrogenesis,['camera syndrome']
"""GARD:0004611""",pycnodysostosis,['pyknodysostosis']
"""GARD:0004612""",pyle disease,['metaphyseal dysplasia; pyle type']
"""GARD:0004614""",pyomyositis,"['myositis purulenta tropica', 'myositis tropicans', 'pm', 'suppurative myositis', 'tropical pyomyositis']"
"""GARD:0004620""",pyruvate dehydrogenase e1-alpha deficiency,"['pdhad', 'pyruvate decarboxylase deficiency', 'pyruvate dehydrogenase complex e1 component subunit alpha deficiency']"
"""GARD:0004627""",radial ray hypoplasia-choanal atresia syndrome,['goldblatt-viljoen syndrome']
"""GARD:0004628""",oculofaciocardiodental syndrome,"['cataract-microphthalmia-radiculomegaly-cardiac septal defect syndrome', 'ofcd syndrome']"
"""GARD:0004633""",absent radius-anogenital anomalies syndrome,[]
"""GARD:0004634""",leukocyte adhesion deficiency type ii,"['cdg syndrome type iic', 'cdg-iic', 'cdg2c', 'lad-ii', 'rambam-hasharon syndrome', 'slc35c1-cdg']"
"""GARD:0004635""",retinal ischemic syndrome-digestive tract small vessel hyalinosis-diffuse cerebral calcifications syndrome,"['rambaud-gallian syndrome', 'rambaud-gallian-touchard syndrome']"
"""GARD:0004636""",ramos-arroyo syndrome,"['corneal anesthesia-deafness-intellectual disability syndrome', 'corneal anesthesia-hearing loss-intellectual disability syndrome']"
"""GARD:0004637""",rapadilino syndrome,[]
"""GARD:0004638""",external auditory canal atresia-vertical talus-hypertelorism syndrome,['rasmussen-johnsen-thomsen syndrome']
"""GARD:0004641""",ichthyosis-intellectual disability-dwarfism-renal impairment syndrome,['passwell-goodman-siprkowski syndrome']
"""GARD:0004644""",ataxia-deafness-intellectual disability syndrome,"['ataxia-hearing loss-intellectual disability syndrome', 'reardon-baraitser syndrome']"
"""GARD:0004647""",complex regional pain syndrome,[]
"""GARD:0004648""",infantile refsum disease,"['ird', 'mild pbd-zsd', 'mild peroxisome biogenesis disorder-zellweger spectrum disorder']"
"""GARD:0004655""",renal caliceal diverticuli-deafness syndrome,['renal caliceal diverticuli-hearing loss syndrome']
"""GARD:0004665""",nphp3-related meckel-like syndrome,"['goldston syndrome', 'meckel syndrome type 7', 'meckel-like syndrome type 1', 'renal-hepatic-pancreatic dysplasia-dandy-walker cysts syndrome']"
"""GARD:0004666""",autosomal recessive distal renal tubular acidosis,"['ar drta', 'autosomal recessive distal rta']"
