GardID,DataSource,SourceID,ClassificationLevel,DisorderType,SourceName,SourceSynonym,OmimMember,ParentOrphaCode,ParentOrphaName,ParentGardID,RdRequestID
GARD:0008249,Orphanet,75564,Disorder,[Disease],Acquired idiopathic sideroblastic anemia,"[AISA, Primary acquired sideroblastic anemia, RARS, Refractory anemia with ringed sideroblasts]",,,,,
GARD:0018928,Orphanet,75565,Disorder,[Disease],Tropical endomyocardial fibrosis,"[Davies disease, TEMF]",,,,,
GARD:0018929,Orphanet,75566,Disorder,[Disease],Loeffler endocarditis,[Eosinophilic endocarditis],,,,,
GARD:0018930,Orphanet,75567,Disorder,[Clinical syndrome],Primary progressive freezing gait,[PPFG],,,,,
GARD:0004769,Orphanet,75840,Disorder,[Disease],"Congenital muscular dystrophy, Ullrich type","[Scleroatonic muscular dystrophy, UCMD, Ullrich disease]","[254090, 616470]",,,,
GARD:0018931,Orphanet,75857,Disorder,[Malformation syndrome],6q terminal deletion syndrome,,,,,,
GARD:0010121,Orphanet,75858,Disorder,[Disease],MORM syndrome,[Intellectual disability-truncal obesity-retinal dystrophy-micropenis syndrome],[610156],,,,
GARD:0018932,Orphanet,77240,Group of disorders,[Category],Primary lymphedema,,,,,,
GARD:0015017,Orphanet,77258,Disorder,[Malformation syndrome],Trichorhinophalangeal syndrome type 1 and 3,,"[190350, 190351]",,,,
GARD:0002441,Orphanet,77259,Subtype of disorder,[Clinical subtype],Gaucher disease type 1,[Non-cerebral juvenile Gaucher disease],[230800],,,,
GARD:0002442,Orphanet,77260,Subtype of disorder,[Clinical subtype],Gaucher disease type 2,"[Acute neuronopathic Gaucher disease, Infantile cerebral Gaucher disease]",[230900],,,,
GARD:0002443,Orphanet,77261,Subtype of disorder,[Clinical subtype],Gaucher disease type 3,"[Cerebral juvenile and adult form of Gaucher disease, Chronic neuronopathic Gaucher disease, Gaucher disease, subacute neuronopathic type]",[231000],,,,
GARD:0007206,Orphanet,77292,Disorder,[Disease],Infantile neurovisceral acid sphingomyelinase deficiency,"[Infantile neurovisceral ASMD, NPD-A, Niemann-Pick disease type A]",[257200],,,,
GARD:0010729,Orphanet,77293,Disorder,[Disease],Chronic visceral acid sphingomyelinase deficiency,"[Chronic visceral ASMD, NPD-B, Niemann-Pick disease type B]",[607616],,,,
GARD:0009632,Orphanet,77295,Subtype of disorder,[Clinical subtype],Odontoleukodystrophy,"[Dentoleukoencephalopathy, Leukodystrophy with oligodontia]",[607694],,,,
GARD:0008593,Orphanet,77296,Disorder,[Malformation syndrome],Morgagni-Stewart-Morel syndrome,[Hyperostosis frontalis interna],[144800],,,,
GARD:0010088,Orphanet,77297,Disorder,[Disease],Majeed syndrome,[Chronic recurrent multifocal osteomyelitis-congenital dyserythropoietic anemia-neutrophilic dermatosis syndrome],[609628],,,,
GARD:0001443,Orphanet,77298,Disorder,[Malformation syndrome],Anophthalmia/microphthalmia-esophageal atresia syndrome,"[MCOPS3, Syndromic microphthalmia type 3]",[206900],,,,
GARD:0009292,Orphanet,77299,Disorder,[Malformation syndrome],Microphthalmia-brain atrophy syndrome,"[MCOPS10, MOBA syndrome, Syndromic microphthalmia type 10]",[611222],,,,
GARD:0018933,Orphanet,77300,Disorder,[Malformation syndrome],Auricular abnormalities-cleft lip with or without cleft palate-ocular abnormalities syndrome,,,,,,
GARD:0018934,Orphanet,77301,Disorder,[Malformation syndrome],Monosomy 9q22.3,[Microdeletion 9q22.3],,,,,
GARD:0018935,Orphanet,77828,Group of disorders,[Category],Genetic obesity,,,,,,
GARD:0018936,Orphanet,77830,Group of disorders,[Category],Rare genetic odontologic disease,,,,,,
GARD:0018937,Orphanet,79062,Group of disorders,[Category],Disorder of amino acid and other organic acid metabolism,,,,,,
GARD:0016696,Orphanet,79076,Subtype of disorder,[Clinical subtype],Juvenile polyposis of infancy,[Infantile juvenile polyposis syndrome],"[175050, 612242]",,,,
GARD:0007043,Orphanet,79078,Subtype of disorder,[Clinical subtype],IgG4-related dacryoadenitis and sialadenitis,"[Chronic dacryoadenitis and sialadenitis, Mikulicz disease]",,,,,
GARD:0012600,Orphanet,79083,Disorder,[Disease],PPARG-related familial partial lipodystrophy,"[FPLD3, Familial partial lipodystrophy type 3, PPARG-related FPLD]",[604367],,,,
GARD:0012598,Orphanet,79084,Disorder,[Disease],"Familial partial lipodystrophy, Köbberling type","[FPLD1, Familial partial lipodystrophy type 1]",[608600],,,,
GARD:0012599,Orphanet,79085,Disorder,[Disease],AKT2-related familial partial lipodystrophy,[AKT2-related FPLD],,,,,
GARD:0012603,Orphanet,79086,Disorder,[Disease],Acquired generalized lipodystrophy,"[Acquired lipoatrophic diabetes, Lawrence syndrome, Lawrence-Seip syndrome]",,,,,
GARD:0010509,Orphanet,79087,Disorder,[Disease],Acquired partial lipodystrophy,"[Barraquer-Simons syndrome, Progressive cephalothoracic lipodystrophy]",[608709],,,,
GARD:0005867,Orphanet,79088,Group of disorders,[Clinical group],Localized lipodystrophy,,,,,,
GARD:0009494,Orphanet,79091,Disorder,[Disease],Hereditary inclusion body myopathy-joint contractures-ophthalmoplegia syndrome,"[HIBM3, Hereditary inclusion body myopathy type 3, IBM3, Inclusion body myopathy type 3]",[605637],,,,
GARD:0004163,Orphanet,79093,Disorder,[Malformation syndrome],Foix-Alajouanine syndrome,"[Angiodysgenetic necrotizing myelopathy, Familial osteosclerosis with abnormalities of the nervous system and meninges, Subacute angiohypertrophic myelomalacia, Subacute ascending necrotizing myelitis, Subacute necrotizing myelitis]",,,,,
GARD:0016697,Orphanet,79094,Disorder,[Malformation syndrome],Grange syndrome,"[Grange occlusive arterial syndrome, Progressive arterial occlusive disease-hypertension-heart defects-bone fragility-brachysyndactyly syndrome]",[602531],,,,
GARD:0010046,Orphanet,79095,Disorder,[Disease],Congenital bile acid synthesis defect type 4,"[2-methylacyl-CoA racemase deficiency, AMACR deficiency, Alpha-methyl-acyl-CoA racemase deficiency, BASD4, Liver disease-retinitis pigmentosa-polyneuropathy-epilepsy syndrome]","[614307, 214950]",,,,
GARD:0010730,Orphanet,79096,Disorder,[Disease],Pyridoxal phosphate-responsive seizures,"[PNPO deficiency, PNPO-related neonatal epileptic encephalopathy, Pyridoxal phosphate-dependent seizures, Pyridoxamine 5'-oxidase deficiency, Pyridoxamine 5'-phosphate oxidase deficiency]",[610090],,,,
GARD:0018938,Orphanet,79097,Disorder,[Disease],Folinic acid-responsive seizures,,,,,,
GARD:0018939,Orphanet,79098,Disorder,[Disease],Sympathetic ophthalmia,[Sympathetic uveitis],,,,,
GARD:0018940,Orphanet,79099,Disorder,[Disease],Interstitial granulomatous dermatitis with arthritis,"[Ackerman dermatitis syndrome, Ackerman syndrome, IGDA]",,,,,
GARD:0009744,Orphanet,79100,Disorder,[Disease],Atrophoderma vermiculata,[Folliculitis ulerythematosa reticulate],"[209700, 604093]",,,,
GARD:0006710,Orphanet,79101,Disorder,[Disease],Hyperprolinemia type 2,[Delta-1-pyrroline-5-carboxylate dehydrogenase deficiency],[239510],,,,
GARD:0010814,Orphanet,79102,Disorder,[Disease],Thyrotoxic periodic paralysis,[Thyrotoxic hypokalemic periodic paralysis],"[614834, 613239, 188580]",,,,
GARD:0018941,Orphanet,79105,Disorder,[Disease],Myxofibrosarcoma,"[Fibromyxosarcoma, Myxoid malignant fibrous histiocytoma]",,,,,
GARD:0016698,Orphanet,79106,Disorder,[Malformation syndrome],Eiken syndrome,,[600002],,,,
GARD:0009818,Orphanet,79107,Disorder,[Malformation syndrome],Developmental malformations-deafness-dystonia syndrome,[Developmental malformations-hearing loss-dystonia syndrome],[607371],,,,
GARD:0010056,Orphanet,79113,Disorder,[Malformation syndrome],Mandibulofacial dysostosis-microcephaly syndrome,"[MFDM syndrome, Mandibulofacial dysostosis, Guion-Almeida type]",[610536],,,,
GARD:0016699,Orphanet,79118,Disorder,[Disease],Neonatal diabetes-congenital hypothyroidism-congenital glaucoma-hepatic fibrosis-polycystic kidneys syndrome,,[610199],,,,
GARD:0010083,Orphanet,79124,Disorder,[Disease],Hepatic veno-occlusive disease-immunodeficiency syndrome,[VODI syndrome],[235550],,,,
GARD:0012835,Orphanet,79126,Disorder,[Disease],Acute interstitial pneumonia,"[Acute interstitial pneumonitis, Hamman-Rich syndrome]",[178500],,,,
GARD:0018942,Orphanet,79127,Disorder,[Disease],Respiratory bronchiolitis-interstitial lung disease syndrome,[RB-ILD],,,,,
GARD:0016700,Orphanet,79128,Disorder,[Disease],Lymphoid interstitial pneumonia,[Lymphocytic interstitial pneumonia],[247610],,,,
GARD:0018943,Orphanet,79129,Disorder,[Malformation syndrome],Trichodysplasia-amelogenesis imperfecta syndrome,,,,,,
GARD:0016524,Orphanet,79133,Subtype of disorder,[Clinical subtype],Focal facial dermal dysplasia type I,"[Bitemporal aplasia cutis congenita, Brauer syndrome, FFDD type I, FFDD1, Focal facial dermal dysplasia 1, Brauer type, Focal facial dermal dysplasia type 1]",[136500],,,,
GARD:0016701,Orphanet,79134,Disorder,[Disease],DEND syndrome,[Developmental delay-epilepsy-neonatal diabetes syndrome],[606176],,,,
GARD:0016702,Orphanet,79135,Disorder,[Disease],Episodic ataxia type 3,[Episodic ataxia-vertigo-tinnitus-myokymia syndrome],[606554],,,,
GARD:0016703,Orphanet,79136,Disorder,[Disease],Episodic ataxia type 4,"[PATX, Periodic vestibulocerebellar ataxia]",[606552],,,,
GARD:0016704,Orphanet,79137,Disorder,[Disease],Generalized epilepsy-paroxysmal dyskinesia syndrome,[GEPD],[609446],,,,
GARD:0018944,Orphanet,79138,Disorder,[Disease],Bickerstaff brainstem encephalitis,,,,,,
GARD:0006797,Orphanet,79139,Disorder,[Disease],Japanese encephalitis,,,,,,
GARD:0009266,Orphanet,79140,Disorder,[Disease],Cutaneous neuroendocrine carcinoma,"[MCC, Merkel cell carcinoma]",,,,,
GARD:0016705,Orphanet,79141,Disorder,[Disease],Hereditary painful callosities,"[Keratosis palmoplantaris nummularis, PPK nummularis, Plamoplantar hyperkeratosis nummularis, Plamoplantar keratoderma nummularis]",[114140],,,,
GARD:0010048,Orphanet,79143,Disorder,[Disease],Isolated congenital anonychia,[Isolated anonychia],"[107000, 206800, 614149]",,,,
GARD:0009761,Orphanet,79144,Disorder,[Disease],Isolated congenital onychodysplasia,"[COIF, COIF syndrome, Congenital onychodysplasia of the index fingers, Iso-Kikuchi syndrome]",[605779],,,,
GARD:0009775,Orphanet,79145,Disorder,[Disease],Dowling-Degos disease,[Reticular pigment anomaly of flexures],"[179850, 615674, 615696, 615327]",,,,
GARD:0016706,Orphanet,79146,Disorder,[Disease],Familial progressive hyperpigmentation,"[Melanosis diffusa congenita, Melanosis universalis hereditaria, Universal melanosis]","[614233, 145250]",,,,
GARD:0013331,Orphanet,79147,Disorder,[Disease],Familial reactive perforating collagenosis,,[216700],,,,
GARD:0010103,Orphanet,79148,Disorder,[Disease],Elastosis perforans serpiginosa,,[130100],,,,
GARD:0001815,Orphanet,79149,Disorder,[Disease],Dermochondrocorneal dystrophy,[François syndrome],[221800],,,,
GARD:0011004,Orphanet,79150,Disorder,[Disease],Linear and whorled nevoid hypermelanosis,[LWNH],[614323],,,,
GARD:0016707,Orphanet,79151,Disorder,[Disease],Acrokeratosis verruciformis of Hopf,[AKV of Hopf],[101900],,,,
GARD:0010983,Orphanet,79152,Disorder,[Disease],Disseminated superficial actinic porokeratosis,,"[614714, 616631, 607728, 175900, 612353, 616063, 612293]",,,,
GARD:0010363,Orphanet,79153,Disorder,[Disease],Idiopathic trachyonychia,,[161050],,,,
GARD:0016708,Orphanet,79154,Disorder,[Disease],2-aminoadipic 2-oxoadipic aciduria,[Alpha-aminoadipic aciduria],[204750],,,,
GARD:0010039,Orphanet,79155,Disorder,[Disease],Hydroxykynureninuria,"[Kynureninase deficiency, Xanthurenic aciduria]",[236800],,,,
GARD:0016709,Orphanet,79156,Disorder,[Disease],Seizures-intellectual disability due to hydroxylysinuria syndrome,,[236900],,,,
GARD:0010322,Orphanet,79157,Disorder,[Disease],2-methylbutyryl-CoA dehydrogenase deficiency,"[2-methylbutyric aciduria, Developmental delay due to 2-methylbutyryl-CoA dehydrogenase deficiency, SBCAD deficiency, Short/branched-chain acyl-coA dehydrogenase deficiency]",[610006],,,,
GARD:0018945,Orphanet,79158,Group of disorders,[Category],Cerebral organic aciduria,,,,,,
GARD:0010223,Orphanet,79159,Disorder,[Disease],Isobutyryl-CoA dehydrogenase deficiency,[Isobutyric aciduria],[611283],,,,
GARD:0018946,Orphanet,79161,Group of disorders,[Category],Disorder of carbohydrate metabolism,,,,,,
GARD:0018947,Orphanet,79163,Group of disorders,[Category],Classic organic aciduria,,,,,,
GARD:0018948,Orphanet,79166,Group of disorders,[Category],Disorder of amino acid absorption and transport,,,,,,
GARD:0007837,Orphanet,79167,Group of disorders,[Category],Disorder of urea cycle metabolism and ammonia detoxification,,,,,,
GARD:0018949,Orphanet,79168,Group of disorders,[Category],Disorder of bile acid synthesis,,,,,,
GARD:0018950,Orphanet,79169,Group of disorders,[Category],Disorder of neurotransmitter metabolism and transport,,,,,,
GARD:0018951,Orphanet,79171,Group of disorders,[Category],Disorder of cobalamin metabolism and transport,,,,,,
GARD:0018952,Orphanet,79172,Group of disorders,[Clinical group],Creatine deficiency syndrome,"[CCDS, CDS, Cerebral creatine deficiency syndrome]",,,,,
GARD:0018953,Orphanet,79173,Group of disorders,[Category],Disorder of methionine cycle and sulfur amino acid metabolism,[Cytosolic methyl group transfer or sulfur amino acid metabolism disorder],,,,,
GARD:0018954,Orphanet,79174,Group of disorders,[Category],Disorder of fatty acid oxidation and ketone body metabolism,,,,,,
GARD:0018955,Orphanet,79175,Group of disorders,[Category],Disorder of gamma-aminobutyric acid metabolism,[Disorder of GABA metabolism],,,,,
GARD:0018956,Orphanet,79177,Group of disorders,[Category],Gluconeogenesis disorder,,,,,,
GARD:0018957,Orphanet,79178,Group of disorders,[Category],Glucose transport disorder,,,,,,
GARD:0018958,Orphanet,79179,Group of disorders,[Category],Disorder of glycerol metabolism,,,,,,
GARD:0018959,Orphanet,79181,Group of disorders,[Category],Disorder of histidine metabolism,,,,,,
GARD:0018960,Orphanet,79183,Group of disorders,[Category],Disorder of ketolysis,,,,,,
GARD:0018961,Orphanet,79185,Group of disorders,[Category],Disorder of ornithine or proline metabolism,,,,,,
GARD:0018962,Orphanet,79186,Group of disorders,[Category],Disorder of pentose phosphate metabolism,,,,,,
GARD:0018963,Orphanet,79187,Group of disorders,[Category],Disorder of peptide metabolism,,,,,,
GARD:0012470,Orphanet,79188,Group of disorders,[Category],Peroxisomal beta-oxidation disorder,,,,,,
GARD:0011890,Orphanet,79189,Group of disorders,[Clinical group],Peroxisome biogenesis disorder,"[PBD-ZSD, Peroxisome biogenesis disorder spectrum, Peroxisome biogenesis disorder-Zellweger spectrum disorder]",,,,,
GARD:0018964,Orphanet,79190,Group of disorders,[Category],Disorder of phenylalanin or tyrosine metabolism,,,,,,
GARD:0018965,Orphanet,79191,Group of disorders,[Category],Disorder of purine metabolism,,,,,,
GARD:0018966,Orphanet,79192,Group of disorders,[Category],Disorder of pyridoxine metabolism,,,,,,
GARD:0018967,Orphanet,79193,Group of disorders,[Category],Disorder of pyrimidine metabolism,,,,,,
GARD:0018968,Orphanet,79194,Group of disorders,[Category],Disorder of serine or glycine metabolism,,,,,,
GARD:0018969,Orphanet,79195,Group of disorders,[Category],Sterol biosynthesis disorder,,,,,,
GARD:0018970,Orphanet,79196,Group of disorders,[Category],Disorder of the gamma-glutamyl cycle,,,,,,
GARD:0018971,Orphanet,79197,Group of disorders,[Category],Disorder of branched-chain amino acid metabolism,,,,,,
GARD:0018972,Orphanet,79200,Group of disorders,[Category],Disorder of energy metabolism,,,,,,
GARD:0018973,Orphanet,79201,Group of disorders,[Category],Glycogen storage disease,"[GSD, Glycogenosis]",,,,,
GARD:0012511,Orphanet,79204,Group of disorders,[Category],Lipid storage disease,,,,,,
GARD:0018974,Orphanet,79207,Group of disorders,[Category],Disorder of lysosomal amino acid transport,,,,,,
GARD:0018975,Orphanet,79212,Group of disorders,[Category],Mucolipidosis,,,,,,
GARD:0007065,Orphanet,79213,Group of disorders,[Category],Mucopolysaccharidosis,,,,,,
GARD:0018976,Orphanet,79214,Group of disorders,[Category],Disorder of biogenic amine metabolism and transport,,,,,,
GARD:0018977,Orphanet,79215,Group of disorders,[Category],Oligosaccharidosis,,,,,,
GARD:0018978,Orphanet,79217,Group of disorders,[Category],Other metabolic disease with skin involvement,,,,,,
GARD:0018979,Orphanet,79219,Group of disorders,[Category],Metabolic disease involving other neurotransmitter deficiency,,,,,,
GARD:0018980,Orphanet,79224,Group of disorders,[Category],Disorder of purine or pyrimidine metabolism,,,,,,
GARD:0007672,Orphanet,79225,Group of disorders,[Category],Sphingolipidosis,,,,,,
GARD:0018981,Orphanet,79226,Group of disorders,[Category],Sterol metabolism disorder,,,,,,
GARD:0010092,Orphanet,79230,Disorder,[Disease],Hemochromatosis type 2,[Juvenile hemochromatosis],"[602390, 613313]",,,,
GARD:0016710,Orphanet,79233,Disorder,[Disease],Hypoxanthine guanine phosphoribosyltransferase partial deficiency,"[HPRT deficiency, grade I, HPRT partial deficiency, HPRT-related gout, HPRT-related hyperuricemia, HPRT1 partial deficiency, Hypoxanthine guanine phosphoribosyltransferase 1 partial deficiency, Hypoxanthine guanine phosphoribosyltransferase deficiency, grade I, Kelley-Seegmiller syndrome]",[300323],,,,
GARD:0000047,Orphanet,79234,Subtype of disorder,[Clinical subtype],Crigler-Najjar syndrome type 1,"[Bilirubin uridinediphosphate glucuronosyltransferase deficiency type 1, Bilirubin-UGT deficiency type 1]",[218800],,,,
GARD:0008683,Orphanet,79235,Subtype of disorder,[Clinical subtype],Crigler-Najjar syndrome type 2,"[Bilirubin uridinediphosphate glucuronosyltransferase deficiency type 2, Bilirubin-UGT deficiency type 2]",[606785],,,,
GARD:0002422,Orphanet,79237,Disorder,[Disease],Galactokinase deficiency,"[GALK deficiency, GALK-D, Galactokinase deficiency galactosemia, Galactosemia type 2]",[230200],,,,
GARD:0005392,Orphanet,79238,Disorder,[Disease],Galactose epimerase deficiency,"[Epimerase deficiency galactosemia, GALE deficiency, GALE-D, Galactosemia type 3, UDP-galactose-4-epimerase deficiency, Uridine diphosphate galactose-4-epimerase deficiency]",[230350],,,,
GARD:0013639,Orphanet,79239,Disorder,[Disease],Classic galactosemia,"[GALT deficiency, Galactose-1-phosphate uridyltransferase deficiency, Galactosemia type 1]",[230400],,,,
GARD:0016711,Orphanet,79240,Disorder,[Disease],Glycogen storage disease due to liver and muscle phosphorylase kinase deficiency,"[GSD due to liver and muscle phosphorylase kinase deficiency, GSD type 9B, GSD type IXb, Glycogen storage disease type 9B, Glycogen storage disease type IXb, Glycogenosis due to liver and muscle phosphorylase kinase deficiency, Glycogenosis type 9B, Glycogenosis type IXb]",[261750],,,,
GARD:0000894,Orphanet,79241,Disorder,[Disease],Biotinidase deficiency,"[Juvenile-onset multiple carboxylase deficiency, Late-onset multiple carboxylase deficiency]",[253260],,,,
GARD:0002721,Orphanet,79242,Disorder,[Disease],Holocarboxylase synthetase deficiency,"[Early-onset multiple carboxylase deficiency, Neonatal multiple carboxylase deficiency]",[253270],,,,
GARD:0004620,Orphanet,79243,Subtype of disorder,[Clinical subtype],Pyruvate dehydrogenase E1-alpha deficiency,"[PDHAD, Pyruvate decarboxylase deficiency, Pyruvate dehydrogenase complex E1 component subunit alpha deficiency]",[312170],,,,
GARD:0016712,Orphanet,79244,Subtype of disorder,[Clinical subtype],Pyruvate dehydrogenase E2 deficiency,"[Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex deficiency, Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex deficiency, Pyruvate dehydrogenase complex component E2 deficiency]",[245348],,,,
GARD:0009888,Orphanet,79246,Subtype of disorder,[Clinical subtype],Pyruvate dehydrogenase phosphatase deficiency,[PDH phosphatase deficiency],[608782],,,,
GARD:0010324,Orphanet,79253,Subtype of disorder,[Clinical subtype],Mild phenylketonuria,"[Mild PKU, Variant PKU, Variant phenylketonuria, mPKU]",,,,,
GARD:0018982,Orphanet,79254,Subtype of disorder,[Clinical subtype],Classic phenylketonuria,[Classic PKU],,,,,
GARD:0006479,Orphanet,79255,Subtype of disorder,[Clinical subtype],GM1 gangliosidosis type 1,"[Infantile GM1 gangliosidosis, Norman-Landing disease]",[230500],,,,
GARD:0010126,Orphanet,79256,Subtype of disorder,[Clinical subtype],GM1 gangliosidosis type 2,"[Juvenile GM1 gangliosidosis, Late-infantile GM1 gangliosidosis]",[230600],,,,
GARD:0002431,Orphanet,79257,Subtype of disorder,[Clinical subtype],GM1 gangliosidosis type 3,[Adult-onset GM1 gangliosidosis],[230650],,,,
GARD:0007864,Orphanet,79258,Subtype of disorder,[Clinical subtype],Glycogen storage disease due to glucose-6-phosphatase deficiency type Ia,"[G6P deficiency type 1a, GSD due to G6P deficiency type 1a, GSD due to G6P deficiency type Ia, GSD type 1a, GSDIa, Glycogen storage disease due to G6P deficiency type Ia, Glycogen storage disease type 1a, Glycogenosis due to glucose-6-phosphatase deficiency type 1a, Glycogenosis due to glucose-6-phosphatase deficiency type Ia, Glycogenosis type Ia]",[232200],,,,
GARD:0002515,Orphanet,79259,Subtype of disorder,[Clinical subtype],Glycogen storage disease due to glucose-6-phosphatase deficiency type Ib,"[G6P deficiency type Ib, G6P translocase deficiency, G6PT deficiency, GSD due to G6P deficiency type 1b, GSD due to G6P deficiency type Ib, GSD due to G6PT deficiency, GSD type 1 non a, GSD type 1b, GSD type Ib, GSDIb, Glycogen storage disease due to G6P deficiency type Ib, Glycogen storage disease type 1b, Glycogen storage disease type Ib, Glycogenosis due to glucose-6-phosphatase deficiency type 1b, Glycogenosis due to glucose-6-phosphatase transport defect type Ib, Glycogenosis type 1b, Glycogenosis type Ib]","[232240, 232220]",,,,
GARD:0010973,Orphanet,79262,Disorder,[Disease],Adult neuronal ceroid lipofuscinosis,"[ANCL, Adult NCL, Kufs disease]","[610127, 615362, 204300, 601780, 256730, 614706, 162350]",,,,
GARD:0009447,Orphanet,79263,Disorder,[Disease],Infantile neuronal ceroid lipofuscinosis,"[Hagberg-Santavuori disease, INCL, Infantile NCL, Santavuori disease, Santavuori-Haltia disease]",[256730],,,,
GARD:0004938,Orphanet,79264,Disorder,[Disease],Juvenile neuronal ceroid lipofuscinosis,"[Batten disease, JNCL, Juvenile NCL, Spielmeyer-Vogt disease]","[610127, 204200, 600143, 256730, 204500, 609055]",,,,
GARD:0007071,Orphanet,79269,Subtype of disorder,[Etiological subtype],Sanfilippo syndrome type A,"[Heparan sulfamidase deficiency, MPS3A, MPSIIIA, Mucopolysaccharidosis type 3A, Mucopolysaccharidosis type IIIA]",[252900],,,,
GARD:0007072,Orphanet,79270,Subtype of disorder,[Etiological subtype],Sanfilippo syndrome type B,"[MPS3B, MPSIIIB, Mucopolysaccharidosis type 3B, Mucopolysaccharidosis type IIIB, N-acetyl-alpha-glucosaminidase deficiency]",[252920],,,,
GARD:0007073,Orphanet,79271,Subtype of disorder,[Etiological subtype],Sanfilippo syndrome type C,"[HGSNAT deficiency, Heparan-alpha-glucosaminide N-acetyltransferase deficiency, MPS3C, MPSIIIC, Mucopolysaccharidosis type 3C, Mucopolysaccharidosis type IIIC]",[252930],,,,
GARD:0007074,Orphanet,79272,Subtype of disorder,[Etiological subtype],Sanfilippo syndrome type D,"[GNS deficiency, Glucosamine N-acetyl-6-sulfatase deficiency, MPS3D, MPSIIID, Mucopolysaccharidosis type 3D, Mucopolysaccharidosis type IIID]",[252940],,,,
GARD:0006619,Orphanet,79273,Disorder,[Disease],Hereditary coproporphyria,,[121300],,,,
GARD:0005732,Orphanet,79276,Disorder,[Disease],Acute intermittent porphyria,,[176000],,,,
GARD:0004446,Orphanet,79277,Disorder,[Disease],Congenital erythropoietic porphyria,"[CEP, Günther disease]",[263700],,,,
GARD:0004527,Orphanet,79278,Disorder,[Disease],Autosomal erythropoietic protoporphyria,[EPP],[177000],,,,
GARD:0000116,Orphanet,79279,Subtype of disorder,[Clinical subtype],Alpha-N-acetylgalactosaminidase deficiency type 1,"[NAGA deficiency type 1, Schindler disease type 1]",[609241],,,,
GARD:0009161,Orphanet,79280,Subtype of disorder,[Clinical subtype],Alpha-N-acetylgalactosaminidase deficiency type 2,"[Adult-onset Alpha-N-acetylgalactosaminidase deficiency, Kanzaki disease, NAGA deficiency type 2, Schindler disease type 2]",[609242],,,,
GARD:0003903,Orphanet,79281,Subtype of disorder,[Clinical subtype],Alpha-N-acetylgalactosaminidase deficiency type 3,"[NAGA deficiency type 3, Schindler disease type 3]",[609241],,,,
GARD:0012128,Orphanet,79282,Subtype of disorder,[Clinical subtype],"Methylmalonic acidemia with homocystinuria, type cblC","[CblC defect, Cobalamin C defect, Combined defect in adenosylcobalamin and methylcobalamin synthesis, type cblC, Methylmalonic aciduria with homocystinuria, type cblC]",[277400],,,,
GARD:0003582,Orphanet,79283,Subtype of disorder,[Clinical subtype],"Methylmalonic acidemia with homocystinuria, type cblD","[CblD defect, Cobalamin D defect, Combined defect in adenosylcobalamin and methylcobalamin synthesis, type cblD, Methylmalonic aciduria with homocystinuria, type cblD]",[277410],,,,
GARD:0003584,Orphanet,79284,Subtype of disorder,[Clinical subtype],Methylmalonic acidemia with homocystinuria type cblF,"[CblF defect, Cobalamin F defect, Combined defect in adenosylcobalamin and methylcobalamin synthesis, type cblF, Lysosomal membrane cobalamin transporter deficiency, Methylmalonic aciduria with homocystinuria, type cblF]",[277380],,,,
GARD:0006450,Orphanet,79292,Subtype of disorder,[Clinical subtype],Fish-eye disease,"[FED, Partial LCAT deficiency]",[136120],,,,
GARD:0004011,Orphanet,79293,Subtype of disorder,[Clinical subtype],Familial LCAT deficiency,"[Complete LCAT deficiency, FLD, Norum disease]",[245900],,,,
GARD:0018983,Orphanet,79298,Group of disorders,[Clinical group],Diazoxide-resistant focal hyperinsulinism,"[Hyperinsulinemic hypoglycemia, diazoxide-resistant focal form]",,,,,
GARD:0002818,Orphanet,79299,Disorder,[Disease],Hyperinsulinism due to glucokinase deficiency,[Hyperinsulinemic hypoglycemia due to glucokinase deficiency],[602485],,,,
GARD:0009813,Orphanet,79301,Disorder,[Disease],Congenital bile acid synthesis defect type 1,"[3-beta-hydroxy-delta-5-C27-steroid oxidoreductase deficiency, BASD1]",[607765],,,,
GARD:0016713,Orphanet,79302,Disorder,[Disease],Congenital bile acid synthesis defect type 3,"[BASD3, Oxysterol 7-alpha-hydroxylase deficiency]",[613812],,,,
GARD:0010045,Orphanet,79303,Disorder,[Disease],Congenital bile acid synthesis defect type 2,"[BASD2, Cholestasis with delta(4)-3-oxosteroid 5-beta-reductase deficiency]",[235555],,,,
GARD:0001288,Orphanet,79304,Subtype of disorder,[Clinical subtype],Progressive familial intrahepatic cholestasis type 2,"[BSEP deficiency, PFIC2]","[615878, 601847]",,,,
GARD:0001289,Orphanet,79305,Subtype of disorder,[Clinical subtype],Progressive familial intrahepatic cholestasis type 3,[PFIC3],[602347],,,,
GARD:0009802,Orphanet,79306,Subtype of disorder,[Clinical subtype],Progressive familial intrahepatic cholestasis type 1,"[Byler disease, FIC1 deficiency, PFIC1]",[211600],,,,
GARD:0005500,Orphanet,79310,Subtype of disorder,[Clinical subtype],Vitamin B12-responsive methylmalonic acidemia type cblA,[Vitamin B12-responsive methylmalonic aciduria type cblA],[251100],,,,
GARD:0009479,Orphanet,79311,Subtype of disorder,[Clinical subtype],Vitamin B12-responsive methylmalonic acidemia type cblB,"[Vitamin B12-responsive methylmalonic aciduria, type cblB]",[251110],,,,
