GardID,DataSource,SourceID,ClassificationLevel,DisorderType,Name,Synonym
GARD:0002858,Orphanet,ORPHA:424,Disorder,Disease,Familial hyperthyroidism due to mutations in TSH receptor,Familial non-immune hyperthyroidism|Resistance to thyroid stimulating hormone
GARD:0002863,Orphanet,ORPHA:79495,Subtype of disorder,Clinical subtype,X-linked congenital generalized hypertrichosis,"Congenital generalized hypertrichosis, Macias-Flores type|Macias Flores-Garcia Cruz-Rivera syndrome"
GARD:0002864,Orphanet,ORPHA:2221,Disorder,Disease,Acquired hypertrichosis lanuginosa,
GARD:0002865,Orphanet,ORPHA:2222,Disorder,Disease,Hypertrichosis lanuginosa congenita,Hypertrichosis universalis
GARD:0002871,Orphanet,ORPHA:2224,Disorder,Disease,Hypertryptophanemia,
GARD:0002872,Orphanet,ORPHA:425,Disorder,Disease,Apolipoprotein A-I deficiency,ApoA-I deficiency|Familial apoA-I deficiency|Familial hypoalphalipoproteinemia
GARD:0002876,Orphanet+OMIM,OMIM:615558,Subtype of disorder,Disease subtype,"Hypobetalipoproteinemia, familial, 1","hypobetalipoproteinemia, normotriglyceridemic|acanthocytosis with hypobetalipoproteinemia|Hypobetalipoproteinemia, familial"
GARD:0002877,Orphanet,ORPHA:428,Subtype of disorder,Clinical subtype,Autosomal dominant hypocalcemia,AD hypocalcemia
GARD:0002878,Orphanet,ORPHA:101050,Subtype of disorder,Etiological subtype,Familial hypocalciuric hypercalcemia type 3,FHH type 3
GARD:0002882,Orphanet,ORPHA:932,Disorder,Disease,Achondrogenesis,
GARD:0002887,Orphanet,ORPHA:101041,Subtype of disorder,Clinical subtype,Familial hypofibrinogenemia,
GARD:0002897,Orphanet+OMIM,OMIM:146110,Subtype of disorder,Clinical subtype,Hypogonadotropic hypogonadism 7 with or without anosmia,"Hypogonadism, isolated hypogonadotropic|idiopathic hypogonadotropic hypogonadism"
GARD:0002905,Orphanet,ORPHA:154,Disorder,Disease,Familial isolated dilated cardiomyopathy,Familial or idiopathic dilated cardiomyopathy
GARD:0002906,Orphanet,ORPHA:31043,Subtype of disorder,Clinical subtype,Primary hypomagnesemia with hypercalciuria and nephrocalcinosis without severe ocular involvement,FHHNC without severe ocular involvement|HOMG3|Renal hypomagnesemia type 3
GARD:0002907,Orphanet,ORPHA:1790,Disorder,Malformation syndrome,Hypomandibular faciocranial dysostosis,
GARD:0002908,Orphanet,ORPHA:2491,Disorder,Malformation syndrome,Müllerian duct anomalies-limb anomalies syndrome,
GARD:0002910,Orphanet,ORPHA:2238,Disorder,Disease,Familial isolated hypoparathyroidism,
GARD:0002911,Orphanet,ORPHA:2237,Disorder,Malformation syndrome,Hypoparathyroidism-sensorineural deafness-renal disease syndrome,Barakat syndrome|HDR syndrome|Hypoparathyroidism-sensorineural hearing loss-renal disease syndrome
GARD:0002914,Orphanet+OMIM,OMIM:307700,Subtype of disorder,Clinical subtype,"Hypoparathyroidism, x-linked",
GARD:0002922,Orphanet,ORPHA:98723,Group of disorders,Clinical group,Hypoplastic right heart syndrome,
GARD:0002926,Orphanet,ORPHA:325,Disorder,Disease,Congenital factor II deficiency,Dysprothrombinemia|Hypoprothrombinemia|Prothrombin deficiency
GARD:0002928,Orphanet,ORPHA:2261,Disorder,Malformation syndrome,"Hypospadias-intellectual disability, Goldblatt type syndrome",Goldblatt-Wallis syndrome
GARD:0002930,Orphanet,ORPHA:2353,Disorder,Malformation syndrome,Schilbach-Rott syndrome,BRSS|Hypotelorism-cleft palate-hypospadias syndrome
GARD:0002943,Orphanet,ORPHA:206428,Group of disorders,Clinical group,Hypoxanthine-guanine phosphoribosyltransferase deficiency,HPRT deficiency|HPRT1 deficiency|Hypoxanthine-guanine phosphoribosyltransferase 1 deficiency
GARD:0002945,Orphanet,ORPHA:2268,Disorder,Malformation syndrome,ICF syndrome,Immunodeficiency-centromeric instability-facial anomalies syndrome
GARD:0002946,Orphanet+OMIM,OMIM:242150,Subtype of disorder,Disease subtype,"Keratitis-ichthyosis-deafness syndrome, autosomal recessive","kid syndrome, autosomal recessive|desmons syndrome|Ichthyosiform erythroderma, corneal involvement, and deafness"
GARD:0002952,Orphanet,ORPHA:2273,Disorder,Disease,Ichthyosis follicularis-alopecia-photophobia syndrome,IFAP syndrome|Ichthyosis follicularis-atrichia-photophobia syndrome
GARD:0002954,Orphanet,ORPHA:79503,Disorder,Disease,Ichthyosis hystrix of Curth-Macklin,"Ichthyosis hystrix, Curth-Macklin type"
GARD:0002960,Orphanet,ORPHA:2272,Disorder,Malformation syndrome,Ichthyosis-oral and digital anomalies syndrome,Clayton Smith-Donnai syndrome
GARD:0002966,Orphanet,ORPHA:455,Disorder,Disease,Superficial epidermolytic ichthyosis,Ichthyosis bullosa of Siemens|SEI
GARD:0002978,Orphanet+OMIM,OMIM:601631,Subtype of disorder,Morphological anomaly subtype,Anterior segment dysgenesis 3,"iris hypoplasia with glaucoma|glaucoma iridogoniodysplasia, familial|Iridogoniodysgenesis, type 1|iridogoniodysgenesis anomaly, autosomal dominant"
GARD:0002981,Orphanet+OMIM,OMIM:242670,Subtype of disorder,Disease subtype,Ciliary dyskinesia with defective radial spokes,Immotile cilia syndrome due to defective radial spokes
GARD:0002982,Orphanet+OMIM,OMIM:242680,Subtype of disorder,Disease subtype,Ciliary dyskinesia with excessively long cilia,Immotile cilia syndrome due to excessively long cilia
GARD:0002984,Orphanet+OMIM,OMIM:146830,Subtype of disorder,Disease subtype,"Immune deficiency, familial variable",
GARD:0002988,Orphanet,ORPHA:935,Disorder,Disease,Short-limb skeletal dysplasia with severe combined immunodeficiency,Achondroplasia-SCID syndrome|Achondroplasia-Swiss type agammaglobulinemia syndrome|Achondroplasia-severe combined immunodeficiency syndrome|Immunodeficiency-short limb dwarfism syndrome|Short limb skeletal dysplasia with SCID
GARD:0002989,Orphanet,ORPHA:2759,Disorder,Malformation syndrome,Imperforate oropharynx-costovertebral anomalies syndrome,Seghers syndrome
GARD:0002995,Orphanet,ORPHA:1943,Disorder,Disease,Early-onset progressive encephalopathy with migrant continuous myoclonus,
GARD:0002998,Orphanet,ORPHA:2591,Disorder,Disease,Infantile myofibromatosis,
GARD:0003002,Orphanet,ORPHA:3173,Disorder,Disease,Infantile spasms-broad thumbs syndrome,Tsao-Ellingson syndrome
GARD:0003006,Orphanet,ORPHA:642,Disorder,Disease,Hereditary sensory and autonomic neuropathy type 4,CIPA|Congenital insensitivity to pain with anhidrosis|HSAN4|Hereditary sensory and autonomic neuropathy type IV
GARD:0003007,Orphanet,ORPHA:1052,Disorder,Malformation syndrome,Mosaic variegated aneuploidy syndrome,Warburton-Anyane-Yeboa syndrome
GARD:0003008,Orphanet,ORPHA:2297,Disorder,Disease,Insulin-resistance syndrome type A,
GARD:0003009,Orphanet,ORPHA:2298,Disorder,Disease,Insulin-resistance syndrome type B,
GARD:0003010,Orphanet,ORPHA:97279,Disorder,Disease,Insulinoma,
GARD:0003012,Orphanet,ORPHA:981,Disorder,Morphological anomaly,Internal carotid absence,
GARD:0003013,Orphanet,ORPHA:2300,Disorder,Morphological anomaly,Multiple intestinal atresia,Familial intestinal polyatresia syndrome
GARD:0003017,Orphanet+OMIM,OMIM:300048,Subtype of disorder,Morphological anomaly subtype,"Intestinal pseudoobstruction, neuronal, chronic idiopathic, x-linked","ciip, x-linked|congenital idiopathic intestinal pseudoobstruction|Ipox|intestinal pseudoobstruction, neuronal, chronic idiopathic, with central nervous system involvement"
GARD:0003020,Orphanet,ORPHA:46724,Disorder,Morphological anomaly,Cerebral arteriovenous malformation,Intracranial arteriovenous malformation
GARD:0003024,Orphanet,ORPHA:332,Disorder,Disease,Congenital intrinsic factor deficiency,Congenital pernicious anemia|Gastric intrinsic factor deficiency|Hereditary juvenile megaloblastic anemia due to intrinsic factor deficiency|IFD|Intrinsic factor deficiency
GARD:0003026,Orphanet+OMIM,OMIM:137600,Subtype of disorder,Morphological anomaly subtype,Anterior segment dysgenesis 4,"Iridogoniodysgenesis, type 2|iris hypoplasia with early-onset glaucoma, autosomal dominant|iridogoniodysgenesis syndrome"
GARD:0003030,Orphanet,ORPHA:1509,Disorder,Disease,Coxopodopatellar syndrome,Ischiopatellar dysplasia|SPS|Scott-Taor syndrome|Small patella syndrome
GARD:0003033,Orphanet,ORPHA:472,Disorder,Disease,Isosporiasis,Cystoisosporiasis
GARD:0003045,Orphanet,ORPHA:228349,Subtype of disorder,Etiological subtype,CLN2 disease,Classic late infantile NCL|Classic late infantile neuronal ceroid lipofuscinosis
GARD:0003047,Orphanet,ORPHA:93314,Disorder,Disease,"Spondylometaphyseal dysplasia, Kozlowski type",
GARD:0003048,Orphanet,ORPHA:90647,Disorder,Disease,Jervell and Lange-Nielsen syndrome,Long QT interval-deafness syndrome|Long QT interval-hearing loss syndrome
GARD:0003049,Orphanet,ORPHA:474,Disorder,Malformation syndrome,Jeune syndrome,Asphyxiating thoracic dystrophy of the newborn|JATD|Jeune asphyxiating thoracic dystrophy
GARD:0003051,Orphanet,ORPHA:1112,Disorder,Malformation syndrome,Aphalangy-hemivertebrae-urogenital-intestinal dysgenesis syndrome,Johnson-Munson syndrome
GARD:0003053,Orphanet,ORPHA:1485,Disorder,Malformation syndrome,"Arthrogryposis-hyperkeratosis syndrome, lethal form",Johnston-Aarons-Schelley syndrome
GARD:0003054,Orphanet,ORPHA:2295,Disorder,Disease,Familial articular hypermobility syndrome,Familial joint instability syndrome|Familial joint laxity|Joint instability syndrome
GARD:0003056,Orphanet,ORPHA:2027,Disorder,Malformation syndrome,Gingival fibromatosis-progressive deafness syndrome,Gingival fibromatosis-progressive hearing loss syndrome|Jones syndrome
GARD:0003060,Orphanet,ORPHA:2319,Disorder,Malformation syndrome,Juberg-Hayward syndrome,Cleft lip/palate-abnormal thumbs-microcephaly syndrome|Orocraniodigital syndrome
GARD:0003062,Orphanet,ORPHA:2321,Disorder,Malformation syndrome,Jung syndrome,
GARD:0003065,Orphanet,ORPHA:2929,Disorder,Disease,Juvenile polyposis syndrome,JIP|JPS|Juvenile gastrointestinal polyposis|Juvenile intestinal polyposis
GARD:0003066,Orphanet,ORPHA:1573,Disorder,Malformation syndrome,Hypotrichosis with juvenile macular degeneration,HJMD|Hypotrichosis with juvenile macular dystrophy
GARD:0003068,Orphanet,ORPHA:26137,Disorder,Disease,Juvenile temporal arteritis,JTA|Non-giant cell granulomatous temporal arteritis with eosinophilia
GARD:0003070,Orphanet+OMIM,OMIM:147950,Subtype of disorder,Clinical subtype,Hypogonadotropic hypogonadism 2 with or without anosmia,Kallmann syndrome 2
GARD:0003071,Orphanet+OMIM,OMIM:308700,Subtype of disorder,Clinical subtype,Hypogonadotropic hypogonadism 1 with or without anosmia,anosmic hypogonadism|dysplasia olfactogenitalis of de morsier|kms|hypogonadotropic hypogonadism and anosmia|Kallmann syndrome 1
GARD:0003073,Orphanet+OMIM,OMIM:244200,Subtype of disorder,Clinical subtype,Hypogonadotropic hypogonadism 3 with or without anosmia,
GARD:0003074,Orphanet,ORPHA:1836,Disorder,Malformation syndrome,"Mesomelic dysplasia, Kantaputra type","Kantaputra mesomelic dysplasia|MDK|Mesomelic dysplasia, Thai type"
GARD:0003075,Orphanet,ORPHA:949,Disorder,Malformation syndrome,Acrocraniofacial dysostosis,Kaplan-Plauchu-Fitch syndrome
GARD:0003077,Orphanet,ORPHA:2122,Disorder,Disease,Kaposiform hemangioendothelioma,
GARD:0003078,Orphanet,ORPHA:2328,Disorder,Malformation syndrome,Kapur-Toriello syndrome,"Cleft lip/palate-facial, eye, heart and intestinal anomalies syndrome"
GARD:0003084,Orphanet,ORPHA:2707,Disorder,Malformation syndrome,"Oculocerebrofacial syndrome, Kaufman type",
GARD:0003086,Orphanet,ORPHA:991,Disorder,Malformation syndrome,PAGOD syndrome,Pulmonary hypoplasia-agonadism-dextrocardia-diaphragmatic hernia syndrome
GARD:0003089,Orphanet,ORPHA:2334,Disorder,Disease,Autosomal dominant keratitis,Hereditary keratitis
GARD:0003090,Orphanet,ORPHA:65748,Disorder,Disease,Multiple self-healing squamous epithelioma,"Familial primary self-healing squamous epithelioma of the skin, Ferguson-Smith type|Ferguson-Smith disease|MSSE|Multiple keratoacanthoma, Ferguson-Smith type|Self-healing squamous epithelioma type 1"
GARD:0003092,Orphanet,ORPHA:494,Disorder,Disease,Keratoderma hereditarium mutilans,Mutilating keratoderma of Vohwinkel|Mutilating keratoderma plus deafness|Mutilating keratoderma plus hearing loss|PPK mutilans and deafness|PPK mutilans and hearing loss|Vohwinkel syndrome
GARD:0003094,Orphanet,ORPHA:2202,Disorder,Disease,Palmoplantar keratoderma-deafness syndrome,PPK-deafness syndrome|Palmoplantar hyperkeratosis-deafness syndrome|Palmoplantar hyperkeratosis-hearing loss syndrome|Palmoplantar keratoderma-hearing loss syndrome
GARD:0003095,Orphanet,ORPHA:2201,Disorder,Disease,Palmoplantar keratoderma-spastic paralysis syndrome,Palmoplantar hyperkeratosis-spastic paralysis syndrome|Powell-Venencie-Gordon syndrome
GARD:0003096,Orphanet,ORPHA:495,Disorder,Disease,Transgrediens et progrediens palmoplantar keratoderma,Greither disease|Keratosis extremitatum hereditaria progrediens|Keratosis palmoplantaris transgrediens et progrediens|Progressive diffuse PPK|Progressive diffuse palmoplantar keratoderma|Transgrediens et progrediens PPK
GARD:0003098,Orphanet,ORPHA:2200,Disorder,Disease,Focal palmoplantar and gingival keratoderma,Focal palmoplantar and gingival hyperkeratosis
GARD:0003099,Orphanet,ORPHA:2339,Disorder,Malformation syndrome,Keratosis follicularis-dwarfism-cerebral atrophy syndrome,
GARD:0003100,Orphanet,ORPHA:678,Disorder,Disease,Papillon-Lefèvre syndrome,Keratosis palmoplantar-periodontopathy syndrome|PLS
GARD:0003102,Orphanet,ORPHA:2198,Disorder,Disease,Palmoplantar keratoderma-esophageal carcinoma syndrome,Bennion-Patterson syndrome|Howell-Evans syndrome|Keratosis palmoplantaris-esophageal carcinoma syndrome|Palmoplantar hyperkeratosis-esophageal carcinoma syndrome|Tylosis-oesophageal carcinoma syndrome
GARD:0003103,Orphanet,ORPHA:79501,Disorder,Disease,Punctate palmoplantar keratoderma type 1,"Buschke-Fischer-Brauer syndrome|Keratodermia palmoplantaris papulosa, Buschke-Fischer-Brauer type|PPKP1"
GARD:0003105,Orphanet,ORPHA:28378,Disorder,Disease,Tyrosinemia type 2,Keratosis palmoplantaris-corneal dystrophy syndrome|Oculocutaneous tyrosinemia|Richner-Hanhart syndrome|Tyrosinemia due to TAT deficiency|Tyrosinemia due to tyrosine aminotransferase deficiency|Tyrosinemia type II
GARD:0003109,Orphanet,ORPHA:499,Disorder,Disease,Kerion celsi,
GARD:0003112,Orphanet,ORPHA:98841,Disorder,Disease,Anaplastic large cell lymphoma,ALCL|CD30 positive anaplastic large cell lymphoma|Ki-1 positive anaplastic large cell lymphoma|Primary systemic ALCL|sACL
GARD:0003113,Orphanet,ORPHA:477,Disorder,Disease,KID syndrome,Ichthyosis hystrix Rheydt type|KID/HID syndrome|Keratitis-ichthyosis-deafness/Hystrix-like ichthyosis-deafness syndrome|Keratitis-ichthyosis-hearing loss/Hystrix-like ichthyosis-hearing loss syndrome|Senter syndrome
GARD:0003117,Orphanet,ORPHA:33543,Disorder,Disease,Kleine-Levin syndrome,
GARD:0003118,Orphanet,ORPHA:2110,Disorder,Malformation syndrome,Hallux varus-preaxial polysyndactyly syndrome,Kleiner-Holmes syndrome
GARD:0003122,Orphanet,ORPHA:2346,Group of disorders,Clinical group,Angioosteohypertrophic syndrome,Klippel-Trénaunay-Weber syndrome
GARD:0003124,Orphanet,ORPHA:2347,Disorder,Malformation syndrome,Lethal Kniest-like dysplasia,
GARD:0003125,Orphanet,ORPHA:2698,Disorder,Disease,Knuckle pads-leukonychia-sensorineural deafness-palmoplantar hyperkeratosis syndrome,Bart-Pumphrey syndrome|Knuckle pads-leukonychia-sensorineural deafness-palmoplantar keratoderma syndrome|Knuckle pads-leukonychia-sensorineural hearing loss-palmoplantar hyperkeratosis syndrome|Knuckle pads-leukonychia-sensorineural hearing loss-palmoplantar keratoderma syndrome
GARD:0003126,Orphanet,ORPHA:2348,Disorder,Disease,"Familial partial lipodystrophy, Dunnigan type",Dunnigan syndrome|FPLD2|Familial partial lipodystrophy type 2
GARD:0003128,Orphanet,ORPHA:1946,Disorder,Malformation syndrome,Amelocerebrohypohidrotic syndrome,Epilepsy-dementia-amelogenesis imperfecta syndrome|Kohlschütter-Tönz syndrome
GARD:0003129,Orphanet,ORPHA:3197,Disorder,Disease,Hereditary hyperekplexia,Congenital stiff man syndrome|Familial startle disease|Hereditary hyperexplexia|Kok disease|Stiff baby syndrome
GARD:0003141,Orphanet,ORPHA:3082,Disorder,Malformation syndrome,Intellectual disability-polydactyly-uncombable hair syndrome,Kozlowski-Krajewska syndrome
GARD:0003150,Orphanet,ORPHA:1149,Disorder,Malformation syndrome,Kuskokwim syndrome,Arthrogryposis-like syndrome|Kuskokwim disease
GARD:0003159,Orphanet,ORPHA:2364,Disorder,Disease,Glycogen storage disease due to lactate dehydrogenase deficiency,GSD due to lactate dehydrogenase deficiency|Glycogenosis due to lactate dehydrogenase deficiency|LDH deficiency
GARD:0003160,Orphanet,ORPHA:284426,Subtype of disorder,Clinical subtype,Glycogen storage disease due to lactate dehydrogenase M-subunit deficiency,GSD due to lactate dehydrogenase M-subunit deficiency|Glycogenosis due to lactate dehydrogenase M-subunit deficiency|LDH-M subunit deficiency|Lactate dehydrogenase A deficiency
GARD:0003161,Orphanet,ORPHA:284435,Subtype of disorder,Clinical subtype,Glycogen storage disease due to lactate dehydrogenase H-subunit deficiency,GSD due to lactate dehydrogenase H-subunit deficiency|Glycogenosis due to lactate dehydrogenase H-subunit deficiency|LDH-H subunit deficiency|Lactate dehydrogenase B deficiency
GARD:0003163,Orphanet,ORPHA:17,Disorder,Disease,Fatal infantile lactic acidosis with methylmalonic aciduria,
GARD:0003169,Orphanet,ORPHA:1296,Disorder,Malformation syndrome,Lambert syndrome,Branchial dysplasia-intellectual disability-inguinal hernia syndrome
GARD:0003170,Orphanet+OMIM,OMIM:242300,Subtype of disorder,Disease subtype,"Ichthyosis, congenital, autosomal recessive 1","lamellar exfoliation of newborn|collodion fetus|Ichthyosis, congenital, autosomal recessive 1, with bathing suit distribution|ichthyosis congenita ii|collodion baby, self-healing|ichthyosis congenita|desquamation of newborn|ichthyosis, lamellar, 1, formerly"
GARD:0003178,Orphanet,ORPHA:544,Group of disorders,Clinical group,Diffuse large B-cell lymphoma,DLBCL
GARD:0003181,Orphanet,ORPHA:2371,Disorder,Malformation syndrome,Lethal Larsen-like syndrome,
GARD:0003188,Orphanet,ORPHA:2004,Disorder,Morphological anomaly,Laryngotracheoesophageal cleft,LC|LTEC|Laryngo-tracheo-esophageal cleft|Laryngo-tracheo-esophageal diastema
GARD:0003191,Orphanet,ORPHA:2372,Disorder,Malformation syndrome,Laryngocele,
GARD:0003194,Orphanet,ORPHA:1202,Disorder,Malformation syndrome,Larynx atresia,
GARD:0003195,Orphanet,ORPHA:505,Disorder,Disease,Graham Little-Piccardi-Lassueur syndrome,Graham Little syndrome|Piccardi-Lassueur-Little syndrome
GARD:0003196,Orphanet+OMIM,OMIM:180020,Subtype of disorder,Disease subtype,Retinal cone dystrophy 1,
GARD:0003203,Orphanet,ORPHA:2379,Disorder,Disease,Early-onset parkinsonism-intellectual disability syndrome,Laxova-Opitz syndrome|Waisman syndrome
GARD:0003212,Orphanet,ORPHA:1297,Disorder,Malformation syndrome,Branchio-oculo-facial syndrome,BOFS
GARD:0003223,Orphanet,ORPHA:2658,Disorder,Malformation syndrome,Lenz-Majewski hyperostotic dwarfism,
GARD:0003224,Orphanet,ORPHA:240,Disorder,Malformation syndrome,Léri-Weill dyschondrosteosis,Léri-Weill syndrome
GARD:0003227,Orphanet,ORPHA:1486,Disorder,Malformation syndrome,Lethal congenital contracture syndrome type 1,"Herva disease|LCCS1|Multiple contracture syndrome, Finnish type"
GARD:0003228,Orphanet,ORPHA:511,Disorder,Disease,Maple syrup urine disease,BCKD deficiency|BCKDH deficiency|Branched-chain 2-ketoacid dehydrogenase deficiency|Branched-chain ketoaciduria|MSUD
GARD:0003230,Orphanet,ORPHA:512,Disorder,Disease,Metachromatic leukodystrophy,Arylsulfatase A deficiency|MLD
GARD:0003231,Orphanet,ORPHA:99852,Disorder,Disease,Ravine syndrome,Progressive encephalopathy with severe infantile anorexia|Reunion island-anorexia-vomiting which is irrepressible-neurological signs syndrome
GARD:0003232,Orphanet,ORPHA:2386,Disorder,Disease,Leukoencephalopathy-palmoplantar keratoderma syndrome,
GARD:0003236,Orphanet,ORPHA:2743,Disorder,Malformation syndrome,Ophthalmoplegia-intellectual disability-lingua scrotalis syndrome,Levic-Stefanovic-Nikolic syndrome
GARD:0003242,Orphanet,ORPHA:1300,Disorder,Malformation syndrome,Autosomal dominant popliteal pterygium syndrome,Facio-genito-popliteal syndrome|Popliteal web syndrome
GARD:0003244,Orphanet,ORPHA:755,Disorder,Disease,Leydig cell hypoplasia,"46,XY DSD due to LH resistance or LHB deficiency|46,XY DSD due to luteinizing hormone resistance or luteinizing hormone beta subunit deficiency|46,XY disorder of sex development due to LH resistance or LHB deficiency|46,XY disorder of sex development due to luteinizing hormone resistance or luteinizing hormone beta subunit deficiency"
GARD:0003247,Orphanet,ORPHA:525,Disorder,Disease,Lichen planopilaris,Follicular lichen planus|LPP|Lichen follicularis|Lichen planus follicularis
GARD:0003248,Orphanet,ORPHA:2390,Disorder,Disease,Lichtenstein syndrome,
GARD:0003251,Orphanet,ORPHA:2369,Disorder,Malformation syndrome,Limb body wall complex,Body stalk anomaly|LBWC syndrome
GARD:0003252,Orphanet,ORPHA:1307,Disorder,Malformation syndrome,Distal limb deficiencies-micrognathia syndrome,10q24 microduplication syndrome|Buttiens-Fryns syndrome
GARD:0003259,Orphanet,ORPHA:2611,Disorder,Disease,Linear verrucous nevus syndrome,Linear hamartoma syndrome
GARD:0003262,Orphanet,ORPHA:165,Group of disorders,Clinical group,Neutral lipid storage disease,Lipidosis with triglyceride storage disease
GARD:0003263,Orphanet,ORPHA:2394,Subtype of disorder,Clinical subtype,Pyruvate dehydrogenase E3 deficiency,DLD deficiency|Dihydrolipoamide dehydrogenase deficiency|E3-deficient maple syrup urine disease
GARD:0003268,Orphanet,ORPHA:530,Disorder,Malformation syndrome,Lipoid proteinosis,Hyalinosis cutis et mucosae|Urbach-Wiethe disease
GARD:0003277,Orphanet,ORPHA:51577,Group of disorders,Clinical group,Cobblestone lissencephaly,Lissencephaly type 2
GARD:0003283,Orphanet,ORPHA:2404,Disorder,Disease,Loiasis,
GARD:0003284,Orphanet,ORPHA:101016,Disorder,Disease,Romano-Ward syndrome,Romano-Ward long QT syndrome
GARD:0003285,Orphanet+OMIM,OMIM:613688,Subtype of disorder,Disease subtype,Long qt syndrome 2,
GARD:0003286,Orphanet+OMIM,OMIM:603830,Subtype of disorder,Disease subtype,Long qt syndrome 3,
GARD:0003287,Orphanet,ORPHA:168,Disorder,Disease,Loose anagen syndrome,
GARD:0003295,Orphanet,ORPHA:534,Disorder,Malformation syndrome,Oculocerebrorenal syndrome of Lowe,"Lowe disease|Lowe oculo-cerebro-renal dystrophy|Lowe oculo-cerebro-renal syndrome|Lowe oculocerebrorenal dystrophy|Lowe syndrome|OCRL|Phosphatidylinositol 4,5-biphosphate 5-phosphatase deficiency"
GARD:0003300,Orphanet,ORPHA:2409,Disorder,Malformation syndrome,Lowry-MacLean syndrome,
GARD:0003303,Orphanet,ORPHA:2575,Disorder,Disease,Cystic fibrosis-gastritis-megaloblastic anemia syndrome,Lubani-Al Saleh-Teebi syndrome
GARD:0003307,Orphanet,ORPHA:776,Disorder,Malformation syndrome,Lujan-Fryns syndrome,X-linked intellectual disability with marfanoid habitus
GARD:0003314,Orphanet,ORPHA:1173,Disorder,Disease,Cerebellar ataxia-hypogonadism syndrome,Gordon-Holmes syndrome|Luteinizing hormone-releasing hormone deficiency with ataxia
GARD:0003318,Orphanet,ORPHA:2136,Disorder,Malformation syndrome,Hennekam syndrome,Lymphedema-lymphangiectasia-intellectual disability syndrome
GARD:0003319,Orphanet,ORPHA:538,Disorder,Disease,Lymphangioleiomyomatosis,LAM
GARD:0003321,Orphanet,ORPHA:2035,Disorder,Disease,Lymphatic filariasis,
GARD:0003324,Orphanet,ORPHA:90186,Disorder,Disease,Meige disease,Hereditary lymphedema type II|Meige lymphedema
GARD:0003328,Orphanet+OMIM,OMIM:153100,Subtype of disorder,Disease subtype,Lymphatic malformation 1,"lymphedema, hereditary, type i, formerly|Nonne-milroy lymphedema|primary congenital lymphedema|lymphedema, hereditary, ia, formerly|lymphedema, early-onset|milroy disease"
GARD:0003335,Orphanet,ORPHA:470,Disorder,Disease,Lysinuric protein intolerance,Hyperdibasic aminoaciduria|LPI
GARD:0003342,Orphanet,ORPHA:156207,Group of disorders,Category,Macroglossia,
GARD:0003343,Orphanet,ORPHA:116,Disorder,Malformation syndrome,Beckwith-Wiedemann syndrome,BWS|Exomphalos-macroglossia-gigantism syndrome|Wiedemann-Beckwith syndrome
GARD:0003347,Orphanet,ORPHA:2435,Disorder,Disease,Hypo- and hypermelanotic cutaneous macules-retarded growth-intellectual disability syndrome,Westerhof-Beemer-Cormane syndrome
GARD:0003348,Orphanet,ORPHA:2728,Disorder,Malformation syndrome,"Blepharophimosis-intellectual disability syndrome, Ohdo type","BMRS, Ohdo type|Blepharophimosis syndrome, Ohdo type|Ohdo syndrome|Ohdo-Madokoro-Sonoda syndrome"
GARD:0003350,Orphanet,ORPHA:34528,Disorder,Disease,Autosomal dominant primary hypomagnesemia with hypocalciuria,HOMG2|Isolated autosomal dominant hypomagnesemia|Isolated renal magnesium wasting|Renal hypomagnesemia type 2
GARD:0003361,Orphanet,ORPHA:2215,Disorder,Malformation syndrome,Multiple pterygium-malignant hyperthermia syndrome,Froster-Iskenius-Waterson-Hall syndrome|Malignant hyperthermia-arthrogryposis-torticollis syndrome
GARD:0003363,Orphanet+OMIM,OMIM:145600,Subtype of disorder,Disease subtype,"Malignant hyperthermia, susceptibility to, 1","hyperthermia of anesthesia|hyperpyrexia, malignant|Mhs"
GARD:0003364,Orphanet+OMIM,OMIM:154275,Subtype of disorder,Disease subtype,"Malignant hyperthermia, susceptibility to, 2",
GARD:0003365,Orphanet+OMIM,OMIM:154276,Subtype of disorder,Disease subtype,"Malignant hyperthermia, susceptibility to, 3",
GARD:0003366,Orphanet+OMIM,OMIM:600467,Subtype of disorder,Disease subtype,"Malignant hyperthermia, susceptibility to, 4",
GARD:0003367,Orphanet+OMIM,OMIM:601887,Subtype of disorder,Disease subtype,"Malignant hyperthermia, susceptibility to, 5",
GARD:0003368,Orphanet+OMIM,OMIM:601888,Subtype of disorder,Disease subtype,"Malignant hyperthermia, susceptibility to, 6",
GARD:0003371,Orphanet,ORPHA:943,Disorder,Disease,Malonic aciduria,Malonyl-CoA decarboxylase deficiency
GARD:0003373,Orphanet,ORPHA:2229,Disorder,Malformation syndrome,Dilated cardiomyopathy-hypergonadotropic hypogonadism syndrome,Cardiogenital syndrome|Malouf syndrome|Najjar syndrome
GARD:0003374,Orphanet,ORPHA:90153,Subtype of disorder,Clinical subtype,Mandibuloacral dysplasia with type A lipodystrophy,
GARD:0003378,Orphanet,ORPHA:1120,Disorder,Malformation syndrome,Lung agenesis-heart defect-thumb anomalies syndrome,Mardini-Nyhan syndrome
GARD:0003382,Orphanet,ORPHA:2460,Disorder,Malformation syndrome,Van den Ende-Gupta syndrome,Marden-Walker-like syndrome|VDEGS
GARD:0003388,Orphanet,ORPHA:2463,Disorder,Malformation syndrome,Marfanoid habitus-autosomal recessive intellectual disability syndrome,Fragoso-Cantú syndrome
