n.org_name,Country,zip_code,state,County,city
"""GDS TECHNOLOGY, INC.""",,,,,
"""TELIOS PHARMACEUTICALS, INC.""",,,,,
"""BEND RESEARCH, INC.""",,,,,
"""CLONETICS CORPORATION""",,,,,
"""FLORIDA HOSPITAL ASSOCIATION INFORM SYS""",,,,,
"""RHONE-POULENC RORER GENCELL(RPR GENCELL)""",,,,,
"""TANOX, INC.""",,,,,
"""ATOM SCIENCES, INC.""",,,,,
"""MOUNT SINAI MEDICAL CENTER""",United States,33140,Florida,Miami-Dade County,Miami Beach
"""WHITTIER INSTITUTE FOR DIABETES &ENDOC""",,,,,
"""PALO ALTO MEDICAL FOUNDATION RES INST""",,,,,
"""ST. LUKE'S MEDICAL CENTER""",Pilipinas,1112,Metro Manila,Eastern Manila District,Quezon City
"""BERKELEY ANTIBODY COMPANY""",,,,,
"""LIPITEK INTERNATIONAL, INC.""",,,,,
"""ABBOTT LABORATORIES""",Nederland,8041 AK,Nederland,Overijssel,Zwolle
"""""",,,,,
"""BASIC SCIENCES""",United States,78229,Texas,Bexar County,San Antonio
"""FLORIDA AGRICULTURAL AND MECHANICAL UNIV""",United States,32307,Florida,Leon County,Tallahassee
"""FOND DU LAC RESERVATION""",United States,Minnesota,Saint Louis County,Fond du Lac Reservation,
"""RUTGERS THE STATE UNIV OF NJ NEWARK""",,,,,
"""RESEARCH RESOURCES""",Australia,Queensland,Banana Shire,Dakenba,Department Of Natural Resources and Water - Biloela Research Station
"""HASKINS LABORATORIES, INC.""",,,,,
"""MAINE STATE DEPT/HEALTH/HUMAN SERVS""",,,,,
"""CALIFORNIA STATE UNIVERSITY FRESNO""",United States,93740,California,Fresno County,Fresno
"""LA JOLLA INST FOR ALLERGY &IMMUNOLGY""",,,,,
"""MICHIGAN TECHNOLOGICAL UNIVERSITY""",United States,49931,Michigan,Houghton County,Houghton
"""MICRO-MED, INC.""",,,,,
"""HOUSTON BIOTECHNOLOGY, INC.""",,,,,
"""SWARTHMORE COLLEGE""",United States,19081,Pennsylvania,Delaware County,Swarthmore
"""LEAD FREE KIDS, INC.""",,,,,
"""AMERICAN UNIVERSITY""",United States,20016,District of Columbia,Washington,Ward 3
"""CLEMSON UNIVERSITY""",United States,29634,South Carolina,Pickens County,Douthit Hills
"""EMMES CORPORATION""",,,,,
"""AMVAX""",,,,,
"""DNAX RESEARCH INSTITUTE/MOL CELL BIOL""",,,,,
"""SIDNEY KIMMEL CANCER CENTER""",United States,19107,Pennsylvania,Philadelphia County,Philadelphia
"""RESEARCH INSTITUTE FOR TROPICAL MEDICINE""",Pilipinas,1781,Metro Manila,Southern Manila District,Muntinlupa
"""UNIVERSITY OF VALLE""",Colombia,760032,RAP Pacífico,Valle del Cauca,Sur
"""FEDERAL UNIVERSITY OF BAHIA""",Brasil,48902-300,Região Nordeste,Bahia,Região Geográfica Intermediária de Juazeiro
"""CALIFORNIA BIOTECHNOLOGY, INC.""",,,,,
"""CITY OF HOPE/BECKMAN RESEARCH INSTITUTE""",,,,,
"""CALIFORNIA PACIFIC MED CTR RES INSTITUTE""",,,,,
"""AARON DIAMOND AIDS RESEARCH CENTER""",,,,,
"""UNIVERSITY OF BRITISH COLUMBIA""",Canada,V6S 0M2,British Columbia,Metro Vancouver Regional District,Electoral Area A
"""GLAXOSMITHKLINE""",United States,North Carolina,Wake County,Zebulon,GlaxoSmithKline
"""BAXTER HEALTHCARE CORP-FENWAL DIVISION""",,,,,
"""UNIVERSITA DI TORINO""",Italia,10123,Piemonte,Torino,Circoscrizione 1
"""TEL AVIV UNIVERSITY""",ישראל,5253527,מחוז תל אביב,נפת תל אביב,תל־אביב–יפו
"""ESCAGENETICS CORPORATION""",,,,,
"""SOCIETAL INSTITUTE OF THE MATH SCIENCES""",,,,,
"""LSU PENNINGTON BIOMEDICAL RESEARCH CTR""",,,,,
"""TEXAS AGRILIFE RESEARCH""",United States,75252,Texas,Collin County,Dallas
"""LA BIOMED RES INST/ HARBOR UCLA MED CTR""",,,,,
"""UNIVERSITY OF NEWCASTLE""",Australia,2308,New South Wales,Newcastle City Council,Newcastle-Maitland
"""TOURO INFIRMARY""",United States,70115,Louisiana,Orleans Parish,New Orleans
"""OSCIENT PHARMACEUTICALS CORPORATION""",,,,,
"""EASTERN KENTUCKY UNIVERSITY""",United States,40475,Kentucky,Madison County,Richmond
"""KEYSTONE CENTER""",United States,Tennessee,East Tennessee,Knox County,Knoxville
"""MIAMI UNIVERSITY OXFORD""",United States,45056,Ohio,Butler County,Oxford Township
"""CARLETON COLLEGE""",United States,55057,Minnesota,Dakota County,Waterford Township
"""ALLEGHENY COLLEGE""",United States,16335,Pennsylvania,Crawford County,Meadville
"""ALLEGHENY-SINGER RESEARCH INSTITUTE""",United States,15212,Pennsylvania,Allegheny County,Pittsburgh
"""APPLIED BIOMATHEMATICS, INC.""",,,,,
"""DECISION SYSTEMS""",United States,23606,Virginia,Newport News,City Center
"""MATRIX PHARMACEUTICAL, INC.""",,,,,
"""CELLCO, INC.""",,,,,
"""IMMUNETICS, INC.""",,,,,
"""DIGESTIVE CARE, INC.""",,,,,
"""MACRO INTERNATIONAL, INC.""",,,,,
"""VIRTUAL WORLDS, INC.""",,,,,
"""CANDELA CORPORATION""",,,,,
"""ADEZA BIOMEDICAL CORPORATION""",,,,,
"""ISOLAB, INC.""",,,,,
"""HEMEX, INC.""",,,,,
"""STANDARD SCIENTIFICS, INC.""",,,,,
"""ALKERMES, INC.""",,,,,
"""SUPPORT SERVICES INTERNATIONAL, INC.""",,,,,
"""MEDEA RESEARCH LABORATORIES, INC.""",,,,,
"""CHI ASSOCIATES, INC.""",,,,,
"""FISK UNIVERSITY""",United States,37208,Tennessee,Middle Tennessee,Davidson County
"""BRONX COMMUNITY COLLEGE""",United States,10453,New York,City of New York,The Bronx
"""MARYLAND MEDICAL RESEARCH INSTITUTE, INC""",,,,,
"""NATIONAL CHILDHOOD CANCER FOUNDATION""",,,,,
"""KAPI'OLANI MEDICAL CENTER/WOMEN/CHILDRN""",,,,,
"""CENTER BIOLOGICS EVAL &RES TRANSFUSION""",,,,,
"""CENTER BIOLOGICS EVAL &RES HEMATOLOGY""",,,,,
"""NATIONAL INSTITUTE ON DRUG ABUSE""",ประเทศไทย,12130,จังหวัดปทุมธานี,อำเภอธัญบุรี,เทศบาลนครรังสิต
"""INTER AMERICAN UNIVERSITY/PUERTO RICO""",United States,00712,Puerto Rico,Ponce,San Antón
"""UNIVERSITY OF THE INCARNATE WORD""",United States,78212,Texas,Bexar County,San Antonio
"""SAN JOSE STATE UNIVERSITY""",United States,95192,California,Santa Clara County,San Jose
"""MORRIS BROWN COLLEGE""",United States,30313,Georgia,Fulton County,Atlanta
"""UNIVERSITY OF NORTH DAKOTA""",United States,58202,North Dakota,Grand Forks County,Grand Forks
"""MOUNT SINAI SCHOOL OF MEDICINE OF NYU""",United States,10029,New York,City of New York,New York County
"""BOSTON MEDICAL CENTER""",United States,02118,Massachusetts,Suffolk County,Boston
"""FLORIDA HOSPITAL""",United States,32803,Florida,Orange County,Orlando
"""INDIANA STATE UNIVERSITY""",United States,47809,Indiana,Vigo County,Terre Haute
"""COLUMBIA UNIVERSITY HEALTH SCIENCES""",Canada,V9Y 5N3,British Columbia,Alberni-Clayoquot Regional District,Port Alberni
"""WINIFRED MASTERSON BURKE MED RES INST""",,,,,
"""UNIVERSITY OF ARKANSAS AT LITTLE ROCK""",United States,72204,Arkansas,Pulaski County,Little Rock
"""NEUROTRAUMA SOCIETY""",,,,,
"""WESTAT, INC.""",,,,,
"""PACIFIC HEALTH RESEARCH INSTITUTE""",,,,,
"""MARSHFIELD CLINIC RESEARCH FOUNDATION""",,,,,
"""MAIMONIDES MEDICAL CENTER (BROOKLYN)""",United States,11219,New York,City of New York,Kings County
"""ARUP INST FOR CLINICAL/EXPERIMENT PATHLG""",,,,,
"""U.S. FOGARTY INTERNATIONAL CENTER""",,,,,
"""ASSOCIATION FOR RETARDED CITIZENS OF MD""",,,,,
"""CARITAS ST. ELIZABETH'S MEDICAL CENTER""",,,,,
"""UNIVERSITY OF OXFORD""",United Kingdom,OX1 4AZ,England,Oxfordshire,Oxford
"""ROCHE MOLECULAR SYSTEMS, INC.""",,,,,
"""PICOWER INSTITUTE FOR MEDICAL RESEARCH""",,,,,
"""DREXEL UNIVERSITY""",United States,19104,Pennsylvania,Philadelphia County,Philadelphia
"""ANTIGENICS, INC.""",,,,,
"""MASSACHUSETTS HEALTH RESEARCH INSTITUTE""",,,,,
"""AMERICAN COLLEGE OF SURGEONS""",,,,,
"""CEDARS MEDICAL CENTER""",United States,33125,Florida,Miami-Dade County,Miami
"""QUEENSLAND INSTITUTE OF MEDICAL RESEARCH""",,,,,
"""CANJI, INC.""",,,,,
"""RESEARCH TRIANGLE INSTITUTE""",United States,27709,North Carolina,Durham County,Research Triangle Park
"""JOHN B. PIERCE LABORATORY, INC.""",,,,,
"""GALLAUDET UNIVERSITY""",United States,20002,District of Columbia,Washington,Ward 6
"""MEDICAL SCIENCES RESEARCH INSTITUTE""",India,151101,Punjab,Bathinda,Bathinda Tahsil
"""UNIVERSITY OF MD BIOTECHNOLOGY INSTITUTE""",,,,,
"""KESSLER INSTITUTE FOR REHABILITATION""",United States,07830,New Jersey,Morris County,Chester
"""OREGON GRADUATE INSTITUTE SCIENCE &TECH""",,,,,
"""BRENTWOOD BIOMEDICAL RESEARCH INSTITUTE""",,,,,
"""HAUSER TECHNICAL SERVICES, INC.""",,,,,
"""HAWAII BIOTECH, INC.""",,,,,
"""INTERNATIONAL BIOTECHNOLOGY LABORATORIES""",,,,,
"""CAMBRIDGE SCIENTIFIC, INC.""",,,,,
"""GLIATECH, INC.""",,,,,
"""ANTICANCER, INC.""",,,,,
"""MAULWURF, INC.""",,,,,
"""SIGMA-ALDRICH RESEARCH BIOCHEMICAL""",,,,,
"""SEALITE SCIENCES, INC.""",,,,,
"""RADIATION MONITORING DEVICES, INC.""",,,,,
"""HOWARD M. SHAPIRO, MD, P.C.""",,,,,
"""EMERSON AND STERN ASSOCIATES""",,,,,
"""MERRIFIELD LABORATORIES, INC.""",,,,,
"""TCW PHARMACEUTICAL CORPORATION""",,,,,
"""AMERICAN BIOROBOTICS, INC.""",,,,,
"""LIFE SYSTEMS, INC.""",,,,,
"""INDIVIDUAL AWARD--MALONEY, SEAN R.""",,,,,
"""INAIR, LTD.""",,,,,
"""BARRY UNIVERSITY""",United States,33161,Florida,Miami-Dade County,Miami Shores
"""CETUS ONCOLOGY CORPORATION""",,,,,
"""AGI DERMATICS""",,,,,
"""COVANCE LABORATORIES, INC.""",,,,,
"""UNIVERSITY OF THE DISTRICT OF COLUMBIA""",United States,20008,District of Columbia,Washington,Ward 3
"""YORK COLLEGE""",United Kingdom,YO23 2BB,England,York,Dringhouses
"""FLORIDA INTERNATIONAL UNIVERSITY""",United States,33199,Florida,Miami-Dade County,Miami
"""NATIONAL LIBRARY OF MEDICINE""",United States,20894,Maryland,Montgomery County,Bethesda
"""ALASKA STATE DEPARTMENT OF HLTH-SOC SVCS""",,,,,
"""RHODE ISLAND STATE DEPT OF HEALTH""",,,,,
"""NH STATE DEPT/HLTH STATISTICS/DATA MGMT""",,,,,
"""VERMONT STATE DEPT OF HEALTH""",,,,,
"""VIRGIN ISLANDS DEPARTMENT OF HEALTH""",,,,,
"""ARKANSAS STATE DEPT OF HEALTH""",,,,,
"""NEBRASKA STATE DEPT OF HEALTH""",,,,,
"""KANSAS STATE DEPT OF HLTH AND ENVIRONMNT""",,,,,
"""IOWA STATE DEPT OF PUBLIC HEALTH""",,,,,
"""NORTH DAKOTA STATE DEPARTMENT OF HEALTH""",,,,,
"""UTAH STATE DEPARTMENT OF HEALTH""",,,,,
"""SOUTH DAKOTA STATE DEPT OF HEALTH""",,,,,
"""MONTANA ST DEPT OF HLTH &ENVRNMTL SCIS""",,,,,
"""NEVADA STATE DEPT OF HLTH/HUMAN SVCS""",,,,,
"""FEDERATED STATES/MICRONESIA DIV HLTH/SRV""",,,,,
"""DEPARTMENT OF HUMAN AND SOCIAL SERVICES""",,,,,
"""COMMONWEALTH N MARIANA IS DEPT PUB HLTH""",,,,,
"""REPUBLIC OF PALAU MINISTRY OF HEALTH""",,,,,
"""WYOMING STATE DEPARTMENT OF HEALTH""",,,,,
"""INTERLAB CORPORATION""",,,,,
"""AVID THERAPEUTICS, INC.""",,,,,
"""VIRUS RESEARCH INSTITUTE""",Uganda,Central Region,Entebbe City,Banga-nakiwogo,Nakiwogo
"""ACAMBIS, INC.""",,,,,
"""NUFFIELD ORTHOPAEDIC CENTRE""",United Kingdom,OX3 8NE,England,Oxfordshire,Oxford
"""BARNES-JEWISH HOSPITAL""",United States,63110,Missouri,Saint Louis,Central West End
"""HEPATIX, INC.""",,,,,
"""ATLANTEX CORPORATION""",,,,,
"""WILLIAM BEAUMONT HOSPITAL RESEARCH INST""",,,,,
"""ST. JOSEPH MEDICAL CENTER (TOWSON, MD)""",United States,21204,Maryland,Baltimore County,Towson
"""SAN FRANCISCO STATE UNIVERSITY""",United States,94132,California,San Francisco,Holloway Avenue
"""LA GUARDIA COMMUNITY COLLEGE""",,,,,
"""UNIVERSITY OF MAINE ORONO""",United States,04469,Maine,Penobscot County,Orono
"""SHEPHERD CENTER""",United States,30309,Georgia,Fulton County,Atlanta
"""KLEIN ASSOCIATES, INC.""",,,,,
"""CROPTECH CORPORATION""",,,,,
"""BIO-TECHNOLOGY GENERAL CORPORATION""",,,,,
"""MDL INFORMATION SYSTEMS, INC.""",,,,,
"""APPLIED GENETICS LABORATORIES, INC.""",,,,,
"""SAN ANTONIO METROPOLITAN HEALTH DISTRICT""",,,,,
"""NEW YORK STATE OFFICE OF MENTAL HEALTH""",United States,12229,New York,Albany County,City of Albany
"""GENERAL ATOMICS""",United States,92093,California,San Diego,Torrey Pines
"""U OF L IMPERIAL COL OF SCI/TECHNLGY/MED""",,,,,
"""CEDARS HEALTHCARE GROUP, LTD""",,,,,
"""DANISH CANCER SOCIETY""",,,,,
"""CHAIM SHEBA MEDICAL CENTER""",ישראל,5262657,מחוז תל אביב,נפת תל אביב,רמת גן
"""MINNEAPOLIS MEDICAL RESEARCH FDN, INC.""",,,,,
"""URBAN INSTITUTE""",United Kingdom,S3 7QY,England,South Yorkshire,Sheffield
"""TIRR""",United States,77030,Texas,Harris County,Houston
"""MARSHALL UNIVERSITY""",United States,25755,West Virginia,Cabell County,Huntington
"""PIMA COUNTY HEALTH DEPARTMENT""",,,,,
"""YOUNGSTOWN STATE UNIVERSITY""",United States,44555,Ohio,Mahoning County,Youngstown
"""LOUISIANA ORGAN PROCUREMENT AGENCY""",,,,,
"""ARIZONA STATE UNIVERSITY-TEMPE CAMPUS""",,,,,
"""PENINSULA HEALTH CONCEPTS""",,,,,
"""VIRO DYNAMICS""",,,,,
"""MYCOLOGICS, INC.""",,,,,
"""PANORAMA RESEARCH, INC.""",,,,,
"""VIRION SYSTEMS, INC.""",,,,,
"""SRA TECHNOLOGIES, INC.""",,,,,
"""ONE CELL SYSTEMS, INC""",,,,,
"""PHARMAGENICS, INC.""",,,,,
"""CYTOMETRY ASSOCIATES, INC.""",,,,,
"""IMMUNOGEN, INC.""",,,,,
"""BORON BIOLOGICALS, INC.""",,,,,
"""OMNIGENE DIAGNOSTICS, INC.""",,,,,
"""ONCOTECH, INC.""",,,,,
"""DEKK-TEC, INC.""",,,,,
"""SELECTIVE GENETICS, INC.""",,,,,
"""AMPLISTAR, INC.""",,,,,
"""I. S. GRUPE, INC.""",,,,,
"""LC TECHNOLOGIES, INC.""",,,,,
"""ELECTROPHYSIOLOGY SYSTEMS, INC.""",,,,,
"""C.P.LI BIOMEDICAL RESEARCH CORPORATION""",,,,,
"""ALDERON BIOSCIENCES, INC.""",,,,,
"""UNIVERSITY OF PRETORIA""",South Africa,0028,Gauteng,City of Tshwane Metropolitan Municipality,Pretoria
"""HEALTH PLANNING &RESOURCES DEVELOPMENT""",,,,,
"""IDAHO STATE DEPT OF HEALTH AND WELFARE""",,,,,
"""DOUGLAS HOSPITAL""",Canada,H4E 2L6,Québec,Montréal (région administrative),Agglomération de Montréal
"""LA JOLLA INST FOR MOLECULAR MEDICINE""",,,,,
"""SERACARE BIOSERVICES""",,,,,
"""S AND P MEDICAL, INC.""",,,,,
"""LYNX THERAPEUTICS, INC.""",,,,,
"""APOLLON, INC.""",,,,,
"""PUBLIC HEALTH FOUNDATION ENTERPRISES""",,,,,
"""U OF L UNTD MED/DENT SC/GUYS/ST THOMAS""",,,,,
"""MONTREAL GENERAL HOSPITAL""",Canada,H3H 1V9,Québec,Montréal (région administrative),Agglomération de Montréal
"""SUN BIOMEDICAL LABORATORIES, INC.""",,,,,
"""ENTREMED, INC.""",,,,,
"""KAMTEK, INC.""",,,,,
"""U.S. DEPT/VETS AFFAIRS MED CTR(NEWINGTN)""",,,,,
"""CHILDREN'S RESEARCH INSTITUTE""",United States,33701,Florida,Pinellas County,Saint Petersburg
"""UPPSALA UNIVERSITY""",Sverige,753 11,Uppsala län,Uppsala kommun,Uppsala
"""LONDON REGIONAL CANCER CENTRE""",,,,,
"""UNIVERSITY OF ST. ANDREWS""",United Kingdom,KY16 9AJ,Alba / Scotland,Fife,St Andrews
"""RAMSEY FOUNDATION""",United States,55114,Minnesota,Ramsey County,Saint Paul
"""PROED, INC.""",,,,,
"""EQUAL ACCESS TO SCIENTIFIC EXCELLENCE""",,,,,
"""BATES COLLEGE""",United States,04240,Maine,Androscoggin County,Lewiston
"""LOCKHEED MARTIN ENERGY SYSTEMS, INC.""",,,,,
"""LONG ISLAND COLLEGE HOSP (BROOKLYN)""",United States,11201,New York,City of New York,Kings County
"""LUMIGEN, INC.""",,,,,
"""ORCHID BIOCOMPUTER, INC.""",,,,,
"""BIOMOLECULAR PRODUCTS, INC.""",,,,,
"""BIOCHEMANALYSIS CORPORATION""",,,,,
"""CANCER RESEARCH CENTER""",United States,20060,District of Columbia,Washington,Ward 1
"""NITON CORPORATION""",,,,,
"""BIOANALYTICAL SYSTEMS, INC. (BASI)""",,,,,
"""FLORIDA ATLANTIC UNIVERSITY""",United States,33301,Florida,Broward County,Fort Lauderdale
"""TEXAS RETINA ASSOCIATES, INC.""",,,,,
"""WELLESLEY COLLEGE""",United States,02482,Massachusetts,Norfolk County,Wellesley
"""LOATS ASSOCIATES, INC.""",,,,,
"""WESLEYAN UNIVERSITY""",United States,06457,Connecticut,Lower Connecticut River Valley Planning Region,Middletown
"""E. HELLER AND COMPANY""",,,,,
"""IMMUNOPHARMACEUTICS, INC.""",,,,,
"""CONNOLLY, MICHAEL L.""",,,,,
"""SOUTHERN ILLINOIS UNIVERSITY CARBONDALE""",United States,62901,Illinois,Jackson County,Carbondale
"""AXON ENGINEERING, INC.""",,,,,
"""CHILDREN'S HOSPITAL AND HEALTH CENTER""",,,,,
"""NATIONAL DOWN SYNDROME SOCIETY""",,,,,
"""NEW ENGLAND RESEARCH INSTITUTES, INC.""",,,,,
"""THROMBO DIAGNOSTIC""",,,,,
"""HAEMATOLOGIC TECHNOLOGIES, INC.""",,,,,
"""ALEXION PHARMACEUTICALS, INC.""",,,,,
"""CENTRAL INSTITUTE FOR THE DEAF""",United States,63110,Missouri,Saint Louis,Central West End
"""SINAI HOSPITAL OF BALTIMORE""",United States,21215,Maryland,Baltimore,Levindale
"""TUBEROUS SCLEROSIS ALLIANCE""",,,,,
"""NATIONAL ACADEMY OF SCIENCES""",United States,20520,District of Columbia,Washington,Ward 2
"""MATTHEWS MEDIA GROUP, INC.""",,,,,
"""INSTITUT PASTEUR DE TUNIS""",تونس,1002,ولاية تونس,تونس,معتمدية حي الخضراء
"""UNIVERSITE HASSAN II""",Maroc ⵍⵎⵖⵔⵉⴱ المغرب,28000,Casablanca-Settat ⵜⵉⴳⵎⵉ ⵜⵓⵎⵍⵉⵍⵜ-ⵙⵟⵟⴰⵜ الدار البيضاء-سطات,Préfecture de Mohammédia عمالة المحمدية,Pachalik de Mohammédia باشوية المحمدية
"""AMERICAN UNIVERSITY OF BEIRUT""",لبنان,2034 1111,محافظة بيروت,بيروت,رأس بيروت
"""YARMOUK UNIVERSITY""",الأردن,21163,إربد,لواء قصبة إربد,حوارة
"""MIDWEST RESEARCH INSTITUTE""",,,,,
"""LANCASTER CLEFT PALATE CLINIC""",,,,,
"""COMPACT MEMBRANE SYSTEMS, INC.""",,,,,
"""NPS PHARMACEUTICALS, INC.""",,,,,
"""CHINESE ACADEMY OF MEDICAL SCIENCES""",中国,100730,北京市,东城区,北京市
"""REGIONAL MH/MR COMMISSION OF REGION VII""",,,,,
"""REPUBLIC OF THE MARSHALL ISS DEPT/HLTH S""",,,,,
"""UNIVERSITY OF MASSACHUSETTS LOWELL""",United States,01854,Massachusetts,Middlesex County,Lowell
"""SYNVAX, INC.""",,,,,
"""CORIXA CORPORATION""",,,,,
"""CONNECTICUT AGRICULTURAL EXPERIMENT STA""",United States,06511,New Haven,Prospect Hill Historic District,Huntington Street
"""NEW YORK UNIVERSITY SCHOOL OF MEDICINE""",United States,10010,New York,City of New York,New York County
"""CLEVELAND STATE UNIVERSITY""",United States,44115,Ohio,Cuyahoga County,Cleveland
"""CUBIST PHARMACEUTICALS, INC.""",,,,,
"""PROGENICS PHARMACEUTICALS, INC.""",,,,,
"""WAKE FOREST UNIVERSITY HEALTH SCIENCES""",,,,,
"""BIOSERVE BIOTECHNOLOGIES, LTD""",,,,,
"""PROTOTEK""",,,,,
"""KINETIX PHARMACEUTICALS, INC.""",,,,,
"""BROOK BIOTECHNOLOGIES, INC.""",,,,,
"""WESLEYAN COLLEGE""",United States,31210,Georgia,Bibb County,Macon
"""SOUTH DAKOTA STATE UNIVERSITY""",United States,57007,South Dakota,Brookings County,Aurora Township
"""EUROPEAN ORG/RES/TREATMENT/CANCER""",,,,,
"""CANCER THERAPY AND RESEARCH CENTER""",,,,,
"""GUTHRIE FOUNDATION FOR EDUCATION AND RES""",,,,,
"""UNIVERSITY OF LONDON INST OF CANCER RES""",,,,,
"""U OF L ST. GEORGE'S HOSPITAL MEDICAL SCH""",,,,,
"""AMERICAN COLLEGE OF OB AND GYN""",,,,,
"""ARONEX PHARMACEUTICALS, INC.""",,,,,
"""TERA BIOTECHNOLOGY CORPORATION""",,,,,
"""IMMPHERON, INC.""",,,,,
"""IMMUNOMEDICS, INC.""",,,,,
"""AFFYMETRIX, INC.""",,,,,
"""WESTERN MICHIGAN UNIVERSITY""",United States,49008,Michigan,Kalamazoo County,Kalamazoo
"""PALO ALTO INSTITUTE/MOLECULAR MEDICINE""",,,,,
"""LARGE SCALE BIOLOGY CORPORATION""",,,,,
"""CHARLES R. DREW UNIVERSITY OF MED &SCI""",,,,,
"""TARGETED GENETICS CORPORATION""",,,,,
"""SIERRA BIOMEDICAL RESEARCH CORPORATION""",,,,,
"""UNIVERSITY OF WISCONSIN OSHKOSH""",United States,54901,Wisconsin,Winnebago County,Oshkosh
"""AST PRODUCTS, INC.""",,,,,
"""SYRACUSE UNIVERSITY""",United States,13210,New York,Onondaga County,City of Syracuse
"""SOUTHERN METHODIST UNIVERSITY""",United States,75205,Texas,Dallas County,University Park
"""NORFOLK STATE UNIVERSITY""",United States,23504,Virginia,Norfolk,Chesterfield
"""KAPIOLANI MEDICAL CENTER WOMEN/CHILDREN""",,,,,
"""CARNEGIE INSTITUTION OF WASHINGTON, D.C.""",United States,20005,District of Columbia,Washington,Ward 2
"""TIRANOFF PRODUCTIONS, LLC""",,,,,
"""CHILDREN'S SEASHORE HOUSE""",United States,19146,Pennsylvania,Philadelphia County,Philadelphia
"""HEALTHONE ALLIANCE""",,,,,
"""GWATHMEY, INC.""",,,,,
"""FFFRACTIONATION, LLC""",,,,,
"""SPRAYCHIP SYSTEMS CORPORATION""",,,,,
"""FANCONI ANEMIA RESEARCH FUND, INC.""",,,,,
"""UNIVERSITY OF MIAMI ROSENTEIL SCHOOL""",,,,,
"""EAST BAY INSTITUTE FOR RESEARCH AND EDUC""",,,,,
"""CENTRAL MICHIGAN UNIVERSITY""",United States,48858,Michigan,Isabella County,Mount Pleasant
"""UNIVERSITY OF MASSACHUSETTS DARTMOUTH""",United States,02747,Massachusetts,Bristol County,Dartmouth
"""ALBANY MOLECULAR RESEARCH, INC.""",,,,,
"""NEW ENGLAND BIOMEDICAL RESEARCH CENTER""",,,,,
"""CENTAUR PHARMACEUTICALS, INC.""",,,,,
"""MOLECULAR DYNAMICS, INC.""",,,,,
"""UNIVERSIDAD CENTRAL DEL CARIBE""",United States,00956,Puerto Rico,Bayamón,Minillas
"""BIOMEDICAL RESEARCH INSTITUTE""",United States,33136,Florida,Miami-Dade County,Miami
"""IMMUNEX CORPORATION""",,,,,
"""CLINICAL TRIALS AND SURVEYS CORPORATION""",,,,,
"""REGENEREX, INC.""",,,,,
"""UNIVERSITY OF TEXAS EL PASO""",United States,79968,Texas,El Paso County,El Paso
"""UNIVERSITY OF TEXAS-PAN AMERICAN""",,,,,
"""ALABAMA STATE UNIVERSITY""",United States,36104,Alabama,Montgomery County,Montgomery
"""CLARK ATLANTA UNIVERSITY""",United States,30314,Georgia,Fulton County,Atlanta
"""CALIFORNIA STATE UNIVERSITY FULLERTON""",United States,92831,California,Orange County,Fullerton
"""BIOLOGICS STANDARDS""",,,,,
"""HUMAN GENOME RESEARCH""",,,,,
"""COMMONWEALTH BIOTECHNOLOGIES, INC.""",,,,,
"""RECEPTORPRO, INC.""",,,,,
"""MEGAN HEALTH, INC.""",,,,,
"""BIOMEDISYN CORPORATION""",,,,,
"""VIROTEX CORPORATION""",,,,,
"""PALMETTO HEALTH RICHLAND""",United States,29203,South Carolina,Richland County,Columbia
"""ELIZABETHTOWN COLLEGE""",United States,17022,Pennsylvania,Lancaster County,Elizabethtown
"""MEDAREX, INC.""",,,,,
"""BIOMED RESEARCH AND TECHNOLOGIES, INC.""",,,,,
"""UNIVERSITY OF MONTREAL""",Canada,H3A 2B4,Québec,Montréal (région administrative),Agglomération de Montréal
"""WORCESTER POLYTECHNIC INSTITUTE""",United States,01609,Massachusetts,Worcester County,Worcester
"""NATIONAL SCHOOL OF MEDICINE AND PHARMACY""",,,,,
"""INSTITUTE OF ECOSYSTEM STUDIES""",United States,12545,New York,Dutchess County,Town of Washington
"""INSTITUTE FOR GENOMIC RESEARCH""",,,,,
"""UNIVERSITY OF CENTRAL FLORIDA""",United States,32816,Florida,Orange County,Orlando
"""LOCKHEED MARTIN ENERGY RESEARCH CORP""",,,,,
"""CUTANOGEN, INC.""",,,,,
"""STEHLIN FOUNDATION FOR CANCER RESEARCH""",,,,,
"""INTRAIMMUNE THERAPIES, INC.""",,,,,
"""OCULEX PHARMACEUTICALS, INC.""",,,,,
"""LAB DE GENETIQUE MOLECULAIRE DES EUCARYO""",,,,,
"""CYTOSKELETON""",,,,,
"""ACTINIC, INC.""",,,,,
"""KENT STATE UNIVERSITY AT KENT""",United States,44720,Ohio,Stark County,Jackson Township
"""TEXAS A&M UNIVERSITY SYSTEM""",United States,77840,Texas,Brazos County,College Station
"""VALENTIS, INC.""",,,,,
"""MEDELEX, INC.""",,,,,
"""ICOGENEX CORPORATION""",,,,,
"""TRUMAN STATE UNIVERSITY""",United States,63501,Missouri,Adair County,Kirksville
"""CLINICAL SCIENCES""",United Kingdom,NG5 1RE,England,East Midlands,City of Nottingham
"""SAIGENE CORPORATION""",,,,,
"""BROOKHAVEN SCIENCE ASSOC-BROOKHAVEN LAB""",,,,,
"""HEMOPHILIA OF GEORGIA, INC.""",,,,,
"""GREAT LAKES HEMOPHILIA FOUNDATION""",,,,,
"""HEMOPHILIA FOUNDATION OF MICHIGAN""",,,,,
"""U.S. DRUG TESTING LABORATORIES, INC.""",,,,,
